Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit,Over?,Under?,Prop Bets
C.Watson u3.5 Recs,kylemurray03,Green Bay Packers,c.watson,Detroit Lions,0.0,0.7777777777777778,1,0.6666666666666666,1,0.6,1,26,12,61,1,Snow,Ford Field,indoors,turf,-125.0,1.25,2.25,1.0,,,
J.Goff u33.5 Pass Att,gneiffer07,Detroit Lions,j.goff,Green Bay Packers,1.0,0.75,1,0.3333333333333333,0,0.6,1,27,12,68,7,Snow,Ford Field,indoors,turf,-120.0,1.2,2.2,1.0000000000000002,,,
J.Goff u32.5 Pass Att,Bward586,Detroit Lions,j.goff,Green Bay Packers,1.0,0.75,1,0.3333333333333333,0,0.6,1,26,12,61,1,Snow,Ford Field,indoors,turf,-106.0,1.06,2.06,1.0,,,
D.Montgomery o13.5 Rec Yds,Theotherbabs,Detroit Lions,d.montgomery,Green Bay Packers,1.0,0.75,1,1.0,1,1.0,1,27,10,72,12,Snow,Ford Field,indoors,turf,-115.0,1.0,1.869565217391304,0.8695652173913042,1.0,0.0,Rec_Yds
D.Montgomery o15.5 Rec Yds,CeeJPicks,Detroit Lions,d.montgomery,Green Bay Packers,1.0,0.75,1,1.0,1,1.0,1,31,8,61,1,Overcast,Ford Field,indoors,turf,-110.0,1.1,2.1,1.0,1.0,0.0,Rec_Yds
T.Kraft u39.5 Rec Yds,allanlemdfs,Green Bay Packers,t.kraft,Detroit Lions,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6,1,26,12,61,1,Snow,Ford Field,indoors,turf,-110.0,0.55,1.05,0.5,0.0,1.0,Rec_Yds
T.Kraft u39.5 Rec Yds,The_Oddsmaker,Green Bay Packers,t.kraft,Detroit Lions,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6,1,26,12,61,1,Snow,Ford Field,indoors,turf,-110.0,1.1,2.1,1.0,0.0,1.0,Rec_Yds
T.Patrick o21.5 receiving yards,Rotowire Prizepicks,Detroit Lions,t.patrick,Green Bay Packers,1.0,0.6,1,1.0,1,0.6,1,27,12,68,7,Snow,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,1.0,0.0,Rec_Yds
T.Patrick o20.5 receiving yards,Rotowire Sleeper,Detroit Lions,t.patrick,Green Bay Packers,1.0,0.6,1,1.0,1,0.6,1,27,12,68,7,Snow,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,1.0,0.0,Rec_Yds
J.Gibbs o19.5 Rec Yds,JBBets1,Detroit Lions,j.gibbs,Green Bay Packers,1.0,0.5833333333333334,1,0.3333333333333333,0,0.4,0,30,11,61,1,Overcast,Ford Field,indoors,turf,-120.0,1.0,1.8333333333333333,0.8333333333333335,1.0,0.0,Rec_Yds
S.Laporta o2.5 receptions,Rotowire Sleeper,Detroit Lions,s.laporta,Green Bay Packers,1.0,0.5454545454545454,1,1.0,1,0.8,1,27,10,70,12,Snow,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,,,
