Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit
J.Ford o0.5 rush_td+rec_td,CroweRadio,Cleveland Browns,j.ford,Cincinnati Bengals,0.0,0.1818181818181818,0,0.3333333333333333,0,0.2,0,32,3,52,1,Rain,Paycor,outdoors,turf,130.0,0.25,0.575,0.3249999999999999
R.White o0.5 rush_td+rec_td,TopShelfAction,Tampa Bay Buccaneers,r.white,Dallas Cowboys,0.0,0.5384615384615384,1,0.6666666666666666,1,0.8,1,57,12,57,5,Rain,AT&amp;T,indoors,turf,140.0,0.5,1.2,0.7
C.Kupp o0.5 rush_td+rec_td,GDAWG5000,Los Angeles Rams,c.kupp,New York Jets,0.0,0.5,0,0.3333333333333333,0,0.6,1,24,10,36,0,Clear,MetLife,outdoors,turf,160.0,1.0,2.6,1.6
J.Chase o0.5 rush_td+rec_td,wheatonbrando,Cincinnati Bengals,j.chase,Cleveland Browns,1.0,0.6428571428571429,1,0.6666666666666666,1,0.6,1,33,3,56,14,Clear,Paycor,outdoors,turf,-130.0,1.0,1.7692307692307692,0.7692307692307692
R.Davis o0.5 rush_td+rec_td,nick_giffen,Buffalo Bills,r.davis,New England Patriots,1.0,0.4285714285714285,0,0.6666666666666666,1,0.6,1,9,2,76,0,Clear,Highmark,outdoors,turf,410.0,0.5,2.55,2.05
A.Jones o0.5 rush_td+rec_td,shadybiev,Minnesota Vikings,a.jones,Seattle Seahawks,0.0,0.5,0,1.0,1,0.8,1,49,7,87,96,Rain,Lumen Field,outdoors,turf,105.0,1.5,3.075,1.5749999999999995
A.Jones o0.5 rush_td+rec_td,TopShelfAction,Minnesota Vikings,a.jones,Seattle Seahawks,0.0,0.5,0,1.0,1,0.8,1,49,7,87,96,Rain,Lumen Field,outdoors,turf,110.0,0.5,1.05,0.55
D.Achane o0.5 rush_td+rec_td,shadybiev,Miami Dolphins,d.achane,San Francisco 49ers,1.0,0.6153846153846154,1,0.6666666666666666,1,0.8,1,71,7,59,8,Partly Cloudy,Hard Rock,outdoors,grass,-105.0,1.58,3.084761904761905,1.5047619047619047
A.Richardson o0.5 rush_td+rec_td,TheTDShow,Indianapolis Colts,a.richardson,Tennessee Titans,1.0,1.0,1,1.0,1,1.0,1,29,9,59,0,Mostly Cloudy,Lucas Oil,indoors,turf,130.0,1.0,2.3,1.2999999999999998
A.Brown o0.5 rush_td+rec_td,sirlockselot_,Philadelphia Eagles,a.brown,Washington Commanders,0.0,0.4545454545454545,0,0.3333333333333333,0,0.4,0,31,8,39,0,Clear,FedExField,outdoors,grass,145.0,2.0,4.9,2.9000000000000004
J.Conner o0.5 rush_td+rec_td,CroweRadio,Arizona Cardinals,j.conner,Carolina Panthers,0.0,0.5,0,0.6666666666666666,1,0.6,1,36,0,34,0,Clear,Bank of America,outdoors,grass,120.0,0.25,0.55,0.3
J.Jennings o0.5 rush_td+rec_td,daletanhardt,San Francisco 49ers,j.jennings,Miami Dolphins,0.0,0.25,0,0.3333333333333333,0,0.4,0,76,10,59,8,Mostly Cloudy,Hard Rock,outdoors,grass,210.0,1.0,3.1,2.1
C.Kupp o0.5 rush_td+rec_td,TheTDShow,Los Angeles Rams,c.kupp,New York Jets,0.0,0.5,0,0.3333333333333333,0,0.6,1,17,10,33,0,Clear,MetLife,outdoors,turf,160.0,1.0,2.6,1.6
T.Higgins o0.5 rush_td+rec_td,TopShelfAction,Cincinnati Bengals,t.higgins,Cleveland Browns,1.0,0.5555555555555556,1,1.0,1,0.8,1,32,3,58,0,Clear,Paycor,outdoors,turf,150.0,0.5,1.25,0.75
T.McLaurin o0.5 rush_td+rec_td,TopShelfAction,Washington Commanders,t.mclaurin,Philadelphia Eagles,1.0,0.5,0,1.0,1,0.6,1,31,10,39,0,Clear,FedExField,outdoors,grass,175.0,0.5,1.375,0.875
D.Smith o0.5 rush_td+rec_td,TheBMatt,Philadelphia Eagles,d.smith,Washington Commanders,0.0,0.5454545454545454,1,0.6666666666666666,1,0.6,1,29,6,42,0,Clear,FedExField,outdoors,grass,162.0,1.0,2.62,1.62
D.Smith o0.5 rush_td+rec_td,theprophunter0_,Philadelphia Eagles,d.smith,Washington Commanders,0.0,0.5454545454545454,1,0.6666666666666666,1,0.6,1,31,10,39,0,Clear,FedExField,outdoors,grass,205.0,0.5,1.525,1.025
