,Name,Team,Cmp,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Link,Pass_Att,Pass_Yds,Pass_TD,Int,Sk_Yds,Pass_Lng,Rate,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Fmb,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
1,J.Burrow,Cincinnati Bengals,39,23,41.1,340,6.9,278,7.1,5.7,134,3.4,0,0.0%,0,0.0%,7,0,0,0,7,12.1%,2,12.5,/players/B/BurrJo01.htm,49,412,3,0,28,38,122.1,4,25,1,19,0,0,100.0,1228,Denver Broncos,1,Paycor,outdoors,turf,61,83,8,21,Partly Cloudy
3,B.Nix,Denver Broncos,24,10,30.3,224,7.2,116,4.8,3.7,103,4.3,0,0.0%,0,0.0%,2,0,0,0,2,5.1%,6,4.8,/players/N/NixxBo00.htm,31,219,3,1,13,51,114.9,7,31,0,8,1,0,100.0,1228,Cincinnati Bengals,0,Paycor,outdoors,turf,61,83,8,21,Partly Cloudy
5,D.Maye,New England Patriots,12,4,15.4,194,8.8,99,8.3,4.5,18,1.5,0,0.0%,0,0.0%,4,0,0,0,4,12.9%,5,6.4,/players/M/MayeDr00.htm,22,117,1,0,30,36,84.8,6,32,0,12,1,1,81.0,1228,Los Angeles Chargers,1,Gillette,outdoors,turf,43,92,5,66,Foggy
7,J.Herbert,Los Angeles Chargers,26,16,42.1,364,9.6,167,6.4,4.4,114,4.4,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,2,5.5,/players/H/HerbJu00.htm,38,281,3,0,0,40,116.2,3,12,0,7,0,0,87.0,1228,New England Patriots,0,Gillette,outdoors,turf,43,92,5,66,Foggy
9,M.Stafford,Los Angeles Rams,17,8,25.0,187,5.8,93,5.5,2.9,96,5.6,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,1,12.0,/players/S/StafMa00.htm,32,189,0,0,0,29,71.0,6,16,0,12,0,0,100.0,1228,Arizona Cardinals,1,SoFi,indoors,turf,59,90,3,1,Partly Cloudy
11,K.Murray,Arizona Cardinals,33,16,30.8,308,6.4,162,4.9,3.4,159,4.8,0,0.0%,0,0.0%,4,0,0,0,4,7.4%,2,7.5,/players/M/MurrKy00.htm,48,321,1,2,38,34,76.8,4,32,0,12,0,0,100.0,1228,Los Angeles Rams,0,SoFi,indoors,turf,59,90,3,1,Partly Cloudy
