,Name,Team,Cmp,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Link,Pass_Att,Pass_Yds,Pass_TD,Int,Sk_Yds,Pass_Lng,Rate,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Fmb,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
1,C.Williams,Chicago Bears,16,7,20.0,184,6.6,14,0.9,0.5,108,6.8,0,0.0%,0,0.0%,7,0,0,0,7,18.4%,3,8.3,/players/W/WillCa03.htm,28,122,0,1,46,24,53.0,5,37,0,16,1,0,100.0,1226,Seattle Seahawks,1,Soldier Field,outdoors,grass,49,89,7,34,Overcast
3,G.Smith,Seattle Seahawks,17,7,26.9,55,2.4,40,2.4,1.7,120,7.1,0,0.0%,0,0.0%,3,0,0,0,3,10.7%,2,10.0,/players/S/SmitGe00.htm,23,160,0,0,17,23,92.7,3,19,0,16,2,0,100.0,1226,Chicago Bears,0,Soldier Field,outdoors,grass,49,89,7,34,Overcast
