Unnamed: 0,Name,Team,Cmp,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Link,Pass_Att,Pass_Yds,Pass_TD,Int,Sk_Yds,Pass_Lng,Rate,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Fmb,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0,J.Herbert,Los Angeles Chargers,23,14,42.4,210,6.8,114,5.0,3.7,170,7.4,1,3.3%,2,6.7%,2,6,0,6,8,21.6%,4,10.8,/players/H/HerbJu00.htm,31,284,2,1,21,34,110.1,8,28,0,18,0,0,100.0,1219,Denver Broncos,1,SoFi,indoors,turf,64,75,0,1,Clear
1,B.Nix,Denver Broncos,29,14,33.3,117,2.9,32,1.1,0.8,231,8.0,6,15.0%,1,2.5%,2,8,1,2,5,11.4%,2,12.5,/players/N/NixxBo00.htm,40,263,2,0,18,53,106.6,3,25,0,15,1,0,100.0,1219,Los Angeles Chargers,0,SoFi,indoors,turf,64,75,0,1,Clear
