,Name,Team,Cmp,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Link,Pass_Att,Pass_Yds,Pass_TD,Int,Sk_Yds,Pass_Lng,Rate,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Fmb,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
1,L.Jackson,Baltimore Ravens,16,12,37.5,283,8.8,120,7.5,3.8,97,6.1,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,6,7.0,/players/J/JackLa00.htm,32,217,2,0,0,30,92.8,9,63,0,19,0,0,96.0,100004,Cleveland Browns,1,M&amp;T Bank,outdoors,grass,32,37,17,0,Mostly Cloudy
3,B.Zappe,Cleveland Browns,16,8,25.0,222,7.2,69,4.3,2.2,101,6.3,0,0.0%,0,0.0%,1,0,0,0,1,3.0%,1,3.0,/players/Z/ZappBa00.htm,31,170,1,2,5,30,51.8,2,2,0,3,0,0,90.0,100004,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,32,37,17,0,Mostly Cloudy
5,R.Wilson,Pittsburgh Steelers,17,8,22.9,222,7.2,90,5.3,2.9,58,3.4,0,0.0%,0,0.0%,4,0,0,0,4,10.8%,2,7.5,/players/W/WilsRu00.htm,31,148,1,0,29,25,78.4,4,16,0,12,0,0,100.0,100004,Cincinnati Bengals,1,Acrisure,outdoors,grass,19,75,8,34,Overcast
7,J.Burrow,Cincinnati Bengals,37,15,30.0,187,4.1,151,4.1,3.3,126,3.4,0,0.0%,0,0.0%,4,0,0,0,4,8.0%,0,0,/players/B/BurrJo01.htm,46,277,1,1,31,19,89.9,1,-1,0,-1,1,0,100.0,100004,Pittsburgh Steelers,0,Acrisure,outdoors,grass,19,75,8,34,Overcast
