Unnamed: 0,Name,Team,Cmp,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Link,Pass_Att,Pass_Yds,Pass_TD,Int,Sk_Yds,Pass_Lng,Rate,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Fmb,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0,J.Herbert,Los Angeles Chargers,21,9,22.5,348,9.7,138,6.6,3.8,80,3.8,0,0.0%,0,0.0%,4,0,0,0,4,9.1%,4,7.3,/players/H/HerbJu00.htm,36,218,0,0,16,19,75.9,4,29,1,12,1,0,100.0,1125,Baltimore Ravens,1,SoFi,indoors,turf,65,80,8,14,Partly Cloudy
1,L.Jackson,Baltimore Ravens,16,6,26.1,236,10.7,114,7.1,5.2,63,3.9,0,0.0%,0,0.0%,1,0,0,0,1,4.3%,0,0.0,/players/J/JackLa00.htm,22,177,2,0,0,40,126.5,8,15,1,10,0,0,100.0,1125,Los Angeles Chargers,0,SoFi,indoors,turf,65,80,8,14,Partly Cloudy
