,Name,Team,Cmp,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Link,Pass_Att,Pass_Yds,Pass_TD,Int,Sk_Yds,Pass_Lng,Rate,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Fmb,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0,J.Love,Green Bay Packers,16,9,32.1,179,6.4,69,4.3,2.5,113,7.1,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,0,/players/L/LoveJo03.htm,28,182,1,0,0,37,88.7,1,2,0,2,0,0,87.0,1223,New Orleans Saints,1,Lambeau Field,outdoors,grass,34,81,10,5,Overcast
1,S.Rattler,New Orleans Saints,15,9,27.3,221,7.4,93,6.2,3.1,60,4.0,0,0.0%,0,0.0%,3,0,0,0,3,7.9%,5,5.6,/players/R/RattSp00.htm,30,153,0,1,24,21,51.1,5,28,0,9,1,1,100.0,1223,Green Bay Packers,0,Lambeau Field,outdoors,grass,34,81,10,5,Overcast
