,Name,Team,Cmp,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Link,Pass_Att,Pass_Yds,Pass_TD,Int,Sk_Yds,Pass_Lng,Rate,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Fmb,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
1,J.Dobbs,San Francisco 49ers,3,2,50.0,38,9.5,31,10.3,7.8,4,1.3,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,1,7.0,/players/D/DobbJo00.htm,4,35,0,0,0,15,101.0,1,7,1,7,0,0,8.0,1230,Detroit Lions,1,Levi's,outdoors,grass,57,74,11,0,Mostly Cloudy
3,B.Purdy,San Francisco 49ers,27,17,45.9,304,8.7,213,7.9,6.1,164,6.1,0,0.0%,0,0.0%,2,0,0,0,2,5.3%,1,9.0,/players/P/PurdBr00.htm,35,377,3,2,12,40,116.0,3,12,1,9,0,0,92.0,1230,Detroit Lions,1,Levi's,outdoors,grass,57,74,11,0,Mostly Cloudy
5,J.Goff,Detroit Lions,26,16,44.4,145,4.3,133,5.1,3.9,170,6.5,0,0.0%,0,0.0%,2,0,0,0,2,5.6%,0,0,/players/G/GoffJa00.htm,34,303,3,0,16,42,132.4,3,-3,0,-1,0,0,100.0,1230,San Francisco 49ers,0,Levi's,outdoors,grass,57,74,11,0,Mostly Cloudy
