,Name,Team,Cmp,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Link,Pass_Att,Pass_Yds,Pass_TD,Int,Sk_Yds,Pass_Lng,Rate,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Fmb,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0,J.Hurts,Philadelphia Eagles,18,9,30.0,186,6.6,88,4.9,3.1,133,7.4,0,0.0%,0,0.0%,2,0,0,0,2,5.9%,4,5.0,/players/H/HurtJa00.htm,28,221,0,0,15,43,88.5,10,39,1,9,0,0,100.0,1114,Washington Commanders,1,Lincoln Financial Field,outdoors,grass,45,68,8,8,Overcast
1,J.Daniels,Washington Commanders,22,10,28.6,113,3.5,45,2.0,1.4,146,6.6,0,0.0%,0,0.0%,3,0,0,0,3,7.7%,4,3.8,/players/D/DaniJa02.htm,32,191,1,1,20,34,81.6,7,18,0,7,0,0,100.0,1114,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,45,68,8,8,Overcast
