,Name,Team,Cmp,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Link,Pass_Att,Pass_Yds,Pass_TD,Int,Sk_Yds,Pass_Lng,Rate,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Fmb,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
1,C.Stroud,Houston Texans,22,12,33.3,314,9.5,162,7.4,4.9,120,5.5,0,0.0%,0,0.0%,3,0,0,0,3,7.7%,3,14.0,/players/S/StroCJ00.htm,33,282,1,1,21,41,90.7,6,42,0,27,1,0,100.0,1000011,Los Angeles Chargers,1,NRG,indoors,turf,54,41,9,0,Clear
3,J.Herbert,Los Angeles Chargers,14,9,25.0,401,12.5,130,9.3,4.1,112,8.0,0,0.0%,0,0.0%,4,0,0,0,4,11.1%,0,0,/players/H/HerbJu00.htm,32,242,1,4,31,86,40.9,0,0,0,0,0,0,100.0,1000011,Houston Texans,0,NRG,indoors,turf,54,41,9,0,Clear
5,L.Jackson,Baltimore Ravens,16,10,45.5,120,5.7,89,5.6,4.2,86,5.4,0,0.0%,0,0.0%,1,0,0,0,1,3.8%,4,6.3,/players/J/JackLa00.htm,21,175,2,0,10,25,132.0,15,81,0,20,0,0,100.0,1000011,Pittsburgh Steelers,1,M&amp;T Bank,outdoors,grass,34,66,8,0,Clear
7,R.Wilson,Pittsburgh Steelers,20,9,27.3,222,7.7,144,7.2,5.0,126,6.3,0,0.0%,0,0.0%,4,0,0,0,4,11.4%,2,3.5,/players/W/WilsRu00.htm,29,270,2,0,19,37,121.3,3,6,0,5,0,0,96.0,1000011,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,34,66,8,0,Clear
