,Name,Team,Cmp,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Link,Pass_Att,Pass_Yds,Pass_TD,Int,Sk_Yds,Pass_Lng,Rate,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Fmb,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0,B.Purdy,San Francisco 49ers,19,12,38.7,264,9.1,166,8.7,5.7,65,3.4,1,3.4%,5,17.2%,2,7,3,1,6,18.8%,1,11.0,/players/P/PurdBr00.htm,29,231,0,0,6,34,89.9,1,11,0,11,0,0,99.0,99,New York Jets,1,Levi's,outdoors,grass,77,66,13,4,Clear
1,T.Taylor,New York Jets,6,3,37.5,31,3.9,12,2.0,1.5,24,4.0,0,0.0%,1,12.5%,0,1,1,1,2,22.2%,1,7.0,/players/T/TaylTy00.htm,8,36,1,0,0,9,122.9,1,7,0,7,0,0,25.0,99,San Francisco 49ers,0,Levi's,outdoors,grass,77,66,13,4,Clear
2,A.Rodgers,New York Jets,13,8,36.4,153,7.3,74,5.7,3.5,93,7.2,2,9.5%,4,19.0%,1,2,1,2,4,18.2%,0,0,/players/R/RodgAa00.htm,21,167,1,1,5,36,82.8,1,-1,0,-1,0,0,75.0,99,San Francisco 49ers,0,Levi's,outdoors,grass,77,66,13,4,Clear
