Unnamed: 0,Name,Team,Cmp,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Link,Pass_Att,Pass_Yds,Pass_TD,Int,Sk_Yds,Pass_Lng,Rate,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Fmb,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0,K.Cousins,Atlanta Falcons,42,24,38.7,424,7.3,271,6.5,4.7,238,5.7,0,0.0%,0,0.0%,4,0,0,0,4,6.5%,0,0.0,/players/C/CousKi00.htm,58,509,4,1,32,45,114.8,0,0,0,0,0,0,100.0,1003,Tampa Bay Buccaneers,1,Mercedes-Benz,indoors,turf,79,78,6,1,Clear
1,B.Mayfield,Tampa Bay Buccaneers,19,12,48.0,119,5.0,68,3.6,2.8,112,5.9,0,0.0%,0,0.0%,1,0,0,0,1,3.3%,5,8.6,/players/M/MayfBa00.htm,24,180,3,0,7,23,137.5,6,42,0,18,0,0,100.0,1003,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,79,78,6,1,Clear
