,Name,Team,Cmp,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Link,Pass_Att,Pass_Yds,Pass_TD,Int,Sk_Yds,Pass_Lng,Rate,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Fmb,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0,J.Goff,Detroit Lions,32,18,42.9,224,5.5,134,4.2,3.3,149,4.7,0,0.0%,0,0.0%,1,0,0,0,1,2.3%,1,9.0,/players/G/GoffJa00.htm,41,283,3,1,3,28,109.7,4,7,0,9,0,0,100.0,1205,Green Bay Packers,1,Ford Field,indoors,turf,29,61,8,1,Overcast
1,J.Love,Green Bay Packers,12,7,33.3,167,8.4,120,10.0,6.0,86,7.2,0,0.0%,0,0.0%,1,0,0,0,1,4.2%,3,8.0,/players/L/LoveJo03.htm,20,206,1,0,7,59,111.7,4,23,0,14,0,0,100.0,1205,Detroit Lions,0,Ford Field,indoors,turf,29,61,8,1,Overcast
