,Name,Team,Cmp,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Link,Pass_Att,Pass_Yds,Pass_TD,Int,Sk_Yds,Pass_Lng,Rate,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Fmb,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
1,J.Allen,Buffalo Bills,16,6,26.1,122,5.5,47,2.9,2.1,80,5.0,0,0.0%,0,0.0%,1,0,0,0,1,4.3%,0,0,/players/A/AlleJo02.htm,22,127,0,0,1,34,86.7,10,20,2,7,0,0,100.0,1000019,Baltimore Ravens,1,Highmark,outdoors,turf,19,89,5,40,Snow
3,L.Jackson,Baltimore Ravens,18,10,37.0,265,10.6,169,9.4,6.8,85,4.7,0,0.0%,0,0.0%,2,0,0,0,2,6.5%,4,11.0,/players/J/JackLa00.htm,25,254,2,1,14,42,114.4,6,39,0,16,1,1,100.0,1000019,Buffalo Bills,0,Highmark,outdoors,turf,19,89,5,40,Snow
5,J.Hurts,Philadelphia Eagles,15,6,22.2,126,6.3,42,2.8,2.1,86,5.7,0,0.0%,0,0.0%,7,0,0,0,7,23.3%,3,7.0,/players/H/HurtJa00.htm,20,128,0,0,63,31,91.2,7,70,1,44,1,0,100.0,1000019,Los Angeles Rams,1,Lincoln Financial Field,outdoors,grass,34,88,9,86,Snow
7,M.Stafford,Los Angeles Rams,26,15,30.6,446,10.1,237,9.1,5.4,87,3.3,0,0.0%,0,0.0%,5,0,0,0,5,10.0%,1,5.0,/players/S/StafMa00.htm,44,324,2,0,33,48,97.2,2,5,0,5,2,1,100.0,1000019,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,34,88,9,86,Snow
