,Name,Team,Cmp,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Link,Pass_Att,Pass_Yds,Pass_TD,Int,Sk_Yds,Pass_Lng,Rate,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Fmb,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0,R.Wilson,Pittsburgh Steelers,23,9,21.4,256,6.9,103,4.5,2.8,102,4.4,0,0.0%,0,0.0%,5,0,0,0,5,10.4%,6,9.2,/players/W/WilsRu00.htm,37,205,0,1,43,41,65.7,6,55,1,15,1,0,100.0,1225,Kansas City Chiefs,1,Acrisure,outdoors,grass,38,80,5,2,Overcast
1,P.Mahomes,Kansas City Chiefs,29,16,42.1,213,5.6,144,5.0,3.8,176,6.1,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,1,12.0,/players/M/MahoPa00.htm,38,320,3,0,0,49,127.1,1,12,0,12,0,0,100.0,1225,Pittsburgh Steelers,0,Acrisure,outdoors,grass,38,80,5,2,Overcast
2,C.Stroud,Houston Texans,17,7,19.4,294,9.5,118,6.9,3.8,67,3.9,0,0.0%,0,0.0%,5,0,0,0,5,13.5%,1,7.0,/players/S/StroCJ00.htm,31,185,0,1,37,30,59.2,1,7,0,7,0,0,88.0,1225,Baltimore Ravens,1,NRG,indoors,turf,67,78,8,9,Overcast
3,L.Jackson,Baltimore Ravens,10,7,43.8,134,8.9,53,5.3,3.5,115,11.5,0,0.0%,0,0.0%,1,0,0,0,1,5.6%,2,15.5,/players/J/JackLa00.htm,15,168,2,0,3,67,143.9,4,87,1,48,0,0,83.0,1225,Houston Texans,0,NRG,indoors,turf,67,78,8,9,Overcast
