,Name,Team,Cmp,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Link,Pass_Att,Pass_Yds,Pass_TD,Int,Sk_Yds,Pass_Lng,Rate,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Fmb,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0,D.Jones,New York Giants,29,12,29.3,402,10.1,161,5.6,4.0,120,4.1,0,0.0%,0,0.0%,1,0,0,0,1,2.4%,0,0,/players/J/JoneDa05.htm,40,281,0,1,4,39,81.4,4,3,0,5,0,0,100.0,926,Dallas Cowboys,1,MetLife,outdoors,turf,74,93,3,49,Overcast
1,D.Prescott,Dallas Cowboys,22,9,32.1,149,5.5,107,4.9,4.0,114,5.2,0,0.0%,0,0.0%,1,0,0,0,1,3.6%,0,0,/players/P/PresDa01.htm,27,221,2,0,8,55,125.5,2,-1,0,0,0,0,100.0,926,New York Giants,0,MetLife,outdoors,turf,74,93,3,49,Overcast
