,Name,Team,Cmp,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Link,Pass_Att,Pass_Yds,Pass_TD,Int,Sk_Yds,Pass_Lng,Rate,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Fmb,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0,J.Goff,Detroit Lions,21,12,34.3,202,5.9,82,3.9,2.4,139,6.6,0,0.0%,0,0.0%,1,0,0,0,1,2.9%,0,0,/players/G/GoffJa00.htm,34,221,2,0,9,30,100.2,1,1,0,1,0,0,100.0,1128,Chicago Bears,1,Ford Field,indoors,turf,39,61,9,4,Overcast
1,C.Williams,Chicago Bears,20,11,25.0,521,13.4,155,7.8,4.0,101,5.1,0,0.0%,0,0.0%,5,0,0,0,5,10.4%,4,9.8,/players/W/WillCa03.htm,39,256,3,0,33,31,97.8,4,39,0,13,0,0,100.0,1128,Detroit Lions,0,Ford Field,indoors,turf,39,61,9,4,Overcast
2,C.Rush,Dallas Cowboys,21,10,27.8,261,7.3,76,3.6,2.1,119,5.7,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,1,4.0,/players/R/RushCo00.htm,36,195,1,0,0,36,82.5,5,0,0,4,1,0,100.0,1128,New York Giants,1,AT&amp;T,indoors,turf,48,38,16,2,Clear
3,D.Lock,New York Giants,21,8,21.1,182,5.7,84,4.0,2.6,94,4.5,0,0.0%,0,0.0%,6,0,0,0,6,14.6%,3,19.0,/players/L/LockDr00.htm,32,178,0,1,47,18,66.9,4,57,1,28,1,1,100.0,1128,Dallas Cowboys,0,AT&amp;T,indoors,turf,48,38,16,2,Clear
4,J.Love,Green Bay Packers,21,11,39.3,208,7.4,100,4.8,3.6,174,8.3,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,0,/players/L/LoveJo03.htm,28,274,2,0,0,49,129.2,0,0,0,0,0,0,100.0,1128,Miami Dolphins,1,Lambeau Field,outdoors,grass,27,68,10,22,Overcast
5,T.Tagovailoa,Miami Dolphins,37,20,39.2,309,6.7,219,5.9,4.8,146,3.9,0,0.0%,0,0.0%,5,0,0,0,5,9.6%,1,9.0,/players/T/TagoTu00.htm,46,365,2,0,29,30,114.2,2,6,0,9,0,0,100.0,1128,Green Bay Packers,0,Lambeau Field,outdoors,grass,27,68,10,22,Overcast
