Unnamed: 0,Name,Team,Cmp,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Link,Pass_Att,Pass_Yds,Pass_TD,Int,Sk_Yds,Pass_Lng,Rate,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Fmb,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0,A.Rodgers,New York Jets,22,11,32.4,185,5.8,99,4.5,3.1,112,5.1,0,0.0%,0,0.0%,2,0,0,0,2,5.9%,0,0.0,/players/R/RodgAa00.htm,32,211,3,0,18,37,118.1,1,-1,0,0,0,0,100.0,1031,Houston Texans,1,MetLife,outdoors,turf,75,57,8,8,Clear
1,C.Stroud,Houston Texans,11,6,15.8,462,15.4,130,11.8,4.3,61,5.5,0,0.0%,0,0.0%,8,0,0,0,8,17.8%,7,8.6,/players/S/StroCJ00.htm,30,191,0,0,56,50,59.2,8,59,0,25,1,1,100.0,1031,New York Jets,0,MetLife,outdoors,turf,75,57,8,8,Clear
