Unnamed: 0,Name,Team,Cmp,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Link,Pass_Att,Pass_Yds,Pass_TD,Int,Sk_Yds,Pass_Lng,Rate,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Fmb,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0,S.Rattler,New Orleans Saints,25,5,12.2,248,7.1,85,3.4,2.4,87,3.5,3,8.6%,4,11.4%,6,6,0,4,10,22.7%,3,11.3,/players/R/RattSp00.htm,35,172,0,0,36,32,82.1,5,34,0,28,2,2,93.0,1017,Denver Broncos,1,Caesars Superdome,indoors,turf,68,50,5,0,Clear
1,B.Nix,Denver Broncos,16,8,30.8,162,6.2,59,3.7,2.3,105,6.6,2,8.0%,5,20.0%,0,8,2,0,2,6.1%,7,4.7,/players/N/NixxBo00.htm,26,164,0,0,0,30,79.6,10,75,0,32,0,0,97.0,1017,New Orleans Saints,0,Caesars Superdome,indoors,turf,68,50,5,0,Clear
