Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit,Over?,Under?,Prop Bets
B.Robinson o94.5 Rush + Rec Yds,PlayerPropSavant_duplicate,Atlanta Falcons,b.robinson,Minnesota Vikings,0.0,0.6666666666666666,1,0.6666666666666666,1,0.8,1,38,7,70,4,Overcast,U.S. Bank,indoors,turf,-117.0,1.0,1.8547008547008548,0.8547008547008548,1.0,0.0,Rush_Yds+Rec_Yds
J.Conner o82.5 Rush + Rec Yds,Mjaybrxd,Arizona Cardinals,j.conner,Seattle Seahawks,1.0,0.5833333333333334,1,0.3333333333333333,0,0.4,0,72,3,24,0,Clear,State Farm,indoors,grass,-110.0,1.0,1.9090909090909087,0.9090909090909092,1.0,0.0,Rush_Yds+Rec_Yds
