Unnamed: 0,Name,Team,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_YBC,Rush_YBC/Att,Rush_YAC,Rush_YAC/Att,Rush_BrkTkl,Att/Br,Rush_Lng,Tgt,Rec,Rec_Yds,Rec_TD,Rec_Lng,FL,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
88.0,G.Dortch,Arizona Cardinals,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,9,0,9,0,0.0,0,0.0,0,0.0,0,38.0,1027,Miami Dolphins,0,Hard Rock,outdoors,grass,83,56,14,13,Partly Cloudy
89.0,J.Conner,Arizona Cardinals,20,53,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,3,2,16,0,9,0,4.0,53,2.7,0,0.0,0,80.0,1027,Miami Dolphins,0,Hard Rock,outdoors,grass,83,56,14,13,Partly Cloudy
90.0,K.Murray,Arizona Cardinals,5,19,0,1.0,19.0,3.8,0.0,0.0,0.0,0.0,7,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,100.0,1027,Miami Dolphins,0,Hard Rock,outdoors,grass,83,56,14,13,Partly Cloudy
91.0,J.Reagor,Los Angeles Chargers,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,35,0,24,0,0.0,0,0.0,0,0.0,0,30.0,1027,New Orleans Saints,1,SoFi,indoors,turf,74,68,3,8,Clear
92.0,J.Dobbins,Los Angeles Chargers,17,57,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,7,4,11,0,15,0,5.0,57,3.4,0,0.0,0,82.0,1027,New Orleans Saints,1,SoFi,indoors,turf,74,68,3,8,Clear
93.0,J.Herbert,Los Angeles Chargers,4,49,0,1.0,49.0,12.3,0.0,0.0,0.0,0.0,38,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,100.0,1027,New Orleans Saints,1,SoFi,indoors,turf,74,68,3,8,Clear
94.0,C.Olave,New Orleans Saints,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,8,107,0,28,0,0.0,0,0.0,0,0.0,0,79.0,1027,Los Angeles Chargers,0,SoFi,indoors,turf,74,68,3,8,Clear
95.0,J.Williams,New Orleans Saints,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0.0,4,2.0,0,0.0,0,32.0,1027,Los Angeles Chargers,0,SoFi,indoors,turf,74,68,3,8,Clear
96.0,A.Kamara,New Orleans Saints,10,67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,11,6,55,0,37,0,3.0,67,6.7,0,0.0,0,55.0,1027,Los Angeles Chargers,0,SoFi,indoors,turf,74,68,3,8,Clear
97.0,T.Hill,New Orleans Saints,4,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4,2,21,0,14,0,0.0,20,5.0,0,0.0,0,40.0,1027,Los Angeles Chargers,0,SoFi,indoors,turf,74,68,3,8,Clear
98.0,J.Haener,New Orleans Saints,2,10,0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,38.0,1027,Los Angeles Chargers,0,SoFi,indoors,turf,74,68,3,8,Clear
99.0,S.Rattler,New Orleans Saints,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,62.0,1027,Los Angeles Chargers,0,SoFi,indoors,turf,74,68,3,8,Clear
100.0,T.McLaurin,Washington Commanders,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,5,125,0,61,0,0.0,0,0.0,0,0.0,0,72.0,1027,Chicago Bears,1,Northwest,outdoors,grass,59,28,0,0,Clear
101.0,A.Ekeler,Washington Commanders,7,52,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,3,2,6,0,5,0,1.0,52,7.4,0,0.0,0,57.0,1027,Chicago Bears,1,Northwest,outdoors,grass,59,28,0,0,Clear
102.0,B.Robinson,Washington Commanders,16,65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1,1,11,0,11,0,3.0,65,4.1,0,0.0,0,47.0,1027,Chicago Bears,1,Northwest,outdoors,grass,59,28,0,0,Clear
103.0,J.Daniels,Washington Commanders,8,52,0,2.0,52.0,6.5,0.0,0.0,0.0,0.0,13,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,100.0,1027,Chicago Bears,1,Northwest,outdoors,grass,59,28,0,0,Clear
104.0,R.Johnson,Chicago Bears,2,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,1.0,6,3.0,0,0.0,0,27.0,1027,Washington Commanders,0,Northwest,outdoors,grass,59,28,0,0,Clear
105.0,D.Moore,Chicago Bears,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,4,2,27,0,27,0,0.0,7,3.5,0,0.0,0,95.0,1027,Washington Commanders,0,Northwest,outdoors,grass,59,28,0,0,Clear
106.0,R.Odunze,Chicago Bears,2,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,6,3,41,0,16,0,1.0,13,6.5,0,0.0,0,75.0,1027,Washington Commanders,0,Northwest,outdoors,grass,59,28,0,0,Clear
107.0,D.Swift,Chicago Bears,18,129,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,0,0,0,0,0,0,4.0,129,7.2,0,0.0,0,73.0,1027,Washington Commanders,0,Northwest,outdoors,grass,59,28,0,0,Clear
108.0,C.Williams,Chicago Bears,10,41,0,2.0,41.0,4.1,0.0,0.0,0.0,0.0,13,0,0,0,0,0,1,0.0,0,0.0,0,0.0,0,100.0,1027,Washington Commanders,0,Northwest,outdoors,grass,59,28,0,0,Clear
109.0,K.Juszczyk,San Francisco 49ers,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,6,0,6,0,0.0,1,1.0,0,0.0,0,57.0,1027,Dallas Cowboys,1,Levi's,outdoors,grass,72,86,13,3,Mostly Cloudy
110.0,D.Samuel,San Francisco 49ers,4,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,4,71,0,47,0,0.0,15,3.8,0,0.0,0,62.0,1027,Dallas Cowboys,1,Levi's,outdoors,grass,72,86,13,3,Mostly Cloudy
111.0,R.Pearsall,San Francisco 49ers,1,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,4,4,38,0,13,0,1.0,39,39.0,0,0.0,0,59.0,1027,Dallas Cowboys,1,Levi's,outdoors,grass,72,86,13,3,Mostly Cloudy
112.0,I.Guerendo,San Francisco 49ers,14,85,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,4,3,17,0,12,0,4.0,85,6.1,0,0.0,0,63.0,1027,Dallas Cowboys,1,Levi's,outdoors,grass,72,86,13,3,Mostly Cloudy
113.0,B.Purdy,San Francisco 49ers,8,56,1,5.0,56.0,7.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,100.0,1027,Dallas Cowboys,1,Levi's,outdoors,grass,72,86,13,3,Mostly Cloudy
114.0,H.Luepke,Dallas Cowboys,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,40.0,1027,San Francisco 49ers,0,Levi's,outdoors,grass,72,86,13,3,Mostly Cloudy
115.0,C.Lamb,Dallas Cowboys,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,13,146,2,29,0,0.0,0,0.0,0,0.0,0,89.0,1027,San Francisco 49ers,0,Levi's,outdoors,grass,72,86,13,3,Mostly Cloudy
116.0,K.Turpin,Dallas Cowboys,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,16,0,16,0,1.0,11,11.0,0,0.0,0,23.0,1027,San Francisco 49ers,0,Levi's,outdoors,grass,72,86,13,3,Mostly Cloudy
117.0,D.Cook,Dallas Cowboys,6,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,10,0,10,0,0.0,12,2.0,0,0.0,0,27.0,1027,San Francisco 49ers,0,Levi's,outdoors,grass,72,86,13,3,Mostly Cloudy
118.0,E.Elliott,Dallas Cowboys,10,34,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,1,4,0,4,0,2.0,34,3.4,0,0.0,0,45.0,1027,San Francisco 49ers,0,Levi's,outdoors,grass,72,86,13,3,Mostly Cloudy
119.0,D.Prescott,Dallas Cowboys,1,-1,0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,100.0,1027,San Francisco 49ers,0,Levi's,outdoors,grass,72,86,13,3,Mostly Cloudy
120.0,S.Diggs,Houston Texans,1,-4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,5,81,0,49,0,0.0,-4,-4.0,0,0.0,0,54.0,1027,Indianapolis Colts,1,NRG,indoors,turf,83,53,0,0,Clear
121.0,T.Dell,Houston Texans,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,4,35,1,12,0,0.0,0,0.0,0,0.0,0,75.0,1027,Indianapolis Colts,1,NRG,indoors,turf,83,53,0,0,Clear
122.0,J.Mixon,Houston Texans,25,102,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,6,4,32,0,11,0,4.0,102,4.1,0,0.0,0,76.0,1027,Indianapolis Colts,1,NRG,indoors,turf,83,53,0,0,Clear
123.0,C.Stroud,Houston Texans,1,-10,0,0.0,-10.0,-10.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,0.0,0,0.0,0,100.0,1027,Indianapolis Colts,1,NRG,indoors,turf,83,53,0,0,Clear
124.0,A.Mitchell,Indianapolis Colts,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,9,0,9,0,0.0,0,0.0,0,0.0,0,20.0,1027,Houston Texans,0,NRG,indoors,turf,83,53,0,0,Clear
125.0,J.Downs,Indianapolis Colts,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,9,4,109,1,69,0,0.0,13,0.0,0,0.0,0,70.0,1027,Houston Texans,0,NRG,indoors,turf,83,53,0,0,Clear
126.0,J.Taylor,Indianapolis Colts,20,105,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,1,1,12,0,12,0,6.0,105,5.3,0,0.0,0,81.0,1027,Houston Texans,0,NRG,indoors,turf,83,53,0,0,Clear
127.0,A.Richardson,Indianapolis Colts,6,45,0,4.0,45.0,7.5,0.0,0.0,0.0,0.0,26,0,0,0,0,0,1,0.0,0,0.0,0,0.0,0,98.0,1027,Houston Texans,0,NRG,indoors,turf,83,53,0,0,Clear
0.0,P.Taylor,San Francisco 49ers,2,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0.0,4,2.0,5,2.5,0,7.0,1027,Dallas Cowboys,1,Levi's,outdoors,grass,72,86,13,3,Mostly Cloudy
0.0,J.Mason,San Francisco 49ers,6,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0,0,0.0,8,1.3,10,1.7,0,16.0,1027,Dallas Cowboys,1,Levi's,outdoors,grass,72,86,13,3,Mostly Cloudy
0.0,M.Burton,Denver Broncos,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,28,0,28,0,0.0,0,0.0,0,0.0,0,15.0,1027,Carolina Panthers,1,Empower Field at Mile High,outdoors,grass,70,13,3,1,Mostly Cloudy
0.0,A.Estime,Denver Broncos,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0.0,3,3.0,1,1.0,0,7.0,1027,Carolina Panthers,1,Empower Field at Mile High,outdoors,grass,70,13,3,1,Mostly Cloudy
0.0,C.Reynolds,Detroit Lions,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0.0,-1,-0.3,4,1.3,0,13.0,1027,Tennessee Titans,1,Ford Field,indoors,turf,57,44,6,0,Clear
0.0,H.Hooker,Detroit Lions,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,13.0,1027,Tennessee Titans,1,Ford Field,indoors,turf,57,44,6,0,Clear
0.0,J.Jackson,Tennessee Titans,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,0,0.0,0,0.0,0,5.0,1027,Detroit Lions,0,Ford Field,indoors,turf,57,44,6,0,Clear
0.0,J.Chestnut,Tennessee Titans,7,32,0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,9,0,0,0,0,0,0,1.0,8,1.1,24,3.4,2,18.0,1027,Detroit Lions,0,Ford Field,indoors,turf,57,44,6,0,Clear
0.0,B.Melton,Green Bay Packers,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,0,0.0,0,0.0,0,17.0,1027,Jacksonville Jaguars,0,EverBank,outdoors,grass,81,55,6,1,Clear
0.0,E.Wilson,Green Bay Packers,4,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,2,-2,0,1,0,0.0,1,0.3,4,1.0,0,17.0,1027,Jacksonville Jaguars,0,EverBank,outdoors,grass,81,55,6,1,Clear
0.0,H.Haskins,Los Angeles Chargers,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,2.0,1027,New Orleans Saints,1,SoFi,indoors,turf,74,68,3,8,Clear
0.0,K.Vidal,Los Angeles Chargers,6,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0.0,13,2.2,3,0.5,0,17.0,1027,New Orleans Saints,1,SoFi,indoors,turf,74,68,3,8,Clear
0.0,K.Miller,New Orleans Saints,3,16,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10,0,0,0,0,0,0,1.0,3,1.0,13,4.3,1,14.0,1027,Los Angeles Chargers,0,SoFi,indoors,turf,74,68,3,8,Clear
0.0,Z.White,Las Vegas Raiders,2,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0.0,-2,-1.0,1,0.5,0,3.0,1027,Kansas City Chiefs,1,Allegiant,indoors,grass,78,11,5,2,Mostly Cloudy
0.0,C.Steele,Kansas City Chiefs,2,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,8,0,8,0,0.0,6,3.0,0,0.0,0,11.0,1027,Las Vegas Raiders,0,Allegiant,indoors,grass,78,11,5,2,Mostly Cloudy
0.0,J.McNichols,Washington Commanders,1,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,-1,-1.0,0,0.0,0,7.0,1027,Chicago Bears,1,Northwest,outdoors,grass,59,28,0,0,Clear
0.0,W.Shipley,Philadelphia Eagles,2,-3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,-4,-2.0,1,0.5,0,3.0,1027,Cincinnati Bengals,0,Paycor,outdoors,turf,56,39,5,0,Clear
0.0,K.Gainwell,Philadelphia Eagles,5,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0,0,0,0,1.0,11,2.2,8,1.6,0,15.0,1027,Cincinnati Bengals,0,Paycor,outdoors,turf,56,39,5,0,Clear
0.0,S.Tucker,Tampa Bay Buccaneers,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,12,0,12,0,0.0,2,1.0,1,0.5,0,10.0,1027,Atlanta Falcons,1,Raymond James,outdoors,grass,79,52,6,0,Mostly Cloudy
0.0,D.Pierce,Houston Texans,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0.0,1,1.0,3,3.0,0,6.0,1027,Indianapolis Colts,1,NRG,indoors,turf,83,53,0,0,Clear
0.0,D.Ogunbowale,Houston Texans,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,0,0,1.0,3,3.0,1,1.0,0,18.0,1027,Indianapolis Colts,1,NRG,indoors,turf,83,53,0,0,Clear
0.0,T.Goodson,Indianapolis Colts,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,0,0.0,0,0.0,0,3.0,1027,Houston Texans,0,NRG,indoors,turf,83,53,0,0,Clear
0.0,T.Sermon,Indianapolis Colts,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,14,0,14,0,0.0,0,0.0,0,0.0,0,16.0,1027,Houston Texans,0,NRG,indoors,turf,83,53,0,0,Clear
0.0,L.Shenault,Seattle Seahawks,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,10,0,10,0,0.0,0,0.0,0,0.0,0,14.0,1027,Buffalo Bills,1,Lumen Field,outdoors,turf,57,86,14,90,Partly Cloudy
0.0,M.Trubisky,Buffalo Bills,3,-3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,-3,-1.0,0,0.0,0,9.0,1027,Seattle Seahawks,0,Lumen Field,outdoors,turf,57,86,14,90,Partly Cloudy
0.0,D.Foreman,Cleveland Browns,5,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0,0,0,0,1.0,20,4.0,6,1.2,0,19.0,1027,Baltimore Ravens,1,Huntington Bank Field,outdoors,grass,53,49,13,1,Clear
0.0,C.Kolar,Baltimore Ravens,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,9,0,9,0,0.0,0,0.0,0,0.0,0,15.0,1027,Cleveland Browns,0,Huntington Bank Field,outdoors,grass,53,49,13,1,Clear
0.0,A.Gibson,New England Patriots,5,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,1.0,2,0.4,5,1.0,0,19.0,1027,New York Jets,1,Gillette,outdoors,turf,54,32,9,0,Clear
0.0,J.Wright,Miami Dolphins,2,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0,0,0,0,0.0,11,5.5,7,3.5,0,5.0,1027,Arizona Cardinals,1,Hard Rock,outdoors,grass,83,56,14,13,Partly Cloudy
0.0,E.Demercado,Arizona Cardinals,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,0,0.0,0,0.0,0,12.0,1027,Miami Dolphins,0,Hard Rock,outdoors,grass,83,56,14,13,Partly Cloudy
0.0,T.Benson,Arizona Cardinals,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,0,0,0,1.0,1,1.0,9,9.0,0,6.0,1027,Miami Dolphins,0,Hard Rock,outdoors,grass,83,56,14,13,Partly Cloudy
0.0,N.Agholor,Baltimore Ravens,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,Cleveland Browns,0,Huntington Bank Field,outdoors,grass,53,49,13,1,Clear
0.0,C.Conley,San Francisco 49ers,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,Dallas Cowboys,1,Levi's,outdoors,grass,72,86,13,3,Mostly Cloudy
0.0,M.Andrews,Baltimore Ravens,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,Cleveland Browns,0,Huntington Bank Field,outdoors,grass,53,49,13,1,Clear
0.0,C.Okonkwo,Tennessee Titans,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,0.0,0,0.0,0,0.0,1027,Detroit Lions,0,Ford Field,indoors,turf,57,44,6,0,Clear
0.0,L.McConkey,Los Angeles Chargers,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,New Orleans Saints,1,SoFi,indoors,turf,74,68,3,8,Clear
0.0,J.Palmer,Los Angeles Chargers,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,New Orleans Saints,1,SoFi,indoors,turf,74,68,3,8,Clear
0.0,C.Kmet,Chicago Bears,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,Washington Commanders,0,Northwest,outdoors,grass,59,28,0,0,Clear
0.0,M.Gesicki,Cincinnati Bengals,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,0.0,0,0.0,0,0.0,1027,Philadelphia Eagles,1,Paycor,outdoors,turf,56,39,5,0,Clear
0.0,E.Tomlinson,Los Angeles Chargers,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,New Orleans Saints,1,SoFi,indoors,turf,74,68,3,8,Clear
0.0,D.Knox,Buffalo Bills,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,Seattle Seahawks,0,Lumen Field,outdoors,turf,57,86,14,90,Partly Cloudy
0.0,J.Stoll,Philadelphia Eagles,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,Cincinnati Bengals,0,Paycor,outdoors,turf,56,39,5,0,Clear
0.0,A.Cooper,Buffalo Bills,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,Seattle Seahawks,0,Lumen Field,outdoors,turf,57,86,14,90,Partly Cloudy
0.0,A.Robinson,Detroit Lions,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,Tennessee Titans,1,Ford Field,indoors,turf,57,44,6,0,Clear
0.0,T.McBride,Arizona Cardinals,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,Miami Dolphins,0,Hard Rock,outdoors,grass,83,56,14,13,Partly Cloudy
0.0,C.Sutton,Denver Broncos,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,0.0,0,0.0,0,0.0,1027,Carolina Panthers,1,Empower Field at Mile High,outdoors,grass,70,13,3,1,Mostly Cloudy
0.0,N.Brown,Washington Commanders,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,Chicago Bears,1,Northwest,outdoors,grass,59,28,0,0,Clear
0.0,T.Palmer,Tampa Bay Buccaneers,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,Atlanta Falcons,1,Raymond James,outdoors,grass,79,52,6,0,Mostly Cloudy
0.0,J.Burton,Cincinnati Bengals,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,Philadelphia Eagles,1,Paycor,outdoors,turf,56,39,5,0,Clear
0.0,J.Smith-Njigba,Seattle Seahawks,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,Buffalo Bills,1,Lumen Field,outdoors,turf,57,86,14,90,Partly Cloudy
0.0,D.Brown,Washington Commanders,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,Chicago Bears,1,Northwest,outdoors,grass,59,28,0,0,Clear
0.0,R.Woods,Houston Texans,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,Indianapolis Colts,1,NRG,indoors,turf,83,53,0,0,Clear
0.0,T.Boyd,Tennessee Titans,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,Detroit Lions,0,Ford Field,indoors,turf,57,44,6,0,Clear
0.0,K.Coleman,Buffalo Bills,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,Seattle Seahawks,0,Lumen Field,outdoors,turf,57,86,14,90,Partly Cloudy
0.0,J.Tolbert,Dallas Cowboys,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,San Francisco 49ers,0,Levi's,outdoors,grass,72,86,13,3,Mostly Cloudy
0.0,J.Johnson,New Orleans Saints,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,Los Angeles Chargers,0,SoFi,indoors,turf,74,68,3,8,Clear
0.0,Z.Jones,Arizona Cardinals,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,Miami Dolphins,0,Hard Rock,outdoors,grass,83,56,14,13,Partly Cloudy
0.0,R.Bateman,Baltimore Ravens,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,Cleveland Browns,0,Huntington Bank Field,outdoors,grass,53,49,13,1,Clear
0.0,B.Spann-Ford,Dallas Cowboys,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,San Francisco 49ers,0,Levi's,outdoors,grass,72,86,13,3,Mostly Cloudy
0.0,J.Samuel,Las Vegas Raiders,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,Kansas City Chiefs,1,Allegiant,indoors,grass,78,11,5,2,Mostly Cloudy
0.0,A.Brown,Philadelphia Eagles,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,Cincinnati Bengals,0,Paycor,outdoors,turf,56,39,5,0,Clear
0.0,E.Engram,Jacksonville Jaguars,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,Green Bay Packers,1,EverBank,outdoors,grass,81,55,6,1,Clear
0.0,D.Njoku,Cleveland Browns,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1027,Baltimore Ravens,1,Huntington Bank Field,outdoors,grass,53,49,13,1,Clear
