Unnamed: 0,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,Rush_Att,Rush_Yds,Rush_TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,Rush_Lng,Rec_Lng,FL,Rush_1D,Rush_YBC,Rush_YBC/Att,Rush_YAC,Rush_YAC/Att,Rush_BrkTkl,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0,R.McCloud,Atlanta Falcons,9,6,66,0,0,0,0,0,0,0.0,0,0.0,0,0,0,22,0,0,0,0.0,0,0.0,0,98.0,1003,Tampa Bay Buccaneers,1,Mercedes-Benz,indoors,turf,79,78,6,1,Clear
1,T.Allgeier,Atlanta Falcons,3,3,13,0,6,12,0,1,12,2.0,0,0.0,0,0,8,6,0,0,0,0.0,0,0.0,0,36.0,1003,Tampa Bay Buccaneers,1,Mercedes-Benz,indoors,turf,79,78,6,1,Clear
2,B.Robinson,Atlanta Falcons,3,3,16,0,12,61,0,1,61,5.1,0,0.0,0,0,28,6,0,0,0,0.0,0,0.0,0,67.0,1003,Tampa Bay Buccaneers,1,Mercedes-Benz,indoors,turf,79,78,6,1,Clear
3,K.Cousins,Atlanta Falcons,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,1003,Tampa Bay Buccaneers,1,Mercedes-Benz,indoors,turf,79,78,6,1,Clear
4,C.Otton,Tampa Bay Buccaneers,4,3,44,0,0,0,0,0,0,0.0,0,0.0,0,0,0,22,0,0,0,0.0,0,0.0,0,100.0,1003,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,79,78,6,1,Clear
5,C.Godwin,Tampa Bay Buccaneers,6,5,64,0,1,2,0,1,2,2.0,0,0.0,0,0,2,20,0,0,0,0.0,0,0.0,0,98.0,1003,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,79,78,6,1,Clear
6,B.Irving,Tampa Bay Buccaneers,2,2,12,0,9,44,0,3,44,4.9,0,0.0,0,0,16,9,1,0,0,0.0,0,0.0,0,43.0,1003,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,79,78,6,1,Clear
7,R.White,Tampa Bay Buccaneers,3,3,-6,0,10,72,0,2,72,7.2,0,0.0,0,0,56,-2,0,0,0,0.0,0,0.0,0,64.0,1003,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,79,78,6,1,Clear
8,B.Mayfield,Tampa Bay Buccaneers,0,0,0,0,6,42,0,0,0,0.0,0,0.0,0,0,18,0,0,2,42,7.0,0,0.0,0,100.0,1003,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,79,78,6,1,Clear
0,K.Pitts,Atlanta Falcons,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,1003,Tampa Bay Buccaneers,1,Mercedes-Benz,indoors,turf,79,78,6,1,Clear
0,K.Hodge,Atlanta Falcons,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,1003,Tampa Bay Buccaneers,1,Mercedes-Benz,indoors,turf,79,78,6,1,Clear
0,D.Mooney,Atlanta Falcons,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,1003,Tampa Bay Buccaneers,1,Mercedes-Benz,indoors,turf,79,78,6,1,Clear
0,M.Evans,Tampa Bay Buccaneers,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,1003,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,79,78,6,1,Clear
0,S.Shepard,Tampa Bay Buccaneers,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,1003,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,79,78,6,1,Clear
0,D.London,Atlanta Falcons,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,1003,Tampa Bay Buccaneers,1,Mercedes-Benz,indoors,turf,79,78,6,1,Clear
