Unnamed: 0,Name,Team,Rush_Att,Rush_Yds,Rush_TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,Tgt,Rec,Rec_Yds,Rec_TD,Rush_Lng,Rec_Lng,FL,Rush_1D,Rush_YBC,Rush_YBC/Att,Rush_YAC,Rush_YAC/Att,Rush_BrkTkl,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0.0,Q.Johnston,Los Angeles Chargers,0,0,0,0,0,0.0,0,0.0,0,0.0,6,3,18,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,1219,Denver Broncos,1,SoFi,indoors,turf,64,75,0,1,Clear
1.0,H.Haskins,Los Angeles Chargers,0,0,0,0,0,0.0,0,0.0,0,0.0,2,2,39,1,0,34,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1219,Denver Broncos,1,SoFi,indoors,turf,64,75,0,1,Clear
2.0,K.Vidal,Los Angeles Chargers,5,24,0,1,17,3.4,7,1.4,0,0.0,0,0,0,0,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1219,Denver Broncos,1,SoFi,indoors,turf,64,75,0,1,Clear
3.0,G.Edwards,Los Angeles Chargers,14,68,2,3,11,0.8,57,4.1,0,0.0,2,1,3,0,43,3,0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1219,Denver Broncos,1,SoFi,indoors,turf,64,75,0,1,Clear
4.0,J.Herbert,Los Angeles Chargers,8,28,0,0,0,0.0,0,0.0,0,8.0,0,0,0,0,18,0,0,3.0,9.0,1.1,19.0,2.4,1.0,100.0,1219,Denver Broncos,1,SoFi,indoors,turf,64,75,0,1,Clear
5.0,T.Franklin,Denver Broncos,0,0,0,0,0,0.0,0,0.0,0,0.0,3,2,25,0,0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1219,Los Angeles Chargers,0,SoFi,indoors,turf,64,75,0,1,Clear
6.0,M.Mims,Denver Broncos,1,3,0,0,2,2.0,1,1.0,0,0.0,5,3,62,0,3,53,0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1219,Los Angeles Chargers,0,SoFi,indoors,turf,64,75,0,1,Clear
7.0,J.Williams,Denver Broncos,4,24,0,2,16,4.0,8,2.0,0,0.0,11,7,29,0,15,12,0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1219,Los Angeles Chargers,0,SoFi,indoors,turf,64,75,0,1,Clear
8.0,A.Estime,Denver Broncos,9,48,1,1,19,2.1,29,3.2,0,0.0,0,0,0,0,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1219,Los Angeles Chargers,0,SoFi,indoors,turf,64,75,0,1,Clear
9.0,B.Nix,Denver Broncos,3,25,0,2,25,8.3,0,0.0,0,0.0,0,0,0,0,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1219,Los Angeles Chargers,0,SoFi,indoors,turf,64,75,0,1,Clear
0.0,D.Davis,Los Angeles Chargers,1,-3,0,0,-3,-3.0,0,0.0,0,0.0,2,2,31,1,-3,19,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1219,Denver Broncos,1,SoFi,indoors,turf,64,75,0,1,Clear
0.0,M.Burton,Denver Broncos,0,0,0,0,0,0.0,0,0.0,0,0.0,3,3,19,1,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1219,Los Angeles Chargers,0,SoFi,indoors,turf,64,75,0,1,Clear
0.0,B.Watson,Denver Broncos,4,10,0,2,7,1.8,3,0.8,0,0.0,2,1,13,0,7,13,0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1219,Los Angeles Chargers,0,SoFi,indoors,turf,64,75,0,1,Clear
0.0,T.Fisk,Los Angeles Chargers,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219,Denver Broncos,1,SoFi,indoors,turf,64,75,0,1,Clear
0.0,D.Vele,Denver Broncos,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219,Los Angeles Chargers,0,SoFi,indoors,turf,64,75,0,1,Clear
0.0,N.Adkins,Denver Broncos,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219,Los Angeles Chargers,0,SoFi,indoors,turf,64,75,0,1,Clear
0.0,H.Hurst,Los Angeles Chargers,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219,Denver Broncos,1,SoFi,indoors,turf,64,75,0,1,Clear
0.0,A.Trautman,Denver Broncos,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219,Los Angeles Chargers,0,SoFi,indoors,turf,64,75,0,1,Clear
