Unnamed: 0,Name,Team,Rush_Att,Rush_Yds,Rush_TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,Tgt,Rec,Rec_Yds,Rec_TD,Rush_Lng,Rec_Lng,FL,Rush_1D,Rush_YBC,Rush_YBC/Att,Rush_YAC,Rush_YAC/Att,Rush_BrkTkl,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0.0,S.Barkley,Philadelphia Eagles,22,95,0,3,95,4.3,0,0.0,0,0,5,4,21,0,11,10,0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,916,Atlanta Falcons,1,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
1.0,J.Hurts,Philadelphia Eagles,13,85,1,0,0,0.0,0,0.0,0,0,0,0,0,0,23,0,0,7.0,85.0,6.5,0.0,0.0,0.0,100.0,916,Atlanta Falcons,1,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
2.0,R.McCloud,Atlanta Falcons,1,3,0,0,3,3.0,0,0.0,0,0,5,3,42,0,3,18,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,916,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
3.0,T.Allgeier,Atlanta Falcons,9,53,0,4,53,5.9,0,0.0,0,0,1,1,12,0,15,12,0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,916,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
4.0,B.Robinson,Atlanta Falcons,14,97,0,5,97,6.9,0,0.0,0,0,5,4,25,0,19,13,0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,916,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
5.0,K.Cousins,Atlanta Falcons,4,-1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0.0,-1.0,-0.3,0.0,0.0,0.0,100.0,916,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
0.0,K.Gainwell,Philadelphia Eagles,2,6,0,0,4,2.0,2,1.0,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,916,Atlanta Falcons,1,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
0.0,D.London,Atlanta Falcons,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
0.0,G.Calcaterra,Philadelphia Eagles,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916,Atlanta Falcons,1,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
0.0,K.Pitts,Atlanta Falcons,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
0.0,B.Covey,Philadelphia Eagles,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916,Atlanta Falcons,1,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
0.0,D.Goedert,Philadelphia Eagles,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916,Atlanta Falcons,1,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
0.0,D.Mooney,Atlanta Falcons,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
0.0,J.Dotson,Philadelphia Eagles,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916,Atlanta Falcons,1,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
0.0,D.Smith,Philadelphia Eagles,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916,Atlanta Falcons,1,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
0.0,J.Wilson,Philadelphia Eagles,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916,Atlanta Falcons,1,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
