Unnamed: 0,Name,Team,Rush_Att,Rush_Yds,Rush_TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,Tgt,Rec,Rec_Yds,Rec_TD,Rush_Lng,Rec_Lng,FL,Rush_1D,Rush_YBC,Rush_YBC/Att,Rush_YAC,Rush_YAC/Att,Rush_BrkTkl,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0.0,S.Perine,Kansas City Chiefs,0,0,0,0,0,0.0,0,0.0,0,0,2,1,24,0,0,15,0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1007,New Orleans Saints,1,GEHA Field at Arrowhead,outdoors,grass,71,39,0,1,Clear
1.0,T.Kelce,Kansas City Chiefs,0,0,0,0,0,0.0,0,0.0,0,0,10,9,70,0,0,21,0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,1007,New Orleans Saints,1,GEHA Field at Arrowhead,outdoors,grass,71,39,0,1,Clear
2.0,X.Worthy,Kansas City Chiefs,1,3,1,1,3,3.0,0,0.0,0,0,6,3,25,0,3,18,0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1007,New Orleans Saints,1,GEHA Field at Arrowhead,outdoors,grass,71,39,0,1,Clear
3.0,K.Hunt,Kansas City Chiefs,27,102,1,5,102,3.8,0,0.0,0,0,1,1,15,0,8,15,0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,1007,New Orleans Saints,1,GEHA Field at Arrowhead,outdoors,grass,71,39,0,1,Clear
4.0,P.Mahomes,Kansas City Chiefs,6,22,0,3,22,3.7,0,0.0,0,0,0,0,0,0,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1007,New Orleans Saints,1,GEHA Field at Arrowhead,outdoors,grass,71,39,0,1,Clear
5.0,C.Olave,New Orleans Saints,0,0,0,0,0,0.0,0,0.0,0,0,4,2,10,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,1007,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,71,39,0,1,Clear
6.0,R.Shaheed,New Orleans Saints,0,0,0,0,0,0.0,0,0.0,0,0,9,4,86,1,0,43,0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,1007,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,71,39,0,1,Clear
7.0,A.Kamara,New Orleans Saints,11,26,0,1,26,2.4,0,0.0,0,0,8,6,40,0,9,14,0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,1007,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,71,39,0,1,Clear
8.0,D.Carr,New Orleans Saints,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,1007,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,71,39,0,1,Clear
0.0,M.Hardman,Kansas City Chiefs,0,0,0,0,0,0.0,0,0.0,0,0,4,4,33,0,0,15,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1007,New Orleans Saints,1,GEHA Field at Arrowhead,outdoors,grass,71,39,0,1,Clear
0.0,C.Steele,Kansas City Chiefs,5,12,0,2,5,1.0,7,1.4,0,0,0,0,0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1007,New Orleans Saints,1,GEHA Field at Arrowhead,outdoors,grass,71,39,0,1,Clear
0.0,J.Williams,New Orleans Saints,2,9,0,0,7,3.5,2,1.0,0,0,0,0,0,0,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1007,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,71,39,0,1,Clear
0.0,J.Haener,New Orleans Saints,2,11,0,0,11,5.5,0,0.0,0,0,0,0,0,0,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1007,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,71,39,0,1,Clear
0.0,M.Tipton,New Orleans Saints,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1007,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,71,39,0,1,Clear
0.0,F.Moreau,New Orleans Saints,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1007,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,71,39,0,1,Clear
0.0,J.Smith-Schuster,Kansas City Chiefs,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1007,New Orleans Saints,1,GEHA Field at Arrowhead,outdoors,grass,71,39,0,1,Clear
0.0,J.Fortson,Kansas City Chiefs,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1007,New Orleans Saints,1,GEHA Field at Arrowhead,outdoors,grass,71,39,0,1,Clear
0.0,N.Gray,Kansas City Chiefs,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1007,New Orleans Saints,1,GEHA Field at Arrowhead,outdoors,grass,71,39,0,1,Clear
0.0,J.Johnson,New Orleans Saints,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1007,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,71,39,0,1,Clear
