Unnamed: 0,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,Rush_Att,Rush_Yds,Rush_TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,Rush_Lng,Rec_Lng,FL,Rush_1D,Rush_YBC,Rush_YBC/Att,Rush_YAC,Rush_YAC/Att,Rush_BrkTkl,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0.0,T.Boyd,Tennessee Titans,3,2,39,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,40,0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1215,Cincinnati Bengals,1,Nissan,outdoors,grass,55,83,13,10,Overcast
1.0,T.Spears,Tennessee Titans,7,6,87,1,4,5,1,1,5,1.3,0,0.0,0,0.0,6,43,0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1215,Cincinnati Bengals,1,Nissan,outdoors,grass,55,83,13,10,Overcast
2.0,C.Ridley,Tennessee Titans,5,3,41,0,1,19,0,1,19,19.0,0,0.0,0,0.0,19,21,0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,1215,Cincinnati Bengals,1,Nissan,outdoors,grass,55,83,13,10,Overcast
3.0,T.Pollard,Tennessee Titans,0,0,0,0,17,45,1,4,45,2.6,0,0.0,0,0.0,15,0,1,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1215,Cincinnati Bengals,1,Nissan,outdoors,grass,55,83,13,10,Overcast
4.0,W.Levis,Tennessee Titans,0,0,0,0,2,0,0,0,0,0.0,0,0.0,0,0.0,2,0,1,1.0,0.0,0.0,0.0,0.0,0.0,47.0,1215,Cincinnati Bengals,1,Nissan,outdoors,grass,55,83,13,10,Overcast
5.0,M.Rudolph,Tennessee Titans,0,0,0,0,2,14,0,0,0,0.0,0,0.0,0,0.0,12,0,0,2.0,14.0,7.0,0.0,0.0,0.0,53.0,1215,Cincinnati Bengals,1,Nissan,outdoors,grass,55,83,13,10,Overcast
6.0,D.Sample,Cincinnati Bengals,1,1,8,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,1215,Tennessee Titans,0,Nissan,outdoors,grass,55,83,13,10,Overcast
7.0,J.Chase,Cincinnati Bengals,11,9,94,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,29,0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,1215,Tennessee Titans,0,Nissan,outdoors,grass,55,83,13,10,Overcast
8.0,C.Brown,Cincinnati Bengals,3,3,16,1,25,97,1,9,97,3.9,0,0.0,0,0.0,13,6,0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,1215,Tennessee Titans,0,Nissan,outdoors,grass,55,83,13,10,Overcast
9.0,J.Burrow,Cincinnati Bengals,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1215,Tennessee Titans,0,Nissan,outdoors,grass,55,83,13,10,Overcast
