Unnamed: 0,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,Rush_Att,Rush_Yds,Rush_TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,Rush_Lng,Rec_Lng,FL,Rush_1D,Rush_YBC,Rush_YBC/Att,Rush_YAC,Rush_YAC/Att,Rush_BrkTkl,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0.0,J.Mingo,Dallas Cowboys,4,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1118,Houston Texans,1,AT&amp;T,indoors,turf,65,56,5,0,Clear
1.0,K.Turpin,Dallas Cowboys,3,3,86,1,0,0,0,0,0,0.0,0,0.0,0,0,0,64,0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1118,Houston Texans,1,AT&amp;T,indoors,turf,65,56,5,0,Clear
2.0,E.Elliott,Dallas Cowboys,3,3,16,0,1,8,0,1,8,8.0,0,0.0,0,0,8,9,0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1118,Houston Texans,1,AT&amp;T,indoors,turf,65,56,5,0,Clear
3.0,C.Lamb,Dallas Cowboys,12,8,93,0,1,13,0,1,13,13.0,0,0.0,0,0,13,29,0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1118,Houston Texans,1,AT&amp;T,indoors,turf,65,56,5,0,Clear
4.0,R.Dowdle,Dallas Cowboys,5,2,6,0,10,28,0,1,28,2.8,0,0.0,0,0,9,5,0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1118,Houston Texans,1,AT&amp;T,indoors,turf,65,56,5,0,Clear
5.0,C.Rush,Dallas Cowboys,0,0,0,0,2,2,0,0,0,0.0,0,0.0,0,0,2,0,0,0.0,2.0,1.0,0.0,0.0,0.0,100.0,1118,Houston Texans,1,AT&amp;T,indoors,turf,65,56,5,0,Clear
6.0,T.Dell,Houston Texans,7,4,54,0,1,4,0,0,4,4.0,0,0.0,0,0,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1118,Dallas Cowboys,0,AT&amp;T,indoors,turf,65,56,5,0,Clear
7.0,J.Mixon,Houston Texans,4,2,44,0,20,109,3,5,109,5.5,0,0.0,0,0,45,37,0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,1118,Dallas Cowboys,0,AT&amp;T,indoors,turf,65,56,5,0,Clear
8.0,C.Stroud,Houston Texans,0,0,0,0,3,26,0,0,0,0.0,0,0.0,0,0,20,0,0,1.0,26.0,8.7,0.0,0.0,0.0,100.0,1118,Dallas Cowboys,0,AT&amp;T,indoors,turf,65,56,5,0,Clear
0.0,D.Vaughn,Dallas Cowboys,2,1,4,0,4,13,0,0,8,2.0,5,1.3,0,0,7,4,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1118,Houston Texans,1,AT&amp;T,indoors,turf,65,56,5,0,Clear
0.0,D.Ogunbowale,Houston Texans,1,1,11,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1118,Dallas Cowboys,0,AT&amp;T,indoors,turf,65,56,5,0,Clear
0.0,D.Pierce,Houston Texans,0,0,0,0,1,2,0,0,0,0.0,2,2.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1118,Dallas Cowboys,0,AT&amp;T,indoors,turf,65,56,5,0,Clear
0.0,J.Metchie,Houston Texans,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118,Dallas Cowboys,0,AT&amp;T,indoors,turf,65,56,5,0,Clear
0.0,J.Thomas,Dallas Cowboys,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118,Houston Texans,1,AT&amp;T,indoors,turf,65,56,5,0,Clear
0.0,C.Stover,Houston Texans,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118,Dallas Cowboys,0,AT&amp;T,indoors,turf,65,56,5,0,Clear
0.0,L.Schoonmaker,Dallas Cowboys,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118,Houston Texans,1,AT&amp;T,indoors,turf,65,56,5,0,Clear
0.0,D.Schultz,Houston Texans,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118,Dallas Cowboys,0,AT&amp;T,indoors,turf,65,56,5,0,Clear
