Unnamed: 0,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,Rush_Att,Rush_Yds,Rush_TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,Rush_Lng,Rec_Lng,FL,Rush_1D,Rush_YBC,Rush_YBC/Att,Rush_YAC,Rush_YAC/Att,Rush_BrkTkl,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0.0,R.Pearsall,San Francisco 49ers,4,1,16,0,0,0,0,0,0,0.0,0,0.0,0,0,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1212,Los Angeles Rams,1,Levi's,outdoors,grass,54,88,5,69,Rain
1.0,D.Samuel,San Francisco 49ers,7,3,16,0,2,3,0,0,3,1.5,0,0.0,0,0,2,6,0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,1212,Los Angeles Rams,1,Levi's,outdoors,grass,54,88,5,69,Rain
2.0,I.Guerendo,San Francisco 49ers,4,4,18,0,16,57,0,3,57,3.6,0,0.0,0,0,16,10,0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,1212,Los Angeles Rams,1,Levi's,outdoors,grass,54,88,5,69,Rain
3.0,B.Purdy,San Francisco 49ers,0,0,0,0,1,3,0,0,0,0.0,0,0.0,0,0,3,0,0,1.0,3.0,3.0,0.0,0.0,0.0,100.0,1212,Los Angeles Rams,1,Levi's,outdoors,grass,54,88,5,69,Rain
4.0,C.Kupp,Los Angeles Rams,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,1212,San Francisco 49ers,0,Levi's,outdoors,grass,54,88,5,69,Rain
5.0,T.Atwell,Los Angeles Rams,2,1,6,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1212,San Francisco 49ers,0,Levi's,outdoors,grass,54,88,5,69,Rain
6.0,P.Nacua,Los Angeles Rams,8,7,97,0,2,11,0,0,11,5.5,0,0.0,0,0,8,51,0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,1212,San Francisco 49ers,0,Levi's,outdoors,grass,54,88,5,69,Rain
7.0,K.Williams,Los Angeles Rams,2,2,4,0,29,108,0,5,108,3.7,0,0.0,0,0,10,4,0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,1212,San Francisco 49ers,0,Levi's,outdoors,grass,54,88,5,69,Rain
8.0,M.Stafford,Los Angeles Rams,0,0,0,0,4,18,0,0,0,0.0,0,0.0,0,0,11,0,0,3.0,18.0,4.5,0.0,0.0,0.0,100.0,1212,San Francisco 49ers,0,Levi's,outdoors,grass,54,88,5,69,Rain
0.0,B.Corum,Los Angeles Rams,3,2,15,0,3,5,0,0,1,0.3,4,1.3,0,0,3,12,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1212,San Francisco 49ers,0,Levi's,outdoors,grass,54,88,5,69,Rain
0.0,J.Jennings,San Francisco 49ers,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212,Los Angeles Rams,1,Levi's,outdoors,grass,54,88,5,69,Rain
0.0,G.Kittle,San Francisco 49ers,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212,Los Angeles Rams,1,Levi's,outdoors,grass,54,88,5,69,Rain
0.0,C.Parkinson,Los Angeles Rams,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212,San Francisco 49ers,0,Levi's,outdoors,grass,54,88,5,69,Rain
0.0,H.Long,Los Angeles Rams,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212,San Francisco 49ers,0,Levi's,outdoors,grass,54,88,5,69,Rain
0.0,D.Robinson,Los Angeles Rams,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212,San Francisco 49ers,0,Levi's,outdoors,grass,54,88,5,69,Rain
