,Name,Team,Rush_Att,Rush_Yds,Rush_TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,Tgt,Rec,Rec_Yds,Rec_TD,Rush_Lng,Rec_Lng,FL,Rush_1D,Rush_YBC,Rush_YBC/Att,Rush_YAC,Rush_YAC/Att,Rush_BrkTkl,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
56,T.Pollard,Tennessee Titans,9,44,0,2,44,4.9,0,0.0,0,0,4,4,19,0,15,15,0,0,0,0,0,0,0,54.0,1110,Los Angeles Chargers,0,SoFi,indoors,turf,73,45,10,1,Clear
57,T.Spears,Tennessee Titans,7,47,0,2,47,6.7,0,0.0,0,0,3,3,4,0,19,6,0,0,0,0,0,0,0,46.0,1110,Los Angeles Chargers,0,SoFi,indoors,turf,73,45,10,1,Clear
58,W.Levis,Tennessee Titans,5,41,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,41,8.2,0,0.0,0,100.0,1110,Los Angeles Chargers,0,SoFi,indoors,turf,73,45,10,1,Clear
59,R.Johnson,Chicago Bears,1,-4,0,0,-4,-4.0,0,0.0,0,0,2,1,5,0,-4,5,0,0,0,0,0,0,0,33.0,1110,New England Patriots,1,Soldier Field,outdoors,grass,60,70,13,17,Mostly Cloudy
60,R.Odunze,Chicago Bears,0,0,0,0,0,0,0,0,0,0,6,3,23,0,0,11,0,0,0,0,0,0,0,68.0,1110,New England Patriots,1,Soldier Field,outdoors,grass,60,70,13,17,Mostly Cloudy
61,D.Moore,Chicago Bears,1,3,0,0,3,3.0,0,0.0,0,0,6,3,24,0,3,18,0,0,0,0,0,0,0,97.0,1110,New England Patriots,1,Soldier Field,outdoors,grass,60,70,13,17,Mostly Cloudy
62,D.Swift,Chicago Bears,16,59,0,2,59,3.7,0,0.0,0,0,1,1,6,0,9,6,0,0,0,0,0,0,0,67.0,1110,New England Patriots,1,Soldier Field,outdoors,grass,60,70,13,17,Mostly Cloudy
63,C.Williams,Chicago Bears,2,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,15,7.5,0,0.0,0,100.0,1110,New England Patriots,1,Soldier Field,outdoors,grass,60,70,13,17,Mostly Cloudy
64,J.Polk,New England Patriots,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,2,0,0,0,0,0,0,0,41.0,1110,Chicago Bears,0,Soldier Field,outdoors,grass,60,70,13,17,Mostly Cloudy
65,D.Douglas,New England Patriots,0,0,0,0,0,0,0,0,0,0,5,4,50,0,0,17,0,0,0,0,0,0,0,42.0,1110,Chicago Bears,0,Soldier Field,outdoors,grass,60,70,13,17,Mostly Cloudy
66,R.Stevenson,New England Patriots,20,74,0,3,74,3.7,0,0.0,0,0,1,1,3,0,11,3,0,0,0,0,0,0,0,70.0,1110,Chicago Bears,0,Soldier Field,outdoors,grass,60,70,13,17,Mostly Cloudy
67,D.Maye,New England Patriots,4,24,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,24,6.0,0,0.0,0,100.0,1110,Chicago Bears,0,Soldier Field,outdoors,grass,60,70,13,17,Mostly Cloudy
68,X.Worthy,Kansas City Chiefs,0,0,0,0,0,0,0,0,0,0,4,1,11,0,0,11,0,0,0,0,0,0,0,75.0,1110,Denver Broncos,1,GEHA Field at Arrowhead,outdoors,grass,57,65,11,0,Clear
69,S.Perine,Kansas City Chiefs,0,0,0,0,0,0,0,0,0,0,2,2,37,0,0,35,0,0,0,0,0,0,0,24.0,1110,Denver Broncos,1,GEHA Field at Arrowhead,outdoors,grass,57,65,11,0,Clear
70,T.Kelce,Kansas City Chiefs,0,0,0,0,0,0,0,0,0,0,12,8,64,1,0,22,0,0,0,0,0,0,0,84.0,1110,Denver Broncos,1,GEHA Field at Arrowhead,outdoors,grass,57,65,11,0,Clear
71,K.Hunt,Kansas City Chiefs,14,35,0,3,35,2.5,0,0.0,0,0,10,7,65,0,10,26,0,0,0,0,0,0,0,65.0,1110,Denver Broncos,1,GEHA Field at Arrowhead,outdoors,grass,57,65,11,0,Clear
72,P.Mahomes,Kansas City Chiefs,3,19,0,1,19,6.3,0,0.0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,100.0,1110,Denver Broncos,1,GEHA Field at Arrowhead,outdoors,grass,57,65,11,0,Clear
73,T.Franklin,Denver Broncos,0,0,0,0,0,0,0,0,0,0,2,1,9,0,0,9,0,0,0,0,0,0,0,34.0,1110,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,57,65,11,0,Clear
74,J.Williams,Denver Broncos,1,1,0,0,1,1.0,0,0.0,0,0,2,2,6,0,1,5,0,0,0,0,0,0,0,29.0,1110,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,57,65,11,0,Clear
75,M.Mims,Denver Broncos,3,17,0,1,17,5.7,0,0.0,0,0,4,4,13,0,14,6,0,0,0,0,0,0,0,22.0,1110,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,57,65,11,0,Clear
76,A.Estime,Denver Broncos,14,53,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,53,3.8,0,0.0,0,45.0,1110,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,57,65,11,0,Clear
77,B.Nix,Denver Broncos,3,-5,0,0,-5,-1.7,0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,100.0,1110,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,57,65,11,0,Clear
78,H.Luepke,Dallas Cowboys,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1110,Philadelphia Eagles,1,AT&amp;T,indoors,turf,79,43,0,0,Clear
79,C.Lamb,Dallas Cowboys,1,3,0,0,3,3.0,0,0.0,0,0,10,6,21,0,3,6,0,0,0,0,0,0,0,83.0,1110,Philadelphia Eagles,1,AT&amp;T,indoors,turf,79,43,0,0,Clear
80,E.Elliott,Dallas Cowboys,6,22,0,0,22,3.7,0,0.0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,22.0,1110,Philadelphia Eagles,1,AT&amp;T,indoors,turf,79,43,0,0,Clear
81,R.Dowdle,Dallas Cowboys,12,53,0,2,53,4.4,0,0.0,0,0,3,3,3,0,19,2,0,0,0,0,0,0,0,52.0,1110,Philadelphia Eagles,1,AT&amp;T,indoors,turf,79,43,0,0,Clear
82,T.Lance,Dallas Cowboys,3,17,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,17,5.7,0,0.0,0,25.0,1110,Philadelphia Eagles,1,AT&amp;T,indoors,turf,79,43,0,0,Clear
83,C.Rush,Dallas Cowboys,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,1.0,0,0.0,0,75.0,1110,Philadelphia Eagles,1,AT&amp;T,indoors,turf,79,43,0,0,Clear
84,A.Smith,Philadelphia Eagles,0,0,0,0,0,0,0,0,0,0,2,2,6,0,0,5,0,0,0,0,0,0,0,26.0,1110,Dallas Cowboys,0,AT&amp;T,indoors,turf,79,43,0,0,Clear
85,J.Dotson,Philadelphia Eagles,0,0,0,0,0,0,0,0,0,0,1,1,27,0,0,27,0,0,0,0,0,0,0,44.0,1110,Dallas Cowboys,0,AT&amp;T,indoors,turf,79,43,0,0,Clear
86,K.Gainwell,Philadelphia Eagles,7,30,0,1,30,4.3,0,0.0,0,0,1,1,9,0,13,9,0,0,0,0,0,0,0,32.0,1110,Dallas Cowboys,0,AT&amp;T,indoors,turf,79,43,0,0,Clear
87,S.Barkley,Philadelphia Eagles,14,66,0,4,66,4.7,0,0.0,0,0,1,1,12,0,11,12,0,0,0,0,0,0,0,51.0,1110,Dallas Cowboys,0,AT&amp;T,indoors,turf,79,43,0,0,Clear
88,K.Pickett,Philadelphia Eagles,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.0,0,0.0,0,21.0,1110,Dallas Cowboys,0,AT&amp;T,indoors,turf,79,43,0,0,Clear
89,J.Hurts,Philadelphia Eagles,7,56,2,0,0,0,0,0,0,0,0,0,0,0,24,0,1,4,56,8.0,0,0.0,0,79.0,1110,Dallas Cowboys,0,AT&amp;T,indoors,turf,79,43,0,0,Clear
90,C.Otton,Tampa Bay Buccaneers,0,0,0,0,0,0,0,0,0,0,8,5,35,0,0,15,0,0,0,0,0,0,0,93.0,1110,San Francisco 49ers,1,Raymond James,outdoors,grass,86,57,8,2,Partly Cloudy
91,S.Shepard,Tampa Bay Buccaneers,1,3,0,0,3,3.0,0,0.0,0,0,3,1,7,0,3,7,0,0,0,0,0,0,0,72.0,1110,San Francisco 49ers,1,Raymond James,outdoors,grass,86,57,8,2,Partly Cloudy
92,R.White,Tampa Bay Buccaneers,10,31,0,2,31,3.1,0,0.0,0,0,7,6,39,1,8,10,0,0,0,0,0,0,0,61.0,1110,San Francisco 49ers,1,Raymond James,outdoors,grass,86,57,8,2,Partly Cloudy
93,B.Irving,Tampa Bay Buccaneers,13,73,1,4,73,5.6,0,0.0,0,0,3,3,14,0,14,12,0,0,0,0,0,0,0,46.0,1110,San Francisco 49ers,1,Raymond James,outdoors,grass,86,57,8,2,Partly Cloudy
94,B.Mayfield,Tampa Bay Buccaneers,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1.0,0,0.0,0,100.0,1110,San Francisco 49ers,1,Raymond James,outdoors,grass,86,57,8,2,Partly Cloudy
95,R.Pearsall,San Francisco 49ers,0,0,0,0,0,0,0,0,0,0,6,4,73,1,0,46,0,0,0,0,0,0,0,64.0,1110,Tampa Bay Buccaneers,0,Raymond James,outdoors,grass,86,57,8,2,Partly Cloudy
96,D.Samuel,San Francisco 49ers,3,14,0,1,14,4.7,0,0.0,0,0,6,5,62,0,12,32,0,0,0,0,0,0,0,78.0,1110,Tampa Bay Buccaneers,0,Raymond James,outdoors,grass,86,57,8,2,Partly Cloudy
97,C.McCaffrey,San Francisco 49ers,13,39,0,1,39,3.0,0,0.0,0,0,7,6,68,0,13,30,0,0,0,0,0,0,0,88.0,1110,Tampa Bay Buccaneers,0,Raymond James,outdoors,grass,86,57,8,2,Partly Cloudy
98,B.Purdy,San Francisco 49ers,4,17,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,17,4.3,0,0.0,0,100.0,1110,Tampa Bay Buccaneers,0,Raymond James,outdoors,grass,86,57,8,2,Partly Cloudy
99,A.Mitchell,Indianapolis Colts,0,0,0,0,0,0,0,0,0,0,6,6,71,0,0,18,0,0,0,0,0,0,0,94.0,1110,Buffalo Bills,1,Lucas Oil,indoors,turf,62,84,11,3,Mostly Cloudy
100,J.Downs,Indianapolis Colts,0,0,0,0,0,0,0,0,0,0,10,7,72,0,0,21,0,0,0,0,0,0,0,69.0,1110,Buffalo Bills,1,Lucas Oil,indoors,turf,62,84,11,3,Mostly Cloudy
101,J.Taylor,Indianapolis Colts,21,114,0,4,114,5.4,0,0.0,0,0,4,2,8,0,58,6,0,0,0,0,0,0,0,83.0,1110,Buffalo Bills,1,Lucas Oil,indoors,turf,62,84,11,3,Mostly Cloudy
102,J.Flacco,Indianapolis Colts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100.0,1110,Buffalo Bills,1,Lucas Oil,indoors,turf,62,84,11,3,Mostly Cloudy
103,T.Johnson,Buffalo Bills,0,0,0,0,0,0,0,0,0,0,3,3,32,0,0,17,0,0,0,0,0,0,0,30.0,1110,Indianapolis Colts,0,Lucas Oil,indoors,turf,62,84,11,3,Mostly Cloudy
104,C.Samuel,Buffalo Bills,0,0,0,0,0,0,0,0,0,0,8,4,35,0,0,17,0,0,0,0,0,0,0,89.0,1110,Indianapolis Colts,0,Lucas Oil,indoors,turf,62,84,11,3,Mostly Cloudy
105,K.Shakir,Buffalo Bills,0,0,0,0,0,0,0,0,0,0,9,6,58,0,0,30,0,0,0,0,0,0,0,72.0,1110,Indianapolis Colts,0,Lucas Oil,indoors,turf,62,84,11,3,Mostly Cloudy
106,J.Cook,Buffalo Bills,19,80,1,4,80,4.2,0,0.0,0,0,3,1,5,0,20,5,0,0,0,0,0,0,0,55.0,1110,Indianapolis Colts,0,Lucas Oil,indoors,turf,62,84,11,3,Mostly Cloudy
107,J.Allen,Buffalo Bills,8,50,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,5,50,6.3,0,0.0,0,99.0,1110,Indianapolis Colts,0,Lucas Oil,indoors,turf,62,84,11,3,Mostly Cloudy
