Unnamed: 0,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,Rush_Att,Rush_Yds,Rush_TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,Rush_Lng,Rec_Lng,FL,Rush_1D,Rush_YBC,Rush_YBC/Att,Rush_YAC,Rush_YAC/Att,Rush_BrkTkl,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0.0,R.McCloud,Atlanta Falcons,3,2,17,0,1,20,0,1,20,20.0,0,0.0,0,0.0,20,15,0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,922,Kansas City Chiefs,1,Mercedes-Benz,indoors,turf,86,54,8,2,Clear
1.0,B.Robinson,Atlanta Falcons,2,2,21,0,16,31,1,2,31,1.9,0,0.0,0,0.0,7,17,0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,922,Kansas City Chiefs,1,Mercedes-Benz,indoors,turf,86,54,8,2,Clear
2.0,T.Allgeier,Atlanta Falcons,0,0,0,0,7,32,0,1,32,4.6,0,0.0,0,0.0,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,922,Kansas City Chiefs,1,Mercedes-Benz,indoors,turf,86,54,8,2,Clear
3.0,K.Cousins,Atlanta Falcons,0,0,0,0,1,-1,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,-1.0,-1.0,0.0,0.0,0.0,100.0,922,Kansas City Chiefs,1,Mercedes-Benz,indoors,turf,86,54,8,2,Clear
4.0,T.Kelce,Kansas City Chiefs,5,4,30,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,922,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,86,54,8,2,Clear
5.0,R.Rice,Kansas City Chiefs,14,12,110,1,1,1,0,1,1,1.0,0,0.0,0,0.0,1,27,0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,922,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,86,54,8,2,Clear
6.0,X.Worthy,Kansas City Chiefs,4,2,17,0,3,13,0,0,13,4.3,0,0.0,0,0.0,6,10,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,922,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,86,54,8,2,Clear
7.0,S.Perine,Kansas City Chiefs,4,3,15,0,6,25,0,1,25,4.2,0,0.0,0,0.0,9,8,0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,922,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,86,54,8,2,Clear
8.0,C.Steele,Kansas City Chiefs,2,1,2,0,17,72,0,6,72,4.2,0,0.0,0,0.0,9,2,0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,922,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,86,54,8,2,Clear
9.0,P.Mahomes,Kansas City Chiefs,0,0,0,0,6,17,0,1,17,2.8,0,0.0,0,0.0,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,922,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,86,54,8,2,Clear
10.0,K.Williams,Los Angeles Rams,2,2,27,1,24,89,2,7,89,3.7,0,0.0,0,0.0,13,15,0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,922,San Francisco 49ers,1,SoFi,indoors,turf,70,61,6,0,Clear
11.0,J.Mason,San Francisco 49ers,2,2,11,0,19,77,0,4,77,4.1,0,0.0,0,0.0,18,7,0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,922,Los Angeles Rams,0,SoFi,indoors,turf,70,61,6,0,Clear
12.0,B.Purdy,San Francisco 49ers,0,0,0,0,10,41,0,0,0,0.0,0,0.0,0,0.0,11,0,1,4.0,41.0,4.1,0.0,0.0,0.0,100.0,922,Los Angeles Rams,0,SoFi,indoors,turf,70,61,6,0,Clear
13.0,R.Shaheed,New Orleans Saints,5,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,922,Philadelphia Eagles,1,Caesars Superdome,indoors,turf,87,68,7,1,Mostly Cloudy
14.0,C.Olave,New Orleans Saints,6,6,86,1,0,0,0,0,0,0.0,0,0.0,0,0.0,0,29,0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,922,Philadelphia Eagles,1,Caesars Superdome,indoors,turf,87,68,7,1,Mostly Cloudy
15.0,A.Kamara,New Orleans Saints,3,3,40,0,26,87,0,5,87,3.3,0,0.0,0,0.0,16,27,0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,922,Philadelphia Eagles,1,Caesars Superdome,indoors,turf,87,68,7,1,Mostly Cloudy
16.0,D.Carr,New Orleans Saints,0,0,0,0,2,3,0,0,0,0.0,0,0.0,0,0.0,4,0,0,0.0,3.0,1.5,0.0,0.0,0.0,100.0,922,Philadelphia Eagles,1,Caesars Superdome,indoors,turf,87,68,7,1,Mostly Cloudy
17.0,S.Barkley,Philadelphia Eagles,4,4,9,0,17,147,2,7,147,8.6,0,0.0,0,0.0,65,3,0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,922,New Orleans Saints,0,Caesars Superdome,indoors,turf,87,68,7,1,Mostly Cloudy
18.0,J.Hurts,Philadelphia Eagles,0,0,0,0,8,25,0,0,0,0.0,0,0.0,0,0.0,21,0,1,1.0,25.0,3.1,0.0,0.0,0.0,100.0,922,New Orleans Saints,0,Caesars Superdome,indoors,turf,87,68,7,1,Mostly Cloudy
19.0,C.Otton,Tampa Bay Buccaneers,8,7,47,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,13,1,0.0,0.0,0.0,0.0,0.0,0.0,91.0,922,Denver Broncos,1,Raymond James,outdoors,grass,85,59,5,10,Partly Cloudy
20.0,R.White,Tampa Bay Buccaneers,6,5,18,0,6,17,0,1,17,2.8,0,0.0,0,0.0,9,8,0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,922,Denver Broncos,1,Raymond James,outdoors,grass,85,59,5,10,Partly Cloudy
