Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit
J.Addison o46.5 receiving yards,Rotowire Prizepicks,Minnesota Vikings,j.addison,Arizona Cardinals,1.0,0.5,0,0.6666666666666666,1,0.6,1,19,9,62,5,Snow,U.S. Bank,indoors,turf,100,1.5,3.0,1.5
C.Kupp u68.5 receiving yards,Rotowire Prizepicks,Los Angeles Rams,c.kupp,New Orleans Saints,0.0,0.5,0,0.3333333333333333,0,0.6,1,58,6,45,1,Rain,Caesars Superdome,indoors,turf,100,1.5,3.0,1.5
A.Kamara o33.5 receiving yards,Rotowire Sleeper,New Orleans Saints,a.kamara,Los Angeles Rams,1.0,0.6,1,0.6666666666666666,1,0.4,0,61,6,48,3,Clear,Caesars Superdome,indoors,turf,100,1.5,3.0,1.5
M.Harrison o48.5 receiving yards,Rotowire Prizepicks,Arizona Cardinals,m.harrison,Minnesota Vikings,0.0,0.4444444444444444,0,0.6666666666666666,1,0.4,0,19,9,67,6,Snow,U.S. Bank,indoors,turf,100,1.5,3.0,1.5
J.Addison o47.5 receiving yards,Rotowire Prizepicks,Minnesota Vikings,j.addison,Arizona Cardinals,1.0,0.5,0,0.6666666666666666,1,0.6,1,19,9,67,6,Snow,U.S. Bank,indoors,turf,100,1.5,3.0,1.5
C.Kupp u67.5 receiving yards,Rotowire Prizepicks,Los Angeles Rams,c.kupp,New Orleans Saints,0.0,0.5,0,0.3333333333333333,0,0.6,1,61,6,48,3,Clear,Caesars Superdome,indoors,turf,100,1.5,3.0,1.5
R.Mccloud o25.5 receiving yards,Rotowire Sleeper,Atlanta Falcons,r.mccloud,Los Angeles Chargers,1.0,0.7,1,0.6666666666666666,1,0.6,1,50,9,39,0,Clear,Mercedes-Benz,indoors,turf,100,1.5,3.0,1.5
J.Conner o18.5 Rec Yds,chrisgimino_,Arizona Cardinals,j.conner,Minnesota Vikings,0.0,0.5,0,0.6666666666666666,1,0.8,1,19,8,67,4,Snow,U.S. Bank,indoors,turf,-110,1.0,1.9090909090909087,0.9090909090909092
T.Hockenson o39.5 receiving yards,Rotowire Sleeper,Minnesota Vikings,t.hockenson,Arizona Cardinals,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,19,8,67,4,Snow,U.S. Bank,indoors,turf,100,1.5,3.0,1.5
N.Collins o82.5 receiving yards,Rotowire Sleeper,Houston Texans,n.collins,Jacksonville Jaguars,0.0,0.8333333333333334,1,0.6666666666666666,1,0.8,1,63,7,41,0,Clear,TIAA Bank,outdoors,grass,100,1.5,3.0,1.5
M.Wilson o27.5 receiving yards,Rotowire Sleeper,Arizona Cardinals,m.wilson,Minnesota Vikings,0.0,0.6,1,0.6666666666666666,1,0.4,0,19,8,67,4,Snow,U.S. Bank,indoors,turf,100,1.5,3.0,1.5
M.Valdes-Scantling o34.5 Rec Yds,kylemurray03,New Orleans Saints,m.valdes-scantling,Los Angeles Rams,1.0,1.0,1,1.0,1,1.0,1,61,5,46,0,Clear,Caesars Superdome,indoors,turf,-115,1.15,2.1499999999999995,0.9999999999999996
T.Hockenson o37.5 Rec Yds,kylemurray03,Minnesota Vikings,t.hockenson,Arizona Cardinals,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,19,8,67,4,Partly Cloudy,U.S. Bank,indoors,turf,-114,1.14,2.14,0.9999999999999998
P.Nacua o78.5 receiving yards,Jared Hochman,Los Angeles Rams,p.nacua,New Orleans Saints,0.0,0.8,1,1.0,1,0.8,1,59,6,51,2,Clear,Caesars Superdome,indoors,turf,100,0.75,1.5,0.75
C.McCaffrey o28.5 receiving yards,Rotowire Sleeper,San Francisco 49ers,c.mccaffrey,Buffalo Bills,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,22,14,95,60,Snow,Highmark,outdoors,turf,100,1.5,3.0,1.5
J.Johnson o23.5 receiving yards,Rotowire Sleeper,New Orleans Saints,j.johnson,Los Angeles Rams,1.0,0.625,1,0.6666666666666666,1,0.6,1,63,3,46,0,Clear,Caesars Superdome,indoors,turf,100,1.5,3.0,1.5
J.Jefferson o81.5 Rec Yds,RoyalsProps,Minnesota Vikings,j.jefferson,Arizona Cardinals,1.0,0.4,0,0.0,0,0.2,0,18,8,67,3,Snow,U.S. Bank,indoors,turf,-113,1.13,2.13,1.0
N.Collins o85.5 Rec Yds,therocketplays,Houston Texans,n.collins,Jacksonville Jaguars,0.0,0.8333333333333334,1,0.6666666666666666,1,0.8,1,62,10,35,0,Clear,TIAA Bank,outdoors,grass,-113,1.13,2.13,1.0
J.Mixon o19.5 Rec Yds,Markus_Markets,Houston Texans,j.mixon,Jacksonville Jaguars,0.0,0.6666666666666666,1,1.0,1,0.8,1,62,10,35,0,Clear,TIAA Bank,outdoors,grass,-115,1.0,1.869565217391304,0.8695652173913042
G.Pickens o72.5 Rec Yds,Mjaybrxd,Pittsburgh Steelers,g.pickens,Cincinnati Bengals,0.0,0.5454545454545454,1,0.6666666666666666,1,0.8,1,32,8,41,0,Partly Cloudy,Paycor,outdoors,turf,-110,1.0,1.9090909090909087,0.9090909090909092
C.Kupp o70.5 Rec Yds,RoyalsProps,Los Angeles Rams,c.kupp,New Orleans Saints,0.0,0.5,0,0.6666666666666666,1,0.4,0,62,3,53,0,Clear,Caesars Superdome,indoors,turf,-110,1.1,2.1,1.0
M.Valdes-scantling o34.5 receiving yards,Rotowire Sleeper,New Orleans Saints,m.valdes-scantling,Los Angeles Rams,1.0,1.0,1,1.0,1,1.0,1,62,3,53,0,Clear,Caesars Superdome,indoors,turf,100,1.5,3.0,1.5
C.Otton u45.5 receiving yards,Rotowire Prizepicks,Tampa Bay Buccaneers,c.otton,Carolina Panthers,0.0,0.6,1,0.6666666666666666,1,0.6,1,50,6,37,0,Partly Cloudy,Bank of America,outdoors,grass,100,1.5,3.0,1.5
B.Robinson o7.5 Rec Yds,ThePropfessor_,Atlanta Falcons,b.robinson,Los Angeles Chargers,1.0,1.0,1,1.0,1,1.0,1,50,9,37,0,Partly Cloudy,Mercedes-Benz,indoors,turf,-125,1.25,2.25,1.0
