Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit,Over?,Under?,Prop Bets
A.Richardson o170.5 passing yards,Rotowire Sleeper,Indianapolis Colts,a.richardson,New England Patriots,0.0,0.625,1,1.0,1,0.6,1,38,8,46,2,Clear,Gillette,outdoors,turf,100.0,1.5,3.0,1.5,1.0,0.0,Pass_Yds
A.Richardson o177.5 passing yards,Rotowire Sleeper,Indianapolis Colts,a.richardson,New England Patriots,0.0,0.375,0,0.3333333333333333,0,0.2,0,38,8,50,1,Clear,Gillette,outdoors,turf,100.0,1.5,3.0,1.5,1.0,0.0,Pass_Yds
B.Purdy o216.5 passing yards,Rotowire Prizepicks,San Francisco 49ers,b.purdy,Buffalo Bills,0.0,0.8,1,0.6666666666666666,1,0.6,1,22,9,95,66,Snow,Highmark,outdoors,turf,100.0,1.5,3.0,1.5,1.0,0.0,Pass_Yds
B.Purdy o224.5 passing yards,Rotowire Prizepicks,San Francisco 49ers,b.purdy,Buffalo Bills,0.0,0.8,1,0.6666666666666666,1,0.6,1,31,14,95,66,Mostly Cloudy,Highmark,outdoors,turf,100.0,1.5,3.0,1.5,1.0,0.0,Pass_Yds
M.Harrison o3.5 Recs,chrisgimino_,Arizona Cardinals,m.harrison,Minnesota Vikings,0.0,0.5555555555555556,1,0.6666666666666666,1,0.4,0,8,8,67,4,Snow,U.S. Bank,indoors,turf,-115.0,1.0,1.869565217391304,0.8695652173913042,,,
C.Brown u17.5 Rush Att,chrisgimino_,Cincinnati Bengals,c.brown,Pittsburgh Steelers,1.0,0.8888888888888888,1,0.6666666666666666,1,0.8,1,32,8,49,5,Partly Cloudy,Paycor,outdoors,turf,-125.0,1.0,1.8,0.8,,,
Z.Charbonnet o3.5 Rush Att,ChrisRaybon,Seattle Seahawks,z.charbonnet,New York Jets,0.0,0.7,1,0.6666666666666666,1,0.8,1,39,5,31,0,Clear,MetLife,outdoors,turf,100.0,1.0,2.0,1.0,,,
Z.Charbonnet o3.5 Rush Att,convince_me,Seattle Seahawks,z.charbonnet,New York Jets,0.0,0.7,1,0.6666666666666666,1,0.8,1,39,5,31,0,Clear,MetLife,outdoors,turf,100.0,1.0,2.0,1.0,,,
C.Stroud o10.5 Rush Yds,nick_giffen,Houston Texans,c.stroud,Jacksonville Jaguars,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6,1,50,10,29,0,Clear,TIAA Bank,outdoors,grass,-110.0,1.1,2.1,1.0,1.0,0.0,Rush_Yds
C.Stroud o10.5 Rush Yds,convince_me,Houston Texans,c.stroud,Jacksonville Jaguars,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6,1,50,10,29,0,Clear,TIAA Bank,outdoors,grass,-120.0,1.0,1.8333333333333333,0.8333333333333335,1.0,0.0,Rush_Yds
