,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit,Over?,Under?,Prop Bets,Correct
0,A.Richardson o170.5 passing yards,Rotowire Sleeper,Indianapolis Colts,a.richardson,New England Patriots,0,0.625,1,1.0,1,0.6,1,38,8,46,2,Clear,Gillette,outdoors,turf,100.0,1.5,3.0,1.5,1,0,Pass_Yds,N
1,J.Addison o46.5 receiving yards,Rotowire Prizepicks,Minnesota Vikings,j.addison,Arizona Cardinals,1,0.4444444444444444,0,0.6666666666666666,1,0.4,0,19,9,62,5,Snow,U.S. Bank,indoors,turf,100.0,1.5,3.0,1.5,1,0,Rec_Yds,Y
2,C.Kupp u68.5 receiving yards,Rotowire Prizepicks,Los Angeles Rams,c.kupp,New Orleans Saints,0,0.4285714285714285,0,0.3333333333333333,0,0.4,0,58,6,45,1,Rain,Caesars Superdome,indoors,turf,100.0,1.5,3.0,1.5,0,1,Rec_Yds,Y
3,K.Cousins u242.5 passing yards,Rotowire Prizepicks,Atlanta Falcons,k.cousins,Los Angeles Chargers,1,0.8,1,0.6666666666666666,1,0.8,1,47,10,45,0,Clear,Mercedes-Benz,indoors,turf,100.0,1.5,3.0,1.5,0,1,Pass_Yds,N
4,A.Kamara o99.5 rushing + receiving yards,Rotowire Prizepicks,New Orleans Saints,a.kamara,Los Angeles Rams,1,0.6363636363636364,1,0.6666666666666666,1,0.6,1,61,6,48,3,Clear,Caesars Superdome,indoors,turf,100.0,1.5,3.0,1.5,1,0,rushing + receiving yards,Y
5,H.Henry o40.5 receiving yards,Rotowire Prizepicks,New England Patriots,h.henry,Indianapolis Colts,1,0.5833333333333334,1,0.6666666666666666,1,0.8,1,38,8,50,1,Clear,Gillette,outdoors,turf,100.0,1.5,3.0,1.5,1,0,Rec_Yds,Y
6,C.Kupp u67.5 receiving yards,Rotowire Prizepicks,Los Angeles Rams,c.kupp,New Orleans Saints,0,0.4285714285714285,0,0.3333333333333333,0,0.4,0,61,6,48,3,Clear,Caesars Superdome,indoors,turf,100.0,1.5,3.0,1.5,0,1,Rec_Yds,Y
7,A.Richardson o177.5 passing yards,Rotowire Sleeper,Indianapolis Colts,a.richardson,New England Patriots,0,0.375,0,0.3333333333333333,0,0.2,0,38,8,50,1,Clear,Gillette,outdoors,turf,100.0,1.5,3.0,1.5,1,0,Pass_Yds,N
8,P.Freiermuth u27.5 receiving yards,Rotowire Prizepicks,Pittsburgh Steelers,p.freiermuth,Cincinnati Bengals,0,0.5454545454545454,1,0.6666666666666666,1,0.6,1,29,9,46,1,Clear,Paycor,outdoors,turf,100.0,1.5,3.0,1.5,0,1,Rec_Yds,N
9,C.Brown o62.5 rushing yards,Rotowire Prizepicks,Cincinnati Bengals,c.brown,Pittsburgh Steelers,1,0.2727272727272727,0,0.6666666666666666,1,0.4,0,29,9,46,1,Clear,Paycor,outdoors,turf,100.0,1.5,3.0,1.5,1,0,Rush_Yds,Y
10,N.Collins o27.5 longest reception yards,Jared Hochman,Houston Texans,n.collins,Jacksonville Jaguars,0,0.8571428571428571,1,1.0,1,0.8,1,60,9,37,0,Clear,TIAA Bank,outdoors,grass,100.0,0.75,1.5,0.75,1,0,Rec_Lng,Y
11,J.Conner o68.5 rushing + receiving yards,Rotowire Sleeper,Arizona Cardinals,j.conner,Minnesota Vikings,0,0.7272727272727273,1,0.6666666666666666,1,0.8,1,19,8,67,4,Partly Cloudy,U.S. Bank,indoors,turf,100.0,1.5,3.0,1.5,1,0,rushing + receiving yards,Y
12,A.Jones o83.5 rushing + receiving yards,Rotowire Prizepicks,Minnesota Vikings,a.jones,Arizona Cardinals,1,0.6363636363636364,1,0.6666666666666666,1,0.6,1,19,8,67,4,Partly Cloudy,U.S. Bank,indoors,turf,100.0,1.5,3.0,1.5,1,0,rushing + receiving yards,N
13,D.Henry o79.5 rushing yards,Rotowire Sleeper,Baltimore Ravens,d.henry,Philadelphia Eagles,1,0.6666666666666666,1,0.3333333333333333,0,0.4,0,39,9,48,2,Snow,M&amp;T Bank,outdoors,grass,100.0,1.5,3.0,1.5,1,0,Rush_Yds,Y
14,J.Mixon o104.5 rushing + receiving yards,Rotowire Sleeper,Houston Texans,j.mixon,Jacksonville Jaguars,0,0.6666666666666666,1,0.3333333333333333,0,0.6,1,63,12,34,1,Clear,TIAA Bank,outdoors,grass,100.0,1.5,3.0,1.5,1,0,rushing + receiving yards,Y
15,J.Conner o46.5 rushing yards,Rotowire Sleeper,Arizona Cardinals,j.conner,Minnesota Vikings,0,0.6363636363636364,1,0.3333333333333333,0,0.6,1,19,9,67,6,Snow,U.S. Bank,indoors,turf,100.0,1.5,3.0,1.5,1,0,Rush_Yds,Y
16,M.Harrison o48.5 receiving yards,Rotowire Prizepicks,Arizona Cardinals,m.harrison,Minnesota Vikings,0,0.3636363636363636,0,0.3333333333333333,0,0.4,0,19,9,67,6,Snow,U.S. Bank,indoors,turf,100.0,1.5,3.0,1.5,1,0,Rec_Yds,Y
17,J.Addison o47.5 receiving yards,Rotowire Prizepicks,Minnesota Vikings,j.addison,Arizona Cardinals,1,0.4444444444444444,0,0.6666666666666666,1,0.4,0,19,9,67,6,Snow,U.S. Bank,indoors,turf,100.0,1.5,3.0,1.5,1,0,Rec_Yds,Y
18,B.Irving u59.5 rushing yards,Rotowire Prizepicks,Tampa Bay Buccaneers,b.irving,Carolina Panthers,0,0.5454545454545454,1,0.3333333333333333,0,0.6,1,49,8,45,2,Partly Cloudy,Bank of America,outdoors,grass,100.0,1.5,3.0,1.5,0,1,Rush_Yds,N
19,N.Brown o36.5 receiving yards,Rotowire Prizepicks,Washington Commanders,n.brown,Tennessee Titans,1,0.5,0,0.3333333333333333,0,0.6,1,40,10,44,5,Clear,FedExField,outdoors,grass,100.0,1.5,3.0,1.5,1,0,Rec_Yds,N
20,R.Stevenson o48.5 rushing yards,Rotowire Sleeper,New England Patriots,r.stevenson,Indianapolis Colts,1,0.4545454545454545,0,0.6666666666666666,1,0.4,0,37,8,46,2,Clear,Gillette,outdoors,turf,100.0,1.5,3.0,1.5,1,0,Rush_Yds,Y
21,J.Herbert o20.5 Pass Comp,chrisgimino_,Los Angeles Chargers,j.herbert,Atlanta Falcons,0,0.2727272727272727,0,0.3333333333333333,0,0.2,0,38,0,39,0,Clear,Mercedes-Benz,indoors,turf,-120.0,1.0,1.8333333333333333,0.8333333333333335,1,0,Cmp,N
22,G.Pickens o4.5 Recs,chrisgimino_,Pittsburgh Steelers,g.pickens,Cincinnati Bengals,0,0.5454545454545454,1,0.6666666666666666,1,0.6,1,32,8,49,5,Partly Cloudy,Paycor,outdoors,turf,-115.0,1.0,1.869565217391304,0.8695652173913042,1,0,Rec,N
23,K.Murray o0.5 Int,GDAWG5000,Arizona Cardinals,k.murray,Minnesota Vikings,0,0.3636363636363636,0,0.3333333333333333,0,0.4,0,8,8,67,4,Snow,U.S. Bank,indoors,turf,100.0,0.5,1.0,0.5,1,0,Int,Y
