,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit,Over?,Under?,Prop Bets,Correct
10,J.Ferguson o36.5 Rec Yds,ThePropfessor_,Dallas Cowboys,j.ferguson,Cincinnati Bengals,1,0.4444444444444444,0,0.3333333333333333,0,0.2,0,61,3,62,4,Mostly Cloudy,AT&amp;T,indoors,turf,-120.0,1.2,2.2,1.0000000000000002,1,0,Rec_Yds,N
11,B.Cooks u26.5 Rec Yds,MoneylineHacks,Dallas Cowboys,b.cooks,Cincinnati Bengals,1,0.8,1,1.0,1,0.8,1,61,3,62,4,Mostly Cloudy,AT&amp;T,indoors,turf,-109.0,1.0,1.9174311926605505,0.9174311926605504,0,1,Rec_Yds,Y
12,J.Ferguson o37.5 receiving yards,Rotowire Sleeper,Dallas Cowboys,j.ferguson,Cincinnati Bengals,1,0.4444444444444444,0,0.3333333333333333,0,0.2,0,58,10,62,4,Mostly Cloudy,AT&amp;T,indoors,turf,100.0,1.5,3.0,1.5,1,0,Rec_Yds,N
13,J.Burrow o286.5 passing + rushing yards,Rotowire Sleeper,Cincinnati Bengals,j.burrow,Dallas Cowboys,0,0.4166666666666667,0,1.0,1,0.6,1,72,3,53,4,Mostly Cloudy,AT&amp;T,indoors,turf,100.0,1.5,3.0,1.5,1,0,Pass_Yds+Rush_Yds,Y
14,K.Turpin o59.5 Rec Yds,shadybiev,Dallas Cowboys,k.turpin,Cincinnati Bengals,1,0.1,0,0.3333333333333333,0,0.2,0,61,3,53,4,Mostly Cloudy,AT&amp;T,indoors,turf,1300.0,0.25,3.5,3.25,1,0,Rec_Yds,N
15,K.Turpin o24.5 Rec Yds,shadybiev,Dallas Cowboys,k.turpin,Cincinnati Bengals,1,0.5,0,0.6666666666666666,1,0.6,1,61,3,53,4,Mostly Cloudy,AT&amp;T,indoors,turf,175.0,1.5,4.125,2.625,1,0,Rec_Yds,N
16,K.Turpin o39.5 Rec Yds,shadybiev,Dallas Cowboys,k.turpin,Cincinnati Bengals,1,0.4,0,0.6666666666666666,1,0.4,0,61,3,53,4,Mostly Cloudy,AT&amp;T,indoors,turf,450.0,0.75,4.125,3.375,1,0,Rec_Yds,N
17,K.Turpin o49.5 Rec Yds,shadybiev,Dallas Cowboys,k.turpin,Cincinnati Bengals,1,0.4,0,0.6666666666666666,1,0.4,0,61,3,53,4,Mostly Cloudy,AT&amp;T,indoors,turf,800.0,0.5,4.5,4.0,1,0,Rec_Yds,N
18,K.Turpin o14.5 Rec Yds,shadybiev,Dallas Cowboys,k.turpin,Cincinnati Bengals,1,0.7,1,0.6666666666666666,1,0.8,1,61,3,53,4,Mostly Cloudy,AT&amp;T,indoors,turf,-110.0,2.2,4.2,2.0,1,0,Rec_Yds,Y
19,R.Dowdle o15.5 receiving yards,Rotowire Prizepicks,Dallas Cowboys,r.dowdle,Cincinnati Bengals,1,0.4545454545454545,0,0.0,0,0.2,0,53,9,77,4,Mostly Cloudy,AT&amp;T,indoors,turf,100.0,1.5,3.0,1.5,1,0,Rec_Yds,N
20,J.Ferguson o38.5 Rec Yds,Mjaybrxd,Dallas Cowboys,j.ferguson,Cincinnati Bengals,1,0.4444444444444444,0,0.3333333333333333,0,0.2,0,61,3,53,4,Mostly Cloudy,AT&amp;T,indoors,turf,-110.0,1.0,1.9090909090909087,0.9090909090909092,1,0,Rec_Yds,N
21,C.Rush o231.5 passing yards,Rotowire Sleeper,Dallas Cowboys,c.rush,Cincinnati Bengals,1,0.3333333333333333,0,0.6666666666666666,1,0.4,0,53,9,77,4,Mostly Cloudy,AT&amp;T,indoors,turf,100.0,1.5,3.0,1.5,1,0,Pass_Yds,N
22,C.Rush o1.5 Rush Att,shadybiev,Dallas Cowboys,c.rush,Cincinnati Bengals,1,0.5,0,1.0,1,0.8,1,61,3,53,4,Mostly Cloudy,AT&amp;T,indoors,turf,-150.0,2.25,3.75,1.4999999999999996,1,0,Rush_Att,Y
23,J.Burrow o9.5 Rush Yds,moneybadger24_,Cincinnati Bengals,j.burrow,Dallas Cowboys,0,0.5,0,0.3333333333333333,0,0.6,1,61,3,65,4,Mostly Cloudy,AT&amp;T,indoors,turf,-110.0,1.1,2.1,1.0,1,0,Rush_Yds,N
24,C.Rush o1.5 rushing yards,Rotowire Sleeper,Dallas Cowboys,c.rush,Cincinnati Bengals,1,0.5,0,0.3333333333333333,0,0.6,1,72,3,65,4,Mostly Cloudy,AT&amp;T,indoors,turf,100.0,1.5,3.0,1.5,1,0,Rush_Yds,Y
25,J.Chase o82.5 receiving yards,Rotowire Prizepicks,Cincinnati Bengals,j.chase,Dallas Cowboys,0,0.4166666666666667,0,0.6666666666666666,1,0.4,0,58,9,65,4,Mostly Cloudy,AT&amp;T,indoors,turf,100.0,1.5,3.0,1.5,1,0,Rec_Yds,Y
26,R.Dowdle u67.5 Rush Yds,The_Oddsmaker,Dallas Cowboys,r.dowdle,Cincinnati Bengals,1,0.6363636363636364,1,0.3333333333333333,0,0.4,0,61,3,65,4,Mostly Cloudy,AT&amp;T,indoors,turf,100.0,1.0,2.0,1.0,0,1,Rush_Yds,N
27,C.Lamb o6.5 Recs,moneybadger24_,Dallas Cowboys,c.lamb,Cincinnati Bengals,1,0.5,0,0.6666666666666666,1,0.6,1,61,3,65,4,Mostly Cloudy,AT&amp;T,indoors,turf,-110.0,1.1,2.1,1.0,1,0,Rec,N
28,J.Chase o83.5 receiving yards,Rotowire Prizepicks,Cincinnati Bengals,j.chase,Dallas Cowboys,0,0.4166666666666667,0,0.6666666666666666,1,0.4,0,72,3,65,4,Mostly Cloudy,AT&amp;T,indoors,turf,100.0,1.5,3.0,1.5,1,0,Rec_Yds,Y
29,B.Cooks o2.5 Recs,moneylinewixted,Dallas Cowboys,b.cooks,Cincinnati Bengals,1,0.4,0,0.3333333333333333,0,0.4,0,61,3,65,4,Mostly Cloudy,AT&amp;T,indoors,turf,-115.0,1.15,2.1499999999999995,0.9999999999999996,1,0,Rec,N
30,T.Higgins u6.5 Recs,nick_giffen,Cincinnati Bengals,t.higgins,Dallas Cowboys,0,0.5714285714285714,1,0.6666666666666666,1,0.4,0,61,3,53,0,Mostly Cloudy,AT&amp;T,indoors,turf,-142.0,1.0,1.704225352112676,0.704225352112676,0,1,Rec,Y
31,B.Cooks o27.5 Rec Yds,RoyalsProps,Dallas Cowboys,b.cooks,Cincinnati Bengals,1,0.2,0,0.0,0,0.2,0,61,3,53,0,Mostly Cloudy,AT&amp;T,indoors,turf,-110.0,1.1,2.1,1.0,1,0,Rec_Yds,N
32,K.Turpin o10.5 Rec Yds,kylemurray03,Dallas Cowboys,k.turpin,Cincinnati Bengals,1,0.7,1,0.6666666666666666,1,0.8,1,61,3,53,0,Partly Cloudy,AT&amp;T,indoors,turf,-110.0,2.2,4.2,2.0,1,0,Rec_Yds,Y
33,J.Burrow u0.5 Int,PvB_Bets,Cincinnati Bengals,j.burrow,Dallas Cowboys,0,0.5833333333333334,1,0.6666666666666666,1,0.4,0,61,7,53,0,Clear,AT&amp;T,indoors,turf,-114.0,1.0,1.8771929824561404,0.8771929824561404,0,1,Int,N
34,C.Rush o230.5 Pass Yds,PvB_Bets,Dallas Cowboys,c.rush,Cincinnati Bengals,1,0.3333333333333333,0,0.6666666666666666,1,0.4,0,61,7,53,0,Clear,AT&amp;T,indoors,turf,-113.0,1.0,1.8849557522123896,0.8849557522123894,1,0,pass yds,N
35,J.Ferguson o37.5 Rec Yds,PvB_Bets,Dallas Cowboys,j.ferguson,Cincinnati Bengals,1,0.4444444444444444,0,0.3333333333333333,0,0.2,0,61,7,53,0,Clear,AT&amp;T,indoors,turf,-110.0,1.0,1.9090909090909092,0.9090909090909092,1,0,Rec_Yds,N
36,J.Ferguson o5.5 Recs,Mjaybrxd,Dallas Cowboys,j.ferguson,Cincinnati Bengals,1,0.5555555555555556,1,0.3333333333333333,0,0.4,0,61,7,53,0,Clear,AT&amp;T,indoors,turf,170.0,0.25,0.675,0.425,1,0,Rec,N
37,J.Ferguson o4.5 Recs,Mjaybrxd,Dallas Cowboys,j.ferguson,Cincinnati Bengals,1,0.5555555555555556,1,0.3333333333333333,0,0.4,0,61,7,53,0,Clear,AT&amp;T,indoors,turf,-110.0,0.5,0.9545454545454546,0.4545454545454546,1,0,Rec,N
