,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit,Correct
0,D.Montgomery o59.5 rushing yards,Rotowire Sleeper,Detroit Lions,d.montgomery,Seattle Seahawks,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,68,6,81,27,Rain,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,N
1,J.Goff o233.5 Pass Yds,gneiffer07,Detroit Lions,j.goff,Seattle Seahawks,1.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,68,6,88,31,Rain,Ford Field,indoors,turf,-111.0,1.11,2.1100000000000003,1.0000000000000002,Y
2,J.Goff o232.5 passing yards,Rotowire Prizepicks,Detroit Lions,j.goff,Seattle Seahawks,1.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,68,6,88,31,Rain,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,Y
3,J.Gibbs o76.5 rushing + receiving yards,Rotowire Prizepicks,Detroit Lions,j.gibbs,Seattle Seahawks,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,68,6,88,31,Rain,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,Y
4,J.Smith-Njigba o47.5 Rec Yds,charliedisturco,Seattle Seahawks,j.smith-njigba,Detroit Lions,0.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,68,5,91,30,Rain,Ford Field,indoors,turf,-114.0,1.14,2.14,0.9999999999999998,Y
5,J.Goff o0.5 Int,cowhitchurch,Detroit Lions,j.goff,Seattle Seahawks,1.0,1.0,1,1.0,1,1.0,1,68,5,91,30,Rain,Ford Field,indoors,turf,104.0,0.5,1.02,0.52,N
6,J.Goff o0.5 Int,GDAWG5000,Detroit Lions,j.goff,Seattle Seahawks,1.0,1.0,1,1.0,1,1.0,1,68,5,91,30,Rain,Ford Field,indoors,turf,105.0,0.5,1.025,0.5249999999999999,N
7,J.Smith-Njigba o47.5 Rec Yds,GreenDotDaily,Seattle Seahawks,j.smith-njigba,Detroit Lions,0.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,68,6,91,30,Rain,Ford Field,indoors,turf,-114.0,1.0,1.8771929824561404,0.8771929824561404,Y
8,C.Ridley o39.5 receiving yards,Rotowire Prizepicks,Tennessee Titans,c.ridley,Miami Dolphins,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,86,7,71,11,Rain,Hard Rock,outdoors,grass,100.0,1.5,3.0,1.5,N
9,J.Whyle o7.5 receiving yards,Rotowire Prizepicks,Tennessee Titans,j.whyle,Miami Dolphins,0.0,1.0,1,1.0,1,1.0,1,85,8,74,12,Rain,Hard Rock,outdoors,grass,100.0,1.5,3.0,1.5,N
10,T.Pollard o12.5 Rush Att,PropBetGuy,Tennessee Titans,t.pollard,Miami Dolphins,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,85,7,74,12,Rain,Hard Rock,outdoors,grass,-120.0,1.2,2.2,1.0000000000000002,Y
11,D.Metcalf o0.5 rush_td+rec_td,GDAWG5000,Seattle Seahawks,d.metcalf,Detroit Lions,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,68,6,89,2,Foggy,Ford Field,indoors,turf,200.0,1.0,3.0,2.0,N
12,T.Pollard o51.5 rushing yards,Sam Farley,Tennessee Titans,t.pollard,Miami Dolphins,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,85,7,75,8,Partly Cloudy,Hard Rock,outdoors,grass,100.0,0.75,1.5,0.75,Y
13,D.Achane o0.5 rush_td+rec_td,Sam Farley,Miami Dolphins,d.achane,Tennessee Titans,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,85,7,75,8,Partly Cloudy,Hard Rock,outdoors,grass,100.0,0.75,1.5,0.75,N
14,K.Walker o51.5 rushing yards,Rotowire Sleeper,Seattle Seahawks,k.walker,Detroit Lions,0.0,1.0,1,1.0,1,1.0,1,68,6,89,2,Foggy,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,Y
15,J.Waddle o0.5 Rush Yds,MoneylineHacks,Miami Dolphins,j.waddle,Tennessee Titans,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,87,7,68,3,Partly Cloudy,Hard Rock,outdoors,grass,235.0,0.5,1.675,1.175,N
16,S.Laporta o36.5 receiving yards,Rotowire Prizepicks,Detroit Lions,s.laporta,Seattle Seahawks,1.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,70,5,78,2,Foggy,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,Y
17,N.Fant o23.5 receiving yards,Rotowire Prizepicks,Seattle Seahawks,n.fant,Detroit Lions,0.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,70,5,78,2,Foggy,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,Y
18,D.Achane o23.5 receiving yards,Rotowire Prizepicks,Miami Dolphins,d.achane,Tennessee Titans,1.0,1.0,1,1.0,1,1.0,1,86,7,77,3,Partly Cloudy,Hard Rock,outdoors,grass,100.0,1.5,3.0,1.5,N
19,J.Goff o241.5 passing yards,Rotowire Prizepicks,Detroit Lions,j.goff,Seattle Seahawks,1.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,70,5,78,2,Foggy,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,Y
20,D.Achane o23.5 Rec Yds,kylemurray03,Miami Dolphins,d.achane,Tennessee Titans,1.0,1.0,1,1.0,1,1.0,1,87,7,75,4,Partly Cloudy,Hard Rock,outdoors,grass,-113.0,1.13,2.13,1.0,N
21,D.Achane o3.5 Recs,kylemurray03,Miami Dolphins,d.achane,Tennessee Titans,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,87,7,75,4,Partly Cloudy,Hard Rock,outdoors,grass,105.0,1.0,2.05,1.0499999999999998,N
22,G.Smith o21.5 Pass Comp,kylemurray03,Seattle Seahawks,g.smith,Detroit Lions,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,70,5,78,2,Foggy,Ford Field,indoors,turf,-124.0,1.24,2.24,0.9999999999999998,Y
23,C.Ridley o46.5 receiving yards,Rotowire Prizepicks,Tennessee Titans,c.ridley,Miami Dolphins,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,85,5,74,19,Rain,Hard Rock,outdoors,grass,100.0,1.5,3.0,1.5,N
24,D.Hopkins o33.5 receiving yards,Rotowire Sleeper,Tennessee Titans,d.hopkins,Miami Dolphins,0.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,86,7,71,11,Rain,Hard Rock,outdoors,grass,100.0,1.5,3.0,1.5,N
25,D.Achane o0.5 rush_td+rec_td,cowhitchurch,Miami Dolphins,d.achane,Tennessee Titans,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,85,7,74,12,Rain,Hard Rock,outdoors,grass,145.0,0.5,1.225,0.7250000000000001,N
26,D.Achane o0.5 rush_td+rec_td,nick_giffen,Miami Dolphins,d.achane,Tennessee Titans,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,85,7,74,12,Rain,Hard Rock,outdoors,grass,145.0,1.0,2.45,1.4500000000000002,N
27,D.Achane u3.5 Recs,MoneylineHacks,Miami Dolphins,d.achane,Tennessee Titans,1.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,86,7,73,8,Partly Cloudy,Hard Rock,outdoors,grass,-139.0,1.0,1.7194244604316546,0.7194244604316546,Y
28,T.Hill o52.5 Rec Yds,sandyplashkes,Miami Dolphins,t.hill,Tennessee Titans,1.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,86,7,77,3,Partly Cloudy,Hard Rock,outdoors,grass,-112.0,2.24,4.24,2.0,N
29,T.Burks o6.5 receiving yards,Rotowire Prizepicks,Tennessee Titans,t.burks,Miami Dolphins,0.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,86,7,77,3,Partly Cloudy,Hard Rock,outdoors,grass,100.0,1.5,3.0,1.5,Y
30,T.Hill o4.5 Recs,kylemurray03,Miami Dolphins,t.hill,Tennessee Titans,1.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,87,7,75,4,Partly Cloudy,Hard Rock,outdoors,grass,105.0,1.0,2.05,1.0499999999999998,N
