,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit,Correct
0,D.Schultz o31.5 Rec Yds,CamIsMoney18,Houston Texans,d.schultz,Kansas City Chiefs,0.0,0.3888888888888889,0,0.0,0,0.2,0,24,13,60,0,Clear,GEHA Field at Arrowhead,outdoors,grass,-115.0,1.0,1.869565217391304,0.8695652173913042,Y
1,X.Worthy o4.5 Recs,TheBMatt,Kansas City Chiefs,x.worthy,Houston Texans,1.0,0.3125,0,1.0,1,1.0,1,24,13,60,0,Clear,GEHA Field at Arrowhead,outdoors,grass,-120.0,1.2,2.2,1.0000000000000002,Y
2,J.Gibbs o17.5 Longest Rush,ThePropfessor_,Detroit Lions,j.gibbs,Washington Commanders,1.0,0.7058823529411765,1,0.6666666666666666,1,0.6,1,25,9,79,2,Mostly Cloudy,Ford Field,indoors,turf,-125.0,1.25,2.25,1.0,Y
3,S.LaPorta o47.5 Rec Yds,Stuckey2,Detroit Lions,s.laporta,Washington Commanders,1.0,0.5,0,0.6666666666666666,1,0.8,1,25,9,79,2,Mostly Cloudy,Ford Field,indoors,turf,-114.0,0.2,0.3754385964912281,0.1754385964912281,Y
4,J.Goff u33.5 Pass Att,CamIsMoney18,Detroit Lions,j.goff,Washington Commanders,1.0,0.6470588235294118,1,0.6666666666666666,1,0.4,0,25,9,79,2,Mostly Cloudy,Ford Field,indoors,turf,100.0,1.0,2.0,1.0,N
5,J.Goff u0.5 Int,goodelleaks,Detroit Lions,j.goff,Washington Commanders,1.0,0.6470588235294118,1,0.6666666666666666,1,0.6,1,25,9,79,2,Mostly Cloudy,Ford Field,indoors,turf,-135.0,1.5,2.611111111111111,1.1111111111111112,N
6,K.Hunt o40.5 rushing + receiving yards,Rotowire Prizepicks,Kansas City Chiefs,k.hunt,Houston Texans,1.0,0.7692307692307693,1,0.6666666666666666,1,0.4,0,24,13,60,0,Clear,GEHA Field at Arrowhead,outdoors,grass,100.0,1.5,3.0,1.5,Y
7,A.Ekeler o47.5 rushing + receiving yards,Rotowire Prizepicks,Washington Commanders,a.ekeler,Detroit Lions,0.0,0.7692307692307693,1,0.3333333333333333,0,0.6,1,25,9,79,2,Mostly Cloudy,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,Y
8,A.Ekeler o48.5 rushing + receiving yards,Rotowire Prizepicks,Washington Commanders,a.ekeler,Detroit Lions,0.0,0.7692307692307693,1,0.3333333333333333,0,0.6,1,25,9,79,2,Mostly Cloudy,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,Y
9,A.Ekeler o23.5 Rec Yds,JCBetsNFL,Washington Commanders,a.ekeler,Detroit Lions,0.0,0.5384615384615384,1,0.3333333333333333,0,0.4,0,25,9,79,2,Mostly Cloudy,Ford Field,indoors,turf,-110.0,1.1,2.1,1.0,Y
10,J.Williams o23.5 Longest Reception,JCBetsNFL_duplicate,Detroit Lions,j.williams,Washington Commanders,1.0,0.5333333333333333,1,0.6666666666666666,1,0.6,1,25,9,79,2,Mostly Cloudy,Ford Field,indoors,turf,-115.0,1.15,2.1499999999999995,0.9999999999999996,N
11,Z.Ertz o3.5 Recs,JCBetsNFL,Washington Commanders,z.ertz,Detroit Lions,0.0,0.5555555555555556,1,0.6666666666666666,1,0.4,0,25,9,79,2,Mostly Cloudy,Ford Field,indoors,turf,-102.0,1.02,2.02,1.0,Y
12,J.Gibbs o0.5 rush_td+rec_td,JCBetsNFL,Detroit Lions,j.gibbs,Washington Commanders,1.0,0.7647058823529411,1,1.0,1,1.0,1,25,9,79,2,Mostly Cloudy,Ford Field,indoors,turf,-251.0,2.51,3.51,1.0,Y
13,J.Daniels o9.5 Rush Att,ThePropfessor_,Washington Commanders,j.daniels,Detroit Lions,0.0,0.3888888888888889,0,0.6666666666666666,1,0.6,1,25,9,79,2,Mostly Cloudy,Ford Field,indoors,turf,-115.0,1.15,2.1499999999999995,0.9999999999999996,Y
14,O.Zaccheaus o3.5 Recs,TopShelfAction,Washington Commanders,o.zaccheaus,Detroit Lions,0.0,0.3125,0,0.3333333333333333,0,0.4,0,25,9,77,2,Mostly Cloudy,Ford Field,indoors,turf,148.0,0.3,0.744,0.444,N
15,T.Kelce u5.5 Recs,TopShelfAction,Kansas City Chiefs,t.kelce,Houston Texans,1.0,0.5,0,0.6666666666666666,1,0.6,1,22,14,62,0,Clear,GEHA Field at Arrowhead,outdoors,grass,123.0,0.6,1.338,0.7379999999999999,N
16,J.Smith-schuster o5.5 receiving yards,Rotowire Prizepicks,Kansas City Chiefs,j.smith-schuster,Houston Texans,1.0,0.7272727272727273,1,0.3333333333333333,0,0.6,1,23,13,59,0,Clear,GEHA Field at Arrowhead,outdoors,grass,100.0,1.5,3.0,1.5,X
17,C.Stroud o33.5 Pass Att,gneiffer07,Houston Texans,c.stroud,Kansas City Chiefs,0.0,0.3888888888888889,0,0.0,0,0.2,0,23,13,59,0,Clear,GEHA Field at Arrowhead,outdoors,grass,-128.0,1.28,2.28,1.0000000000000002,N
18,B.Robinson o34.5 rushing yards,Rotowire Prizepicks_duplicate,Washington Commanders,b.robinson,Detroit Lions,0.0,0.6,1,0.3333333333333333,0,0.4,0,24,8,75,1,Snow,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,Y
