,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit,Correct
0,J.Goff u249.5 passing yards,Trevor Knapp,Detroit Lions,j.goff,San Francisco 49ers,0.0,0.4,0,0.0,0,0.2,0,52,8,74,0,Clear,Levi's,outdoors,grass,100.0,0.75,1.5,0.75,N
1,J.Williams o35.5 rushing + receiving yards,Rotowire Sleeper_duplicate,Detroit Lions,j.williams,San Francisco 49ers,0.0,0.8461538461538461,1,1.0,1,1.0,1,52,8,74,0,Clear,Levi's,outdoors,grass,100.0,1.5,3.0,1.5,Y
2,I.Guerendo o61.5 rushing yards,Rotowire Sleeper,San Francisco 49ers,i.guerendo,Detroit Lions,1.0,0.2727272727272727,0,0.3333333333333333,0,0.4,0,52,8,70,0,Foggy,Levi's,outdoors,grass,100.0,1.5,3.0,1.5,N
3,T.Patrick o27.5 receiving yards,Rotowire Prizepicks,Detroit Lions,t.patrick,San Francisco 49ers,0.0,0.4615384615384615,0,0.6666666666666666,1,0.8,1,52,8,70,0,Foggy,Levi's,outdoors,grass,100.0,1.5,3.0,1.5,X
4,B.Purdy u1.5 passing touchdowns,Rob Paul,San Francisco 49ers,b.purdy,Detroit Lions,1.0,0.6428571428571429,1,0.3333333333333333,0,0.6,1,52,8,70,0,Foggy,Levi's,outdoors,grass,100.0,0.75,1.5,0.75,N
5,J.Gibbs u3.5 Recs,TopShelfAction,Detroit Lions,j.gibbs,San Francisco 49ers,0.0,0.6,1,0.0,0,0.4,0,52,8,70,0,Foggy,Levi's,outdoors,grass,125.0,0.6,1.35,0.7499999999999999,N
6,J.Bates o1.5 field goals made,Rotowire Sleeper,Detroit Lions,j.bates,San Francisco 49ers,0.0,0.4666666666666667,0,0.6666666666666666,1,0.6,1,52,8,70,0,Foggy,Levi's,outdoors,grass,100.0,1.5,3.0,1.5,Y
7,J.Jennings o62.5 receiving yards,Rotowire Prizepicks,San Francisco 49ers,j.jennings,Detroit Lions,1.0,0.4615384615384615,0,0.3333333333333333,0,0.2,0,52,8,70,0,Foggy,Levi's,outdoors,grass,100.0,1.5,3.0,1.5,Y
8,D.Samuel o48.5 Rec Yds,sandyplashkes,San Francisco 49ers,d.samuel,Detroit Lions,1.0,0.5384615384615384,1,0.3333333333333333,0,0.2,0,51,3,72,0,Foggy,Levi's,outdoors,grass,-116.0,1.16,2.16,0.9999999999999998,N
9,R.Pearsall o20.5 Rush + Rec Yds,Markus_Markets,San Francisco 49ers,r.pearsall,Detroit Lions,1.0,0.375,0,0.3333333333333333,0,0.2,0,52,6,71,0,Foggy,Levi's,outdoors,grass,-115.0,1.0,1.869565217391304,0.8695652173913042,Y
10,R.Pearsall o19.5 Rec Yds,goodelleaks,San Francisco 49ers,r.pearsall,Detroit Lions,1.0,0.5,0,0.3333333333333333,0,0.2,0,52,6,71,0,Foggy,Levi's,outdoors,grass,-113.0,1.13,2.13,1.0,Y
11,R.Pearsall o13.5 Longest Reception,KyleJustBets,San Francisco 49ers,r.pearsall,Detroit Lions,1.0,0.375,0,0.6666666666666666,1,0.4,0,52,6,71,0,Foggy,Levi's,outdoors,grass,-120.0,1.0,1.8333333333333333,0.8333333333333335,Y
12,J.Williams o51.5 receiving yards,Rotowire Prizepicks_duplicate,Detroit Lions,j.williams,San Francisco 49ers,0.0,0.6923076923076923,1,0.6666666666666666,1,0.6,1,52,6,71,0,Foggy,Levi's,outdoors,grass,100.0,1.5,3.0,1.5,Y
13,T.Patrick o28.5 receiving yards,Rotowire Sleeper,Detroit Lions,t.patrick,San Francisco 49ers,0.0,0.4615384615384615,0,0.6666666666666666,1,0.8,1,52,6,71,0,Foggy,Levi's,outdoors,grass,100.0,1.5,3.0,1.5,X
14,D.Samuel o48.5 Rec Yds,LinesAtLunch,San Francisco 49ers,d.samuel,Detroit Lions,1.0,0.5384615384615384,1,0.3333333333333333,0,0.2,0,52,6,71,0,Foggy,Levi's,outdoors,grass,-116.0,1.16,2.16,0.9999999999999998,N
15,I.Guerendo o14.5 Longest Rush,The_Oddsmaker,San Francisco 49ers,i.guerendo,Detroit Lions,1.0,0.4545454545454545,0,1.0,1,0.8,1,52,6,71,0,Foggy,Levi's,outdoors,grass,-120.0,1.2,2.2,1.0000000000000002,N
16,J.Goff o245.5 passing yards,Rotowire Prizepicks,Detroit Lions,j.goff,San Francisco 49ers,0.0,0.6,1,1.0,1,0.8,1,52,6,71,0,Foggy,Levi's,outdoors,grass,100.0,1.5,3.0,1.5,Y
17,I.Guerendo o11.5 Rec Yds,ThePropfessor_,San Francisco 49ers,i.guerendo,Detroit Lions,1.0,0.2727272727272727,0,0.6666666666666666,1,0.6,1,52,6,71,0,Foggy,Levi's,outdoors,grass,-120.0,1.2,2.2,1.0000000000000002,Y
18,R.Pearsall u1.5 Recs,TopShelfAction,San Francisco 49ers,r.pearsall,Detroit Lions,1.0,0.5,0,0.6666666666666666,1,0.8,1,52,6,71,0,Foggy,Levi's,outdoors,grass,165.0,0.3,0.7949999999999999,0.4949999999999999,N
19,B.Purdy o18.5 Rush Yds,PvB_Bets,San Francisco 49ers,b.purdy,Detroit Lions,1.0,0.5,0,0.3333333333333333,0,0.4,0,52,6,71,0,Foggy,Levi's,outdoors,grass,-117.0,1.0,1.8547008547008548,0.8547008547008548,N
20,D.Samuel o9.5 rushing yards,Rotowire Prizepicks,San Francisco 49ers,d.samuel,Detroit Lions,1.0,0.5384615384615384,1,0.6666666666666666,1,0.4,0,52,3,74,0,Partly Cloudy,Levi's,outdoors,grass,100.0,1.5,3.0,1.5,Y
21,J.Goff o246.5 passing yards,Rotowire Prizepicks,Detroit Lions,j.goff,San Francisco 49ers,0.0,0.6,1,1.0,1,0.8,1,52,3,74,0,Partly Cloudy,Levi's,outdoors,grass,100.0,1.5,3.0,1.5,Y
