,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit,Over?,Under?,Prop Bets,Correct
0,A.Rodgers u32.5 Pass Att,Mjaybrxd,New York Jets,a.rodgers,Minnesota Vikings,0.0,0.5,0,0.3333333333333333,0,0.5,0,59,9,82,65,Mostly Cloudy,Tottenham,outdoors,grass,-110,1.0,1.9090909090909087,0.9090909090909092,0,1,Pass_Att,N
1,G.Wilson o0.5 rush_td+rec_td,theprophunter0_,New York Jets,g.wilson,Minnesota Vikings,0.0,0.25,0,0.3333333333333333,0,0.25,0,59,9,82,65,Mostly Cloudy,Tottenham,outdoors,grass,180,0.5,1.4,0.8999999999999999,1,0,Rush_TD+Rec_TD,Y
2,G.Zuerlein o1.5 FGs Made,theprophunter0_,New York Jets,g.zuerlein,Minnesota Vikings,0.0,0.25,0,0.3333333333333333,0,0.25,0,59,9,82,65,Mostly Cloudy,Tottenham,outdoors,grass,-110,1.1,2.1,1.0,1,0,FGM,N
3,M.Williams o27.8 Rec Yds,theprophunter0_,New York Jets,m.williams,Minnesota Vikings,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,59,9,82,65,Mostly Cloudy,Tottenham,outdoors,grass,-120,1.2,2.2,1.0000000000000002,1,0,Rec_Yds,N
4,J.Oliver o6.5 Rec Yds,shadybiev,Minnesota Vikings,j.oliver,New York Jets,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,59,9,82,65,Mostly Cloudy,Tottenham,outdoors,grass,-110,1.65,3.15,1.5,1,0,Rec_Yds,X
5,A.Jones o15.5 Rush Att,Proptology,Minnesota Vikings,a.jones,New York Jets,1.0,0.5,0,0.6666666666666666,1,0.5,0,59,9,82,65,Mostly Cloudy,Tottenham,outdoors,grass,-130,1.3,2.3,0.9999999999999998,1,0,Rush_Att,N
6,T.Conklin o2.5 Recs,KyleJustBets,New York Jets,t.conklin,Minnesota Vikings,0.0,0.5,0,0.6666666666666666,1,0.5,0,59,9,82,65,Mostly Cloudy,Tottenham,outdoors,grass,-155,1.0,1.6451612903225803,0.6451612903225805,1,0,Rec,Y
7,T.Conklin o24.5 Rec Yds,KyleJustBets,New York Jets,t.conklin,Minnesota Vikings,0.0,0.25,0,0.3333333333333333,0,0.25,0,59,9,82,65,Mostly Cloudy,Tottenham,outdoors,grass,-110,1.0,1.9090909090909087,0.9090909090909092,1,0,Rec_Yds,Y
8,T.Conklin o3.5 Receptions,KyleJustBets,New York Jets,t.conklin,Minnesota Vikings,0.0,0.5,0,0.6666666666666666,1,0.5,0,59,9,82,65,Mostly Cloudy,Tottenham,outdoors,grass,165,0.25,0.6625,0.4125,1,0,Rec,Y
9,T.Conklin o39.5 Receiving Yards,KyleJustBets,New York Jets,t.conklin,Minnesota Vikings,0.0,0.25,0,0.3333333333333333,0,0.25,0,59,9,82,65,Mostly Cloudy,Tottenham,outdoors,grass,220,0.25,0.8,0.55,1,0,Rec_Yds,Y
10,A.Jones u15.5 Rush Att,chrisgimino_,Minnesota Vikings,a.jones,New York Jets,1.0,0.5,0,0.3333333333333333,0,0.5,0,59,9,82,65,Mostly Cloudy,Tottenham,outdoors,grass,-110,1.0,1.9090909090909087,0.9090909090909092,0,1,Rush_Att,Y
11,M.Williams u2.5 Recs,cowhitchurch,New York Jets,m.williams,Minnesota Vikings,0.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,59,9,82,65,Mostly Cloudy,Tottenham,outdoors,grass,-114,1.14,2.14,0.9999999999999998,0,1,Rec,Y
12,M.Williams u2.5 Recs,The_Oddsmaker,New York Jets,m.williams,Minnesota Vikings,0.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,59,9,82,65,Mostly Cloudy,Tottenham,outdoors,grass,-114,1.14,2.14,0.9999999999999998,0,1,Rec,Y
13,G.Wilson o52.5 Rec Yds,charliedisturco,New York Jets,g.wilson,Minnesota Vikings,0.0,0.5,0,0.3333333333333333,0,0.5,0,59,9,82,65,Mostly Cloudy,Tottenham,outdoors,grass,-110,1.1,2.1,1.0,1,0,Rec_Yds,Y
14,G.Wilson o52.5 Rec Yds,GreenDotDaily,New York Jets,g.wilson,Minnesota Vikings,0.0,0.5,0,0.3333333333333333,0,0.5,0,59,9,82,65,Mostly Cloudy,Tottenham,outdoors,grass,-115,1.0,1.869565217391304,0.8695652173913042,1,0,Rec_Yds,Y
15,W.Reichard o1.5 FGs Made,PropBomb,Minnesota Vikings,w.reichard,New York Jets,1.0,0.5,0,0.6666666666666666,1,0.5,0,59,9,82,65,Mostly Cloudy,Tottenham,outdoors,grass,-115,1.15,2.1499999999999995,0.9999999999999996,1,0,FGM,Y
16,S.Darnold o0.5 Int,GDAWG5000,Minnesota Vikings,s.darnold,New York Jets,1.0,0.75,1,0.6666666666666666,1,0.75,1,59,9,82,65,Mostly Cloudy,Tottenham,outdoors,grass,-115,0.58,1.0843478260869563,0.5043478260869564,1,0,Int,Y
17,G.Wilson o52.5 Rec Yds,Markus_Markets,New York Jets,g.wilson,Minnesota Vikings,0.0,0.5,0,0.3333333333333333,0,0.5,0,59,9,82,65,Mostly Cloudy,Tottenham,outdoors,grass,-114,1.0,1.8771929824561404,0.8771929824561404,1,0,Rec_Yds,Y
18,T.Conklin o2.5 Recs,Theotherbabs,New York Jets,t.conklin,Minnesota Vikings,0.0,0.5,0,0.6666666666666666,1,0.5,0,59,9,82,65,Mostly Cloudy,Tottenham,outdoors,grass,-128,1.0,1.78125,0.78125,1,0,Rec,Y
19,M.Williams o17.5 Longest Reception,MillyProps,New York Jets,m.williams,Minnesota Vikings,0.0,1.0,1,1.0,1,1.0,1,59,9,82,65,Mostly Cloudy,Tottenham,outdoors,grass,-120,1.0,1.8333333333333333,0.8333333333333335,1,0,Rec_Lng,Y
20,G.Wilson o54.5 Rec Yds,sandyplashkes,New York Jets,g.wilson,Minnesota Vikings,0.0,0.5,0,0.3333333333333333,0,0.5,0,59,9,82,65,Mostly Cloudy,Tottenham,outdoors,grass,-114,1.14,2.14,0.9999999999999998,1,0,Rec_Yds,Y
