,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit,Over?,Under?,Prop Bets,Correct
0,P.Mahomes o0.5 Int,Theotherbabs,Kansas City Chiefs,p.mahomes,Tampa Bay Buccaneers,1,1.0,1,1.0,1,1.0,1,66,12,97,96,Rain,GEHA Field at Arrowhead Stadium,outdoors,grass,105.0,1.0,2.05,1.0499999999999998,1,0,Int,N
1,B.Mayfield o233.5 passing yards,Rotowire Prizepicks,Tampa Bay Buccaneers,b.mayfield,Kansas City Chiefs,0,0.625,1,1.0,1,0.8,1,63,9,100,91,Rain,GEHA Field at Arrowhead Stadium,outdoors,grass,100.0,1.5,3.0,1.5,1,0,Pass_Yds,N
2,N.Gray o20.5 receiving yards,Rotowire Sleeper,Kansas City Chiefs,n.gray,Tampa Bay Buccaneers,1,0.8333333333333334,1,1.0,1,0.8,1,62,9,100,84,Rain,GEHA Field at Arrowhead Stadium,outdoors,grass,100.0,1.5,3.0,1.5,1,0,Rec_Yds,N
3,X.Worthy o34.5 receiving yards,Rotowire Prizepicks,Kansas City Chiefs,x.worthy,Tampa Bay Buccaneers,1,0.4285714285714285,0,0.3333333333333333,0,0.4,0,62,9,100,84,Rain,GEHA Field at Arrowhead Stadium,outdoors,grass,100.0,1.5,3.0,1.5,1,0,Rec_Yds,N
4,R.White o28.5 rushing yards,Rotowire Prizepicks,Tampa Bay Buccaneers,r.white,Kansas City Chiefs,0,0.7142857142857143,1,1.0,1,0.8,1,62,9,100,84,Rain,GEHA Field at Arrowhead Stadium,outdoors,grass,100.0,1.5,3.0,1.5,1,0,Rush_Yds,N
5,B.Irving o32.5 rushing yards,Rotowire Prizepicks,Tampa Bay Buccaneers,b.irving,Kansas City Chiefs,0,0.75,1,0.6666666666666666,1,0.8,1,62,9,100,84,Rain,GEHA Field at Arrowhead Stadium,outdoors,grass,100.0,1.5,3.0,1.5,1,0,Rush_Yds,N
6,S.Perine o7.5 receiving yards,Rotowire Prizepicks,Kansas City Chiefs,s.perine,Tampa Bay Buccaneers,1,0.7142857142857143,1,1.0,1,0.8,1,62,9,100,84,Rain,GEHA Field at Arrowhead Stadium,outdoors,grass,100.0,1.5,3.0,1.5,1,0,Rec_Yds,Y
7,B.Irving o8.5 rush attempts,Rotowire Prizepicks,Tampa Bay Buccaneers,b.irving,Kansas City Chiefs,0,0.875,1,1.0,1,1.0,1,62,9,100,84,Rain,GEHA Field at Arrowhead Stadium,outdoors,grass,100.0,1.5,3.0,1.5,1,0,Rush_Att,N
8,R.White o29.5 rushing yards,Rotowire Prizepicks,Tampa Bay Buccaneers,r.white,Kansas City Chiefs,0,0.5714285714285714,1,0.6666666666666666,1,0.6,1,62,9,100,84,Rain,GEHA Field at Arrowhead Stadium,outdoors,grass,100.0,1.5,3.0,1.5,1,0,Rush_Yds,N
9,N.Gray o22.5 Rec Yds,PropBetGuy,Kansas City Chiefs,n.gray,Tampa Bay Buccaneers,1,0.8333333333333334,1,1.0,1,0.8,1,62,9,100,84,Rain,GEHA Field at Arrowhead Stadium,outdoors,grass,-110.0,1.1,2.1,1.0,1,0,Rec_Yds,N
10,B.Mayfield o22.5 Pass Comp,PlayerPropSavant,Tampa Bay Buccaneers,b.mayfield,Kansas City Chiefs,0,0.75,1,1.0,1,0.8,1,63,6,100,70,Rain,GEHA Field at Arrowhead Stadium,outdoors,grass,-105.0,1.58,3.084761904761905,1.5047619047619047,1,0,Cmp,Y
11,M.Hardman o7.5 receiving yards,Rotowire Prizepicks,Kansas City Chiefs,m.hardman,Tampa Bay Buccaneers,1,1.0,1,1.0,1,1.0,1,63,7,100,70,Rain,GEHA Field at Arrowhead Stadium,outdoors,grass,100.0,1.5,3.0,1.5,1,0,Rec_Yds,Y
12,P.Mahomes o33.5 pass attempts,Rotowire Prizepicks,Kansas City Chiefs,p.mahomes,Tampa Bay Buccaneers,1,0.4285714285714285,0,0.6666666666666666,1,0.6,1,63,7,100,70,Rain,GEHA Field at Arrowhead Stadium,outdoors,grass,100.0,1.5,3.0,1.5,1,0,Pass_Att,Y
13,B.Mayfield o15.5 Rush Yds,moneybadger24_,Tampa Bay Buccaneers,b.mayfield,Kansas City Chiefs,0,0.625,1,0.6666666666666666,1,0.6,1,63,6,100,70,Rain,GEHA Field at Arrowhead Stadium,outdoors,grass,-110.0,1.65,3.15,1.5,1,0,Rush_Yds,Y
14,R.White o7.5 rush attempts,Rotowire Prizepicks,Tampa Bay Buccaneers,r.white,Kansas City Chiefs,0,0.7142857142857143,1,0.6666666666666666,1,0.6,1,63,7,100,70,Rain,GEHA Field at Arrowhead Stadium,outdoors,grass,100.0,1.5,3.0,1.5,1,0,Rush_Att,N
15,S.Perine o7.5 Rec Yds,Markus_Markets,Kansas City Chiefs,s.perine,Tampa Bay Buccaneers,1,0.7142857142857143,1,1.0,1,0.8,1,62,6,100,65,Rain,GEHA Field at Arrowhead Stadium,outdoors,grass,-105.0,1.0,1.9523809523809523,0.9523809523809524,1,0,Rec_Yds,Y
16,B.Mayfield u35.5 Longest Completion,PropBetGuy,Tampa Bay Buccaneers,b.mayfield,Kansas City Chiefs,0,0.75,1,0.6666666666666666,1,0.8,1,62,6,100,65,Rain,GEHA Field at Arrowhead Stadium,outdoors,grass,-115.0,1.15,2.1499999999999995,0.9999999999999996,0,1,Pass_Lng,Y
17,B.Irving o14.5 Rec Yds,therocketplays,Tampa Bay Buccaneers,b.irving,Kansas City Chiefs,0,0.375,0,1.0,1,0.6,1,62,6,100,65,Rain,GEHA Field at Arrowhead Stadium,outdoors,grass,-120.0,1.2,2.2,1.0000000000000002,1,0,Rec_Yds,N
18,B.Mayfield u0.5 Int,boomerslocks,Tampa Bay Buccaneers,b.mayfield,Kansas City Chiefs,0,0.375,0,0.0,0,0.4,0,62,6,100,65,Rain,GEHA Field at Arrowhead Stadium,outdoors,grass,140.0,0.75,1.7999999999999998,1.0499999999999998,0,1,Int,Y
