,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit,Over?,Under?,Prop Bets,Correct
17,M.Nabers o59.5 Receiving Yards,Markus_Markets,New York Giants,m.nabers,Dallas Cowboys,0,0.6666666666666666,1,0.3333333333333333,0,0.4,0,54,10,38,0,Partly Cloudy,AT&amp;T,indoors,turf,-135.0,1.0,1.7407407407407407,0.7407407407407407,1,0,Rec_Yds,Y
18,M.Nabers o61.5 Rec Yds,charliedisturco,New York Giants,m.nabers,Dallas Cowboys,0,0.6666666666666666,1,0.3333333333333333,0,0.4,0,54,10,38,0,Partly Cloudy,AT&amp;T,indoors,turf,-114.0,1.14,2.14,0.9999999999999998,1,0,Rec_Yds,Y
19,R.Odunze o42.5 Rec Yds,RoyalsProps,Chicago Bears,r.odunze,Detroit Lions,0,0.2727272727272727,0,0.3333333333333333,0,0.4,0,40,10,60,6,Mostly Cloudy,Ford Field,indoors,turf,-115.0,1.15,2.1499999999999995,0.9999999999999996,1,0,Rec_Yds,N
20,R.Odunze o3.5 Recs,Markus_Markets,Chicago Bears,r.odunze,Detroit Lions,0,0.4545454545454545,0,0.6666666666666666,1,0.6,1,40,10,60,6,Mostly Cloudy,Ford Field,indoors,turf,-120.0,1.0,1.8333333333333333,0.8333333333333335,1,0,Rec,N
21,R.Odunze o19.5 Longest Reception,RoyalsProps,Chicago Bears,r.odunze,Detroit Lions,0,0.4545454545454545,0,0.3333333333333333,0,0.4,0,40,10,60,6,Mostly Cloudy,Ford Field,indoors,turf,-115.0,0.58,1.0843478260869563,0.5043478260869564,1,0,Rec_Lng,N
22,W.Robinson o30.5 receiving yards,Rotowire Prizepicks,New York Giants,w.robinson,Dallas Cowboys,0,0.6363636363636364,1,0.6666666666666666,1,0.4,0,54,10,38,0,Partly Cloudy,AT&amp;T,indoors,turf,100.0,1.5,3.0,1.5,1,0,Rec_Yds,N
23,C.Kmet u35.5 receiving yards,Rotowire Prizepicks,Chicago Bears,c.kmet,Detroit Lions,0,0.5,0,0.3333333333333333,0,0.4,0,40,10,60,6,Mostly Cloudy,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,0,1,Rec_Yds,Y
24,J.Jacobs o71.5 rushing yards,Rotowire Prizepicks,Green Bay Packers,j.jacobs,Miami Dolphins,1,0.7272727272727273,1,1.0,1,1.0,1,28,13,66,8,Snow,Lambeau Field,outdoors,grass,100.0,1.5,3.0,1.5,1,0,Rush_Yds,N
25,C.Kmet u33.5 Rec Yds,GDAWG5000,Chicago Bears,c.kmet,Detroit Lions,0,0.4,0,0.3333333333333333,0,0.4,0,40,12,60,6,Mostly Cloudy,Ford Field,indoors,turf,-110.0,0.55,1.05,0.5,0,1,Rec_Yds,Y
26,C.Kmet u33.5 Rec Yds,The_Oddsmaker,Chicago Bears,c.kmet,Detroit Lions,0,0.4,0,0.3333333333333333,0,0.4,0,40,12,60,6,Mostly Cloudy,Ford Field,indoors,turf,-115.0,1.15,2.1499999999999995,0.9999999999999996,0,1,Rec_Yds,Y
27,D.Montgomery o74.5 Rush + Rec Yds,moneybadger24_,Detroit Lions,d.montgomery,Chicago Bears,1,0.5454545454545454,1,0.3333333333333333,0,0.4,0,40,12,60,6,Mostly Cloudy,Ford Field,indoors,turf,100.0,1.0,2.0,1.0,1,0,Rush_Yds+Rec_Yds,Y
28,C.Kmet u33.5 Rec Yds,convince_me,Chicago Bears,c.kmet,Detroit Lions,0,0.4,0,0.3333333333333333,0,0.4,0,40,12,60,6,Mostly Cloudy,Ford Field,indoors,turf,-115.0,1.0,1.869565217391304,0.8695652173913042,0,1,Rec_Yds,Y
29,T.Patrick u22.5 receiving yards,Rotowire Prizepicks,Detroit Lions,t.patrick,Chicago Bears,1,0.4444444444444444,0,0.3333333333333333,0,0.4,0,40,12,60,6,Mostly Cloudy,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,0,1,Rec_Yds,N
30,R.Dowdle o14.5 receiving yards,Rotowire Prizepicks,Dallas Cowboys,r.dowdle,New York Giants,1,0.6,1,0.0,0,0.4,0,53,10,38,4,Partly Cloudy,AT&amp;T,indoors,turf,100.0,1.5,3.0,1.5,1,0,Rec_Yds,N
31,D.Moore o4.5 Recs,wheatonbrando_duplicate,Chicago Bears,d.moore,Detroit Lions,0,0.5454545454545454,1,0.6666666666666666,1,0.4,0,39,12,62,3,Mostly Cloudy,Ford Field,indoors,turf,-114.0,1.0,1.8771929824561404,0.8771929824561404,1,0,Rec,Y
32,D.Moore o6.5 Receptions,wheatonbrando_duplicate,Chicago Bears,d.moore,Detroit Lions,0,0.2727272727272727,0,0.6666666666666666,1,0.4,0,39,12,62,3,Mostly Cloudy,Ford Field,indoors,turf,320.0,0.4,1.6800000000000002,1.2800000000000002,1,0,Rec,Y
33,D.Swift o12.5 Rush Att,LCSports,Chicago Bears,d.swift,Detroit Lions,0,0.9090909090909092,1,1.0,1,1.0,1,39,12,62,3,Mostly Cloudy,Ford Field,indoors,turf,-125.0,0.5,0.9,0.4,1,0,Rush_Att,N
34,C.Rush o203.5 Pass Yds,LCSports,Dallas Cowboys,c.rush,New York Giants,1,0.4,0,0.6666666666666666,1,0.4,0,50,12,39,0,Partly Cloudy,AT&amp;T,indoors,turf,-115.0,0.5,0.934782608695652,0.4347826086956521,1,0,pass yds,N
35,J.Tolbert o21.5 receiving yards,Rotowire Prizepicks,Dallas Cowboys,j.tolbert,New York Giants,1,0.6363636363636364,1,0.3333333333333333,0,0.4,0,50,12,39,0,Partly Cloudy,AT&amp;T,indoors,turf,100.0,1.5,3.0,1.5,1,0,Rec_Yds,Y
36,J.Gibbs o17.5 longest rush yards,Jared Hochman,Detroit Lions,j.gibbs,Chicago Bears,1,0.7272727272727273,1,0.6666666666666666,1,0.8,1,39,12,62,3,Mostly Cloudy,Ford Field,indoors,turf,100.0,0.75,1.5,0.75,1,0,Rush_Lng,Y
37,C.Rush o205.5 pass yards,Jared Hochman,Dallas Cowboys,c.rush,New York Giants,1,0.4,0,0.6666666666666666,1,0.4,0,50,12,39,0,Partly Cloudy,AT&amp;T,indoors,turf,100.0,0.75,1.5,0.75,1,0,pass yards,N
38,R.Odunze o43.5 Rec Yds,charliedisturco,Chicago Bears,r.odunze,Detroit Lions,0,0.2727272727272727,0,0.3333333333333333,0,0.4,0,39,12,62,3,Mostly Cloudy,Ford Field,indoors,turf,-110.0,1.1,2.1,1.0,1,0,Rec_Yds,N
39,C.Williams o31.5 Rush Yds,CroweRadio,Chicago Bears,c.williams,Detroit Lions,0,0.5454545454545454,1,0.6666666666666666,1,0.6,1,38,10,61,4,Overcast,Ford Field,indoors,turf,-110.0,0.25,0.4772727272727273,0.2272727272727273,1,0,Rush_Yds,Y
40,C.Williams o261.5 Pass + Rush Yds,PlayerPropSavant,Chicago Bears,c.williams,Detroit Lions,0,0.4545454545454545,0,0.6666666666666666,1,0.4,0,38,10,61,4,Overcast,Ford Field,indoors,turf,-114.0,1.14,2.14,0.9999999999999998,1,0,Pass_Yds+Rush_Yds,Y
41,R.Dowdle o15.5 Rush Att,ThePropfessor_,Dallas Cowboys,r.dowdle,New York Giants,1,0.2,0,0.3333333333333333,0,0.2,0,52,16,37,2,Partly Cloudy,AT&amp;T,indoors,turf,-120.0,1.2,2.2,1.0000000000000002,1,0,Rush_Att,Y
42,L.Schoonmaker u3.5 Recs,cawright95,Dallas Cowboys,l.schoonmaker,New York Giants,1,0.6666666666666666,1,0.6666666666666666,1,0.8,1,52,16,37,2,Partly Cloudy,AT&amp;T,indoors,turf,-140.0,1.4,2.4,1.0,0,1,Rec,N
43,B.Cooks o22.5 receiving yards,Rotowire Sleeper,Dallas Cowboys,b.cooks,New York Giants,1,0.25,0,0.0,0,0.25,0,52,10,37,2,Partly Cloudy,AT&amp;T,indoors,turf,100.0,1.5,3.0,1.5,1,0,Rec_Yds,N
44,D.Montgomery o0.5 rush_td+rec_td,JBBets1,Detroit Lions,d.montgomery,Chicago Bears,1,0.8181818181818182,1,1.0,1,0.8,1,39,9,61,4,Overcast,Ford Field,indoors,turf,-140.0,1.0,1.7142857142857144,0.7142857142857144,1,0,Rush_TD+Rec_TD,N
45,D.Moore o52.5 Rec Yds,rsura__duplicate,Chicago Bears,d.moore,Detroit Lions,0,0.4545454545454545,0,0.6666666666666666,1,0.4,0,39,9,61,4,Overcast,Ford Field,indoors,turf,-110.0,1.1,2.1,1.0,1,0,Rec_Yds,Y
46,M.Nabers o67.5 Rec Yds,Theotherbabs,New York Giants,m.nabers,Dallas Cowboys,0,0.4444444444444444,0,0.0,0,0.2,0,52,16,37,2,Partly Cloudy,AT&amp;T,indoors,turf,-115.0,1.0,1.869565217391304,0.8695652173913042,1,0,Rec_Yds,Y
47,J.Gibbs o16.5 Longest Rush,KyleJustBets,Detroit Lions,j.gibbs,Chicago Bears,1,0.8181818181818182,1,1.0,1,1.0,1,39,9,61,4,Overcast,Ford Field,indoors,turf,-110.0,1.0,1.9090909090909087,0.9090909090909092,1,0,Rush_Lng,Y
48,C.Lamb o6.5 Recs,KyleJustBets,Dallas Cowboys,c.lamb,New York Giants,1,0.5454545454545454,1,0.6666666666666666,1,0.8,1,52,16,37,2,Partly Cloudy,AT&amp;T,indoors,turf,-115.0,0.75,1.402173913043478,0.652173913043478,1,0,Rec,N
49,D.Moore o5.5 Recs,Theotherbabs_duplicate,Chicago Bears,d.moore,Detroit Lions,0,0.3636363636363636,0,0.6666666666666666,1,0.4,0,39,9,61,4,Overcast,Ford Field,indoors,turf,135.0,1.0,2.35,1.35,1,0,Rec,Y
50,D.Slayton o39.5 Receiving Yards,therocketplays,New York Giants,d.slayton,Dallas Cowboys,0,0.5,0,0.6666666666666666,1,0.6,1,48,16,38,2,Clear,AT&amp;T,indoors,turf,250.0,0.5,1.75,1.25,1,0,Rec_Yds,N
51,D.Slayton o59.5 Receiving Yards,therocketplays,New York Giants,d.slayton,Dallas Cowboys,0,0.2,0,0.3333333333333333,0,0.2,0,48,16,38,2,Clear,AT&amp;T,indoors,turf,650.0,0.25,1.875,1.625,1,0,Rec_Yds,N
52,M.Nabers o67.5 Rec Yds,rsura_,New York Giants,m.nabers,Dallas Cowboys,0,0.4444444444444444,0,0.0,0,0.2,0,48,16,38,2,Clear,AT&amp;T,indoors,turf,-115.0,1.15,2.1499999999999995,0.9999999999999996,1,0,Rec_Yds,Y
53,D.Slayton o21.5 Rec Yds,charliedisturco,New York Giants,d.slayton,Dallas Cowboys,0,0.7,1,0.6666666666666666,1,0.6,1,48,16,38,2,Clear,AT&amp;T,indoors,turf,-114.0,1.14,2.14,0.9999999999999998,1,0,Rec_Yds,N
54,T.Kraft o31.5 Rec Yds,Invisibleinsider,Green Bay Packers,t.kraft,Miami Dolphins,1,0.5454545454545454,1,0.3333333333333333,0,0.6,1,27,12,68,12,Snow,Lambeau Field,outdoors,grass,-110.0,0.5,0.9545454545454546,0.4545454545454546,1,0,Rec_Yds,Y
55,D.Wicks u3.5 Recs,PvB_Bets,Green Bay Packers,d.wicks,Miami Dolphins,1,0.9090909090909092,1,1.0,1,1.0,1,28,13,68,22,Overcast,Lambeau Field,outdoors,grass,-130.0,1.0,1.7692307692307692,0.7692307692307692,0,1,Rec,N
56,E.Wilson o16.5 Rush Yds,ThePropfessor_,Green Bay Packers,e.wilson,Miami Dolphins,1,0.7272727272727273,1,1.0,1,0.6,1,28,13,68,22,Overcast,Lambeau Field,outdoors,grass,-110.0,1.1,2.1,1.0,1,0,Rush_Yds,Y
57,J.Jacobs u79.5 rushing yards,Rotowire Prizepicks,Green Bay Packers,j.jacobs,Miami Dolphins,1,0.5454545454545454,1,0.3333333333333333,0,0.4,0,28,13,68,22,Overcast,Lambeau Field,outdoors,grass,100.0,1.5,3.0,1.5,0,1,Rush_Yds,Y
58,J.Reed o49.5 Receiving Yards,Markus_Markets,Green Bay Packers,j.reed,Miami Dolphins,1,0.5454545454545454,1,0.3333333333333333,0,0.4,0,27,10,68,22,Overcast,Lambeau Field,outdoors,grass,-112.0,1.0,1.8928571428571428,0.8928571428571428,1,0,Rec_Yds,N
59,D.Swift u13.5 Rush Att,chrisgimino_,Chicago Bears,d.swift,Detroit Lions,0,0.2727272727272727,0,0.3333333333333333,0,0.2,0,39,9,61,4,Overcast,Ford Field,indoors,turf,-120.0,0.83,1.5216666666666667,0.6916666666666668,0,1,Rush_Att,Y
60,T.Tracy o14.5 Rush Att,chrisgimino_,New York Giants,t.tracy,Dallas Cowboys,0,0.4545454545454545,0,0.6666666666666666,1,0.6,1,48,16,38,2,Clear,AT&amp;T,indoors,turf,110.0,1.0,2.1,1.1,1,0,Rush_Att,N
61,D.Wicks u41.5 Rec Yds,chrisgimino_,Green Bay Packers,d.wicks,Miami Dolphins,1,0.8181818181818182,1,1.0,1,0.8,1,27,10,68,22,Overcast,Lambeau Field,outdoors,grass,-105.0,0.95,1.8547619047619048,0.9047619047619048,0,1,Rec_Yds,Y
62,D.Moore o35.5 receiving yards,Rotowire Sleeper_duplicate,Chicago Bears,d.moore,Detroit Lions,0,0.5454545454545454,1,0.6666666666666666,1,0.4,0,39,9,61,4,Overcast,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,1,0,Rec_Yds,Y
63,T.Hill u67.5 rushing + receiving yards,Rotowire Prizepicks_duplicate,Miami Dolphins,t.hill,Green Bay Packers,0,0.6363636363636364,1,1.0,1,0.6,1,27,10,68,22,Overcast,Lambeau Field,outdoors,grass,100.0,1.5,3.0,1.5,0,1,rushing + receiving yards,N
64,J.Jacobs o65.5 rushing yards,Rotowire Sleeper,Green Bay Packers,j.jacobs,Miami Dolphins,1,0.7272727272727273,1,1.0,1,1.0,1,27,10,68,22,Overcast,Lambeau Field,outdoors,grass,100.0,1.5,3.0,1.5,1,0,Rush_Yds,N
65,J.Jacobs o85.5 rushing + receiving yards,Rotowire Sleeper,Green Bay Packers,j.jacobs,Miami Dolphins,1,0.8181818181818182,1,1.0,1,1.0,1,27,10,68,22,Overcast,Lambeau Field,outdoors,grass,100.0,1.5,3.0,1.5,1,0,rushing + receiving yards,Y
