Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit,Over?,Under?,Prop Bets
A.Kamara o4.5 Recs,therocketplays,New Orleans Saints,a.kamara,Denver Broncos,1.0,0.6666666666666666,1,1.0,1,0.6,1,64,5,50,0,Clear,Caesars Superdome,indoors,turf,-125.0,1.25,2.25,1.0,,,
A.Kamara o4.5 Recs,shadybiev,New Orleans Saints,a.kamara,Denver Broncos,1.0,0.6666666666666666,1,1.0,1,0.6,1,65,5,48,0,Clear,Caesars Superdome,indoors,turf,-120.0,1.8,3.3000000000000003,1.5000000000000002,,,
J.Johnson o2.5 Recs,GreenDotDaily,New Orleans Saints,j.johnson,Denver Broncos,1.0,0.5,0,0.6666666666666666,1,0.5,0,65,5,48,0,Clear,Caesars Superdome,indoors,turf,-140.0,1.0,1.7142857142857144,0.7142857142857144,,,
A.Kamara o4.5 Recs,ThePropfessor_,New Orleans Saints,a.kamara,Denver Broncos,1.0,0.6666666666666666,1,1.0,1,0.6,1,65,5,50,0,Clear,Caesars Superdome,indoors,turf,-128.0,1.28,2.28,1.0000000000000002,,,
B.Means u16.5 Longest Reception,PropBetGuy,New Orleans Saints,b.means,Denver Broncos,1.0,1.0,1,1.0,1,1.0,1,65,5,48,0,Clear,Caesars Superdome,indoors,turf,-110.0,1.1,2.1,1.0,,,
D.Vele o15.5 Longest Reception,MJCLocks,Denver Broncos,d.vele,New Orleans Saints,0.0,0.5,0,0.5,0,0.5,0,65,5,48,0,Clear,Caesars Superdome,indoors,turf,-110.0,0.75,1.431818181818182,0.6818181818181819,,,
A.Kamara u72.5 Rush Yds,gneiffer07,New Orleans Saints,a.kamara,Denver Broncos,1.0,0.3333333333333333,0,0.6666666666666666,1,0.4,0,64,6,52,0,Clear,Caesars Superdome,indoors,turf,-115.0,1.15,2.1499999999999995,0.9999999999999996,,,
J.Williams u46.5 Rush Yds,gneiffer07,Denver Broncos,j.williams,New Orleans Saints,0.0,0.6666666666666666,1,0.3333333333333333,0,0.6,1,64,6,52,0,Clear,Caesars Superdome,indoors,turf,-120.0,1.2,2.2,1.0000000000000002,,,
J.Williams u47.5 Rush Yds,kylemurray03,Denver Broncos,j.williams,New Orleans Saints,0.0,0.6666666666666666,1,0.3333333333333333,0,0.6,1,64,5,50,0,Clear,Caesars Superdome,indoors,turf,-120.0,1.2,2.2,1.0000000000000002,,,
J.McLaughlin u19.5 Rush Yds,Theotherbabs,Denver Broncos,j.mclaughlin,New Orleans Saints,0.0,0.5,0,0.3333333333333333,0,0.6,1,65,5,48,0,Clear,Caesars Superdome,indoors,turf,-110.0,1.0,1.9090909090909087,0.9090909090909092,,,
