Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit
A.Ekeler o39.5 Receiving Yards,PlayerPropSavant,Washington Commanders,a.ekeler,Philadelphia Eagles,0.0,0.4285714285714285,0,0.3333333333333333,0,0.4,0,39,9,52,1,Partly Cloudy,Lincoln Financial Field,outdoors,grass,240,0.5,1.7,1.2
A.Ekeler o25.5 Rec Yds,PlayerPropSavant,Washington Commanders,a.ekeler,Philadelphia Eagles,0.0,0.5714285714285714,1,0.6666666666666666,1,0.6,1,39,9,52,1,Partly Cloudy,Lincoln Financial Field,outdoors,grass,-114,1.14,2.14,0.9999999999999998
Z.Ertz o31.5 receiving yards,Rotowire Sleeper,Washington Commanders,z.ertz,Philadelphia Eagles,0.0,0.5263157894736842,1,0.3333333333333333,0,0.4,0,39,9,52,1,Partly Cloudy,Lincoln Financial Field,outdoors,grass,100,1.5,3.0,1.5
T.Johnson o6.5 receiving yards,Rotowire Prizepicks_duplicate,Buffalo Bills,t.johnson,Kansas City Chiefs,0.0,0.5,0,1.0,1,0.8,1,32,3,51,0,Clear,GEHA Field at Arrowhead,outdoors,grass,100,1.5,3.0,1.5
A.Brown o60.5 receiving yards,Rotowire Sleeper,Philadelphia Eagles,a.brown,Washington Commanders,1.0,0.6666666666666666,1,0.0,0,0.4,0,39,9,52,1,Partly Cloudy,Lincoln Financial Field,outdoors,grass,100,1.5,3.0,1.5
T.Kelce u71.5 receiving yards,Rotowire Prizepicks,Kansas City Chiefs,t.kelce,Buffalo Bills,1.0,0.7058823529411765,1,0.3333333333333333,0,0.6,1,31,2,48,0,Clear,GEHA Field at Arrowhead,outdoors,grass,100,1.5,3.0,1.5
D.Brown u42.5 Rec Yds,rsura_,Washington Commanders,d.brown,Philadelphia Eagles,0.0,0.7647058823529411,1,0.3333333333333333,0,0.4,0,39,10,50,0,Partly Cloudy,Lincoln Financial Field,outdoors,grass,-113,1.13,2.13,1.0
N.Gray o15.5 receiving yards,Rotowire Prizepicks,Kansas City Chiefs,n.gray,Buffalo Bills,1.0,0.6470588235294118,1,0.0,0,0.2,0,32,3,49,0,Clear,GEHA Field at Arrowhead,outdoors,grass,100,1.5,3.0,1.5
J.Dotson o3.5 Rec Yds,rsura_,Philadelphia Eagles,j.dotson,Washington Commanders,1.0,0.8,1,0.6666666666666666,1,0.8,1,39,9,52,0,Mostly Cloudy,Lincoln Financial Field,outdoors,grass,-110,1.1,2.1,1.0
D.Goedert o40.5 Rec Yds,LCSports,Philadelphia Eagles,d.goedert,Washington Commanders,1.0,0.5,0,1.0,1,0.6,1,39,9,52,0,Mostly Cloudy,Lincoln Financial Field,outdoors,grass,-110,0.5,0.9545454545454546,0.4545454545454546
A.Ekeler o27.5 Rec Yds,sandyplashkes,Washington Commanders,a.ekeler,Philadelphia Eagles,0.0,0.5,0,0.3333333333333333,0,0.4,0,39,9,52,0,Mostly Cloudy,Lincoln Financial Field,outdoors,grass,-112,1.12,2.12,1.0
A.Brown o67.5 Rec Yds,Mjaybrxd,Philadelphia Eagles,a.brown,Washington Commanders,1.0,0.5333333333333333,1,0.0,0,0.4,0,39,9,52,0,Mostly Cloudy,Lincoln Financial Field,outdoors,grass,-110,1.0,1.9090909090909087,0.9090909090909092
D.Goedert o40.5 Rec Yds,goodelleaks,Philadelphia Eagles,d.goedert,Washington Commanders,1.0,0.5,0,1.0,1,0.6,1,39,12,48,0,Mostly Cloudy,Lincoln Financial Field,outdoors,grass,-110,0.5,0.9545454545454546,0.4545454545454546
J.Dotson o3.5 receiving yards,Rotowire Prizepicks,Philadelphia Eagles,j.dotson,Washington Commanders,1.0,0.8,1,0.6666666666666666,1,0.8,1,39,12,48,0,Mostly Cloudy,Lincoln Financial Field,outdoors,grass,100,1.5,3.0,1.5
D.Goedert o40.5 Rec Yds,the_degenerates,Philadelphia Eagles,d.goedert,Washington Commanders,1.0,0.5,0,1.0,1,0.6,1,39,12,48,0,Mostly Cloudy,Lincoln Financial Field,outdoors,grass,-108,1.08,2.08,1.0
A.Ekeler o25.5 Rec Yds,FirefighterBets,Washington Commanders,a.ekeler,Philadelphia Eagles,0.0,0.5714285714285714,1,0.6666666666666666,1,0.6,1,39,12,48,0,Mostly Cloudy,Lincoln Financial Field,outdoors,grass,-110,1.0,1.9090909090909087,0.9090909090909092
D.Goedert o36.5 Rec Yds,FirefighterBets,Philadelphia Eagles,d.goedert,Washington Commanders,1.0,0.5833333333333334,1,1.0,1,0.6,1,39,12,48,0,Mostly Cloudy,Lincoln Financial Field,outdoors,grass,-115,1.0,1.869565217391304,0.8695652173913042
D.Brown o39.5 Rec Yds,shadybiev,Washington Commanders,d.brown,Philadelphia Eagles,0.0,0.2352941176470588,0,0.6666666666666666,1,0.6,1,39,12,48,0,Mostly Cloudy,Lincoln Financial Field,outdoors,grass,-113,1.69,3.185575221238938,1.495575221238938
D.Goedert o38.5 Rec Yds,Zerillo,Philadelphia Eagles,d.goedert,Washington Commanders,1.0,0.5,0,1.0,1,0.6,1,39,12,48,0,Mostly Cloudy,Lincoln Financial Field,outdoors,grass,-110,0.28,0.5345454545454547,0.2545454545454546
K.Coleman o19.5 Rec Yds,convince_me,Buffalo Bills,k.coleman,Kansas City Chiefs,0.0,0.7142857142857143,1,0.3333333333333333,0,0.4,0,32,5,51,0,Clear,GEHA Field at Arrowhead,outdoors,grass,-110,1.0,1.9090909090909087,0.9090909090909092
K.Coleman o19.5 Rec Yds,The_Oddsmaker,Buffalo Bills,k.coleman,Kansas City Chiefs,0.0,0.7142857142857143,1,0.3333333333333333,0,0.4,0,32,5,51,0,Clear,GEHA Field at Arrowhead,outdoors,grass,-110,1.1,2.1,1.0
D.Knox o13.5 Rec Yds,Markus_Markets,Buffalo Bills,d.knox,Kansas City Chiefs,0.0,0.5,0,0.3333333333333333,0,0.6,1,32,5,51,0,Clear,GEHA Field at Arrowhead,outdoors,grass,-125,1.0,1.8,0.8
K.Coleman o20.5 Rec Yds,Zerillo,Buffalo Bills,k.coleman,Kansas City Chiefs,0.0,0.7142857142857143,1,0.3333333333333333,0,0.4,0,33,5,46,0,Clear,GEHA Field at Arrowhead,outdoors,grass,-110,0.28,0.5345454545454547,0.2545454545454546
K.Hunt o6.5 Rec Yds,rsura_,Kansas City Chiefs,k.hunt,Buffalo Bills,1.0,0.5,0,0.3333333333333333,0,0.4,0,33,5,46,0,Clear,GEHA Field at Arrowhead,outdoors,grass,-105,1.05,2.05,0.9999999999999998
D.Goedert o40.5 Rec Yds,KyleJustBets,Philadelphia Eagles,d.goedert,Washington Commanders,1.0,0.5,0,1.0,1,0.6,1,42,11,48,0,Mostly Cloudy,Lincoln Financial Field,outdoors,grass,-115,1.0,1.869565217391304,0.8695652173913042
K.Shakir o56.5 Rec Yds,KyleJustBets,Buffalo Bills,k.shakir,Kansas City Chiefs,0.0,0.5294117647058824,1,0.6666666666666666,1,0.4,0,33,5,46,0,Clear,GEHA Field at Arrowhead,outdoors,grass,-115,1.0,1.869565217391304,0.8695652173913042
S.Perine o8.5 receiving yards,Rotowire Prizepicks,Kansas City Chiefs,s.perine,Buffalo Bills,1.0,0.8235294117647058,1,1.0,1,1.0,1,33,5,46,0,Clear,GEHA Field at Arrowhead,outdoors,grass,100,1.5,3.0,1.5
K.Hunt o6.5 receiving yards,Rotowire Prizepicks,Kansas City Chiefs,k.hunt,Buffalo Bills,1.0,0.5,0,0.3333333333333333,0,0.4,0,33,5,46,0,Clear,GEHA Field at Arrowhead,outdoors,grass,100,1.5,3.0,1.5
