Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit
K.Murray o226.5 passing + rushing yards,Rotowire Prizepicks,Arizona Cardinals,k.murray,New York Jets,1,0.625,1,0.6666666666666666,1,0.6,1,80,2,13,1,Clear,Allianz,outdoors,grass,100.0,1.5,3.0,1.5
J.Hurts o243.5 passing + rushing yards,Rotowire Sleeper,Philadelphia Eagles,j.hurts,Dallas Cowboys,0,0.7142857142857143,1,0.6666666666666666,1,0.6,1,75,3,45,0,Clear,AT&amp;T,indoors,turf,100.0,1.5,3.0,1.5
B.Purdy o276.5 Pass + Rush Yds,TopShelfAction,San Francisco 49ers,b.purdy,Tampa Bay Buccaneers,0,0.625,1,0.3333333333333333,0,0.6,1,86,9,57,2,Rain,Raymond James,outdoors,grass,-114.0,1.0,1.8771929824561404,0.8771929824561404
C.Stroud o248.5 passing + rushing yards,Rotowire Sleeper,Houston Texans,c.stroud,Detroit Lions,1,0.5555555555555556,1,0.6666666666666666,1,0.6,1,76,5,79,0,Foggy,NRG,indoors,turf,100.0,1.5,3.0,1.5
