Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit
C.Santos u1.5 FGs Made,nick_giffen,Chicago Bears,c.santos,New England Patriots,1.0,0.7142857142857143,1,1.0,1,1.0,1,61,16,65,25,Rain,Soldier Field,outdoors,grass,-105.0,1.05,2.05,0.9999999999999998
C.Williams u29.5 Pass Att,GDAWG5000,Chicago Bears,c.williams,New England Patriots,1.0,0.7142857142857143,1,1.0,1,0.8,1,61,16,67,18,Rain,Soldier Field,outdoors,grass,-115.0,0.58,1.0843478260869563,0.5043478260869564
C.Williams u29.5 Pass Att,nick_giffen,Chicago Bears,c.williams,New England Patriots,1.0,0.7142857142857143,1,1.0,1,0.8,1,61,16,67,18,Rain,Soldier Field,outdoors,grass,-114.0,1.14,2.14,0.9999999999999998
C.Williams u29.5 Pass Att,The_Oddsmaker,Chicago Bears,c.williams,New England Patriots,1.0,0.7142857142857143,1,1.0,1,0.8,1,61,16,67,18,Rain,Soldier Field,outdoors,grass,-114.0,1.14,2.14,0.9999999999999998
C.Williams u29.5 Pass Att,millmanc,Chicago Bears,c.williams,New England Patriots,1.0,0.7142857142857143,1,1.0,1,0.8,1,57,10,70,17,Mostly Cloudy,Soldier Field,outdoors,grass,-115.0,0.75,1.402173913043478,0.652173913043478
C.Williams u29.5 Pass Att,convince_me,Chicago Bears,c.williams,New England Patriots,1.0,0.7142857142857143,1,1.0,1,0.8,1,57,10,70,17,Mostly Cloudy,Soldier Field,outdoors,grass,-114.0,1.0,1.8771929824561404,0.8771929824561404
P.Mahomes o33.5 Longest Completion,TopShelfAction,Kansas City Chiefs,p.mahomes,Denver Broncos,1.0,0.5714285714285714,1,0.3333333333333333,0,0.4,0,59,10,65,0,Clear,GEHA Field at Arrowhead Stadium,outdoors,grass,-114.0,1.0,1.8771929824561404,0.8771929824561404
K.Cousins o34.5 Longest Completion,TopShelfAction,Atlanta Falcons,k.cousins,New Orleans Saints,0.0,0.75,1,0.6666666666666666,1,0.8,1,77,10,88,53,Rain,Caesars Superdome,indoors,turf,-120.0,1.0,1.8333333333333333,0.8333333333333335
J.Hurts o243.5 passing + rushing yards,Rotowire Sleeper,Philadelphia Eagles,j.hurts,Dallas Cowboys,0.0,0.7142857142857143,1,0.6666666666666666,1,0.6,1,75,3,45,0,Clear,AT&amp;T,indoors,turf,100.0,1.5,3.0,1.5
B.Purdy o276.5 Pass + Rush Yds,TopShelfAction,San Francisco 49ers,b.purdy,Tampa Bay Buccaneers,0.0,0.625,1,0.3333333333333333,0,0.6,1,86,9,57,2,Rain,Raymond James,outdoors,grass,-114.0,1.0,1.8771929824561404,0.8771929824561404
C.Stroud o225.5 passing yards,Rotowire Prizepicks,Houston Texans,c.stroud,Detroit Lions,1.0,0.5555555555555556,1,0.3333333333333333,0,0.4,0,76,5,82,9,Partly Cloudy,NRG,indoors,turf,100.0,1.5,3.0,1.5
C.Stroud o226.5 passing yards,Rotowire Prizepicks,Houston Texans,c.stroud,Detroit Lions,1.0,0.5555555555555556,1,0.3333333333333333,0,0.4,0,76,5,82,9,Partly Cloudy,NRG,indoors,turf,100.0,1.5,3.0,1.5
C.Stroud o224.5 passing yards,Rotowire Prizepicks,Houston Texans,c.stroud,Detroit Lions,1.0,0.5555555555555556,1,0.3333333333333333,0,0.4,0,76,5,72,6,Partly Cloudy,NRG,indoors,turf,100.0,1.5,3.0,1.5
J.Hurts o199.5 passing yards,Rotowire Sleeper,Philadelphia Eagles,j.hurts,Dallas Cowboys,0.0,0.5714285714285714,1,0.6666666666666666,1,0.6,1,75,3,46,0,Clear,AT&amp;T,indoors,turf,100.0,1.5,3.0,1.5
D.Carr o195.5 passing yards,Rotowire Prizepicks,New Orleans Saints,d.carr,Atlanta Falcons,1.0,0.6,1,0.3333333333333333,0,0.6,1,77,12,94,50,Rain,Caesars Superdome,indoors,turf,100.0,1.5,3.0,1.5
C.Stroud o231.5 passing yards,Rotowire Sleeper,Houston Texans,c.stroud,Detroit Lions,1.0,0.5555555555555556,1,0.3333333333333333,0,0.4,0,77,3,79,2,Partly Cloudy,NRG,indoors,turf,100.0,1.5,3.0,1.5
D.Carr o196.5 passing yards,Rotowire Prizepicks,New Orleans Saints,d.carr,Atlanta Falcons,1.0,0.6,1,0.3333333333333333,0,0.6,1,79,9,85,58,Rain,Caesars Superdome,indoors,turf,100.0,1.5,3.0,1.5
D.Carr o197.5 passing yards,Rotowire Sleeper,New Orleans Saints,d.carr,Atlanta Falcons,1.0,0.6,1,0.3333333333333333,0,0.6,1,79,9,85,58,Rain,Caesars Superdome,indoors,turf,100.0,1.5,3.0,1.5
C.Stroud o230.5 passing yards,Rotowire Prizepicks,Houston Texans,c.stroud,Detroit Lions,1.0,0.5555555555555556,1,0.3333333333333333,0,0.4,0,76,5,79,0,Foggy,NRG,indoors,turf,100.0,1.5,3.0,1.5
D.Douglas u16.5 Longest Reception,nick_giffen,New England Patriots,d.douglas,Chicago Bears,0.0,0.5714285714285714,1,0.6666666666666666,1,0.6,1,60,15,75,25,Rain,Soldier Field,outdoors,grass,-105.0,1.05,2.05,0.9999999999999998
J.Jefferson u94.5 receiving yards,Rotowire Prizepicks,Minnesota Vikings,j.jefferson,Jacksonville Jaguars,0.0,0.7142857142857143,1,0.6666666666666666,1,0.8,1,80,13,74,8,Rain,TIAA Bank,outdoors,grass,100.0,1.5,3.0,1.5
C.Ridley u55.5 receiving yards,Rotowire Prizepicks,Tennessee Titans,c.ridley,Los Angeles Chargers,0.0,0.7142857142857143,1,0.6666666666666666,1,0.8,1,67,6,45,1,Partly Cloudy,SoFi,indoors,turf,100.0,1.5,3.0,1.5
Q.Johnston u39.5 receiving yards,Rotowire Prizepicks,Los Angeles Chargers,q.johnston,Tennessee Titans,1.0,0.6,1,0.6666666666666666,1,0.6,1,67,6,45,1,Partly Cloudy,SoFi,indoors,turf,100.0,1.5,3.0,1.5
J.Downs u67.5 receiving yards,Rotowire Prizepicks,Indianapolis Colts,j.downs,Buffalo Bills,1.0,0.5,0,0.6666666666666666,1,0.4,0,64,13,83,28,Rain,Lucas Oil,indoors,turf,100.0,1.5,3.0,1.5
G.Pickens u66.5 receiving yards,Rotowire Prizepicks,Pittsburgh Steelers,g.pickens,Washington Commanders,0.0,0.5,0,0.3333333333333333,0,0.4,0,57,9,57,36,Rain,FedExField,outdoors,grass,100.0,1.5,3.0,1.5
