Unnamed: 0,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Rat,Rush_Yds,Rush_TD,Rush_Lng,Rec_Lng,FL,Rec_1D,Rec_YBC,Rec_YBC/R,Rec_YAC,Rec_YAC/R,Rec_BrkTkl,Rec_Rec/Br,Rush_Att,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0.0,D.Sample,Cincinnati Bengals,2,2,8,0,0,3,1.5,5,2.5,1.5,0,0.0,0,0.0,83.3,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,63.0,1201,Pittsburgh Steelers,1,Paycor,outdoors,turf,30,41,5,0,Clear
1.0,A.Iosivas,Cincinnati Bengals,4,3,35,1,0,0,0.0,0,0.0,9.3,0,0.0,0,0.0,140.6,0,0,0,17,0,3.0,35.0,11.7,0.0,0.0,0.0,0.0,0,68.0,1201,Pittsburgh Steelers,1,Paycor,outdoors,turf,30,41,5,0,Clear
2.0,M.Gesicki,Cincinnati Bengals,5,5,53,0,0,0,0.0,0,0.0,6.0,0,0.0,0,0.0,110.8,0,0,0,20,0,3.0,30.0,6.0,23.0,4.6,0.0,0.0,0,44.0,1201,Pittsburgh Steelers,1,Paycor,outdoors,turf,30,41,5,0,Clear
3.0,T.Higgins,Cincinnati Bengals,10,5,69,1,0,0,0.0,0,0.0,7.5,0,0.0,0,0.0,66.2,0,0,0,31,0,4.0,46.0,9.2,23.0,4.6,0.0,0.0,0,90.0,1201,Pittsburgh Steelers,1,Paycor,outdoors,turf,30,41,5,0,Clear
4.0,J.Chase,Cincinnati Bengals,9,6,86,1,2,29,4.8,57,9.5,8.2,0,0.0,0,0.0,134.5,0,0,0,49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,97.0,1201,Pittsburgh Steelers,1,Paycor,outdoors,turf,30,41,5,0,Clear
5.0,C.Brown,Cincinnati Bengals,3,3,30,0,2,-5,-1.7,35,11.7,-1.7,0,0.0,0,0.0,108.3,70,1,40,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,81.0,1201,Pittsburgh Steelers,1,Paycor,outdoors,turf,30,41,5,0,Clear
6.0,D.Washington,Pittsburgh Steelers,1,1,10,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,108.3,0,0,0,10,0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,0,49.0,1201,Cincinnati Bengals,0,Paycor,outdoors,turf,30,41,5,0,Clear
7.0,M.Pruitt,Pittsburgh Steelers,3,2,21,0,0,0,0.0,0,0.0,2.0,0,0.0,0,0.0,86.8,0,0,0,18,0,1.0,11.0,5.5,10.0,5.0,0.0,0.0,0,36.0,1201,Cincinnati Bengals,0,Paycor,outdoors,turf,30,41,5,0,Clear
8.0,B.Skowronek,Pittsburgh Steelers,1,1,23,0,0,0,0.0,0,0.0,14.0,0,0.0,0,0.0,118.7,0,0,0,23,0,1.0,14.0,14.0,9.0,9.0,0.0,0.0,0,33.0,1201,Cincinnati Bengals,0,Paycor,outdoors,turf,30,41,5,0,Clear
9.0,C.Austin,Pittsburgh Steelers,2,2,29,1,0,0,0.0,0,0.0,14.0,0,0.0,0,0.0,158.3,0,0,0,23,0,1.0,28.0,14.0,1.0,0.5,0.0,0.0,0,23.0,1201,Cincinnati Bengals,0,Paycor,outdoors,turf,30,41,5,0,Clear
