Unnamed: 0,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Rat,Rush_Yds,Rush_TD,Rush_Lng,Rec_Lng,FL,Rec_1D,Rec_YBC,Rec_YBC/R,Rec_YAC,Rec_YAC/R,Rec_BrkTkl,Rec_Rec/Br,Rush_Att,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0.0,J.Dotson,Philadelphia Eagles,2,1,8,0,0,-6,-6.0,14,14.0,0.5,0,0.0,0,0.0,60.4,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41.0,1114,Washington Commanders,1,Lincoln Financial Field,outdoors,grass,45,68,8,8,Overcast
1.0,D.Smith,Philadelphia Eagles,6,4,29,0,0,0,0.0,0,0.0,7.2,0,0.0,0,0.0,77.8,0,0,0,21,0,2.0,11.0,2.8,18.0,4.5,0.0,0.0,0,89.0,1114,Washington Commanders,1,Lincoln Financial Field,outdoors,grass,45,68,8,8,Overcast
2.0,D.Goedert,Philadelphia Eagles,5,5,61,0,0,0,0.0,0,0.0,6.4,0,0.0,0,0.0,117.5,0,0,0,32,0,2.0,32.0,6.4,29.0,5.8,0.0,0.0,0,89.0,1114,Washington Commanders,1,Lincoln Financial Field,outdoors,grass,45,68,8,8,Overcast
3.0,A.Brown,Philadelphia Eagles,8,5,65,0,0,0,0.0,0,0.0,9.5,0,0.0,0,0.0,88.0,0,0,0,25,0,4.0,43.0,8.6,22.0,4.4,0.0,0.0,0,97.0,1114,Washington Commanders,1,Lincoln Financial Field,outdoors,grass,45,68,8,8,Overcast
4.0,S.Barkley,Philadelphia Eagles,3,2,52,0,1,5,2.5,47,23.5,3.0,0,0.0,0,0.0,109.7,146,2,39,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,82.0,1114,Washington Commanders,1,Lincoln Financial Field,outdoors,grass,45,68,8,8,Overcast
5.0,L.McCaffrey,Washington Commanders,1,0,0,0,0,0,0.0,0,0.0,5.0,0,0.0,0,0.0,39.6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30.0,1114,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,45,68,8,8,Overcast
6.0,D.Brown,Washington Commanders,2,1,4,0,0,0,0.0,0,0.0,4.0,0,0.0,0,0.0,56.2,0,0,0,4,0,0.0,-4.0,-4.0,8.0,8.0,0.0,0.0,0,38.0,1114,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,45,68,8,8,Overcast
7.0,N.Brown,Washington Commanders,4,1,4,0,0,0,0.0,0,0.0,11.0,0,0.0,0,0.0,0.0,0,0,0,4,0,0.0,-3.0,-3.0,7.0,7.0,0.0,0.0,0,77.0,1114,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,45,68,8,8,Overcast
8.0,T.McLaurin,Washington Commanders,2,1,10,0,1,10,10.0,0,0.0,7.0,0,0.0,0,0.0,64.6,0,0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,71.0,1114,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,45,68,8,8,Overcast
9.0,O.Zaccheaus,Washington Commanders,2,1,10,0,0,0,0.0,0,0.0,6.0,0,0.0,0,0.0,64.6,0,0,0,10,0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0,42.0,1114,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,45,68,8,8,Overcast
