,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,Rec_1D,Rec_YBC,Rec_YBC/R,Rec_YAC,Rec_YAC/R,ADOT,Rec_BrkTkl,Rec_Rec/Br,Drop,Drop%,Rat,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Rec_Lng,FL,1D,YBC,YBC/R,YAC,YAC/R,BrkTkl,Rec/Br,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0,D.Wicks,Green Bay Packers,3,0,0,0,0,0,0,0,0,14.7,0,0.0,0,0.0,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,1103,Detroit Lions,1,Lambeau Field,outdoors,grass,51,80,9,98,Rain
1,R.Doubs,Green Bay Packers,5,4,28,0,0,25,6.3,3,0.8,6.6,0,0.0,0,0.0,90.0,0,0,0,0,8,0,0,0,0,0,0,0,0.0,83.0,1103,Detroit Lions,1,Lambeau Field,outdoors,grass,51,80,9,98,Rain
2,C.Watson,Green Bay Packers,7,3,37,0,0,0,0,0,0,20.7,0,0.0,0,0.0,59.8,0,0,0,0,19,0,2,36,12.0,1,0.3,0,0.0,57.0,1103,Detroit Lions,1,Lambeau Field,outdoors,grass,51,80,9,98,Rain
3,J.Reed,Green Bay Packers,6,5,113,0,0,0,0,0,0,15.5,0,0.0,0,0.0,118.7,0,0,0,0,41,0,4,94,18.8,19,3.8,0,0.0,68.0,1103,Detroit Lions,1,Lambeau Field,outdoors,grass,51,80,9,98,Rain
4,T.Kraft,Green Bay Packers,6,4,34,0,0,0,0,0,0,5.7,0,0.0,0,0.0,81.2,0,2,0,2,13,0,1,19,4.8,15,3.8,0,0.0,100.0,1103,Detroit Lions,1,Lambeau Field,outdoors,grass,51,80,9,98,Rain
5,C.Brooks,Green Bay Packers,4,3,28,0,0,0,0,0,0,0.8,0,0.0,0,0.0,93.7,0,13,0,9,13,0,1,-2,-0.7,30,10.0,0,0.0,26.0,1103,Detroit Lions,1,Lambeau Field,outdoors,grass,51,80,9,98,Rain
6,E.Wilson,Green Bay Packers,1,1,1,0,0,0,0,0,0,-5.0,0,0.0,0,0.0,79.2,0,28,1,19,1,0,0,-5,-5.0,6,6.0,0,0.0,20.0,1103,Detroit Lions,1,Lambeau Field,outdoors,grass,51,80,9,98,Rain
7,J.Jacobs,Green Bay Packers,3,2,13,0,0,0,0,0,0,-4.7,0,0.0,0,0.0,36.1,0,95,0,37,11,0,1,-3,-1.5,16,8.0,0,0.0,55.0,1103,Detroit Lions,1,Lambeau Field,outdoors,grass,51,80,9,98,Rain
8,K.Raymond,Detroit Lions,1,1,12,0,0,0,0,0,0,-4.0,0,0.0,0,0.0,116.7,0,-12,0,-12,12,0,0,-4,-4.0,16,16.0,0,0.0,39.0,1103,Green Bay Packers,0,Lambeau Field,outdoors,grass,51,80,9,98,Rain
9,B.Wright,Detroit Lions,1,1,1,0,0,-1,-1.0,2,2.0,-1.0,0,0.0,0,0.0,79.2,0,0,0,0,1,0,0,0,0,0,0,0,0.0,60.0,1103,Green Bay Packers,0,Lambeau Field,outdoors,grass,51,80,9,98,Rain
10,T.Patrick,Detroit Lions,2,2,12,0,0,8,4.0,4,2.0,4.0,0,0.0,0,0.0,91.7,0,0,0,0,9,0,0,0,0,0,0,0,0.0,77.0,1103,Green Bay Packers,0,Lambeau Field,outdoors,grass,51,80,9,98,Rain
11,S.LaPorta,Detroit Lions,3,2,28,0,1,23,11.5,5,2.5,10.7,0,0.0,0,0.0,96.5,0,0,0,0,19,0,0,0,0,0,0,0,0.0,84.0,1103,Green Bay Packers,0,Lambeau Field,outdoors,grass,51,80,9,98,Rain
12,A.St.,Detroit Lions,7,7,56,1,4,36,5.1,20,2.9,5.1,0,0.0,0,0.0,139.6,0,0,0,0,26,0,0,0,0,0,0,0,0.0,93.0,1103,Green Bay Packers,0,Lambeau Field,outdoors,grass,51,80,9,98,Rain
13,J.Gibbs,Detroit Lions,2,1,11,0,0,0,0,0,0,6.0,0,0.0,0,0.0,66.7,0,65,1,18,11,0,1,-3,-3.0,14,14.0,0,0.0,39.0,1103,Green Bay Packers,0,Lambeau Field,outdoors,grass,51,80,9,98,Rain
14,D.Montgomery,Detroit Lions,3,3,23,0,0,0,0,0,0,-1.0,0,0.0,0,0.0,98.6,0,73,0,12,14,0,1,-3,-1.0,26,8.7,0,0.0,56.0,1103,Green Bay Packers,0,Lambeau Field,outdoors,grass,51,80,9,98,Rain
15,J.Goff,Detroit Lions,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0.0,100.0,1103,Green Bay Packers,0,Lambeau Field,outdoors,grass,51,80,9,98,Rain
16,J.Jackson,Tennessee Titans,2,1,8,0,0,0,0,0,0,18.5,0,0.0,0,0.0,60.4,0,-5,0,-5,8,0,1,6,6.0,2,2.0,0,0.0,30.0,1103,New England Patriots,1,Nissan,outdoors,grass,81,60,17,4,Mostly Cloudy
17,N.Vannett,Tennessee Titans,2,2,33,1,2,16,8.0,17,8.5,8.0,0,0.0,0,0.0,158.3,0,0,0,0,24,0,0,0,0,0,0,0,0.0,47.0,1103,New England Patriots,1,Nissan,outdoors,grass,81,60,17,4,Mostly Cloudy
18,C.Okonkwo,Tennessee Titans,4,3,38,0,1,31,10.3,7,2.3,8.5,0,0.0,0,0.0,64.6,0,0,0,0,21,0,0,0,0,0,0,0,0.0,73.0,1103,New England Patriots,1,Nissan,outdoors,grass,81,60,17,4,Mostly Cloudy
19,N.Westbrook-Ikhine,Tennessee Titans,6,5,50,1,4,34,6.8,16,3.2,7.8,0,0.0,0,0.0,141.0,0,0,0,0,14,0,0,0,0,0,0,0,0.0,97.0,1103,New England Patriots,1,Nissan,outdoors,grass,81,60,17,4,Mostly Cloudy
20,C.Ridley,Tennessee Titans,8,5,73,0,0,0,0,0,0,15.3,0,0.0,0,0.0,92.2,0,0,0,0,25,0,4,56,11.2,17,3.4,0,0.0,94.0,1103,New England Patriots,1,Nissan,outdoors,grass,81,60,17,4,Mostly Cloudy
21,T.Boyd,Tennessee Titans,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,3,0,3,0,0,0,0,0,0,0,0,0.0,29.0,1103,New England Patriots,1,Nissan,outdoors,grass,81,60,17,4,Mostly Cloudy
22,T.Pollard,Tennessee Titans,3,3,26,0,0,0,0,0,0,6.0,0,0.0,0,0.0,102.8,0,128,0,32,12,0,0,18,6.0,8,2.7,0,0.0,86.0,1103,New England Patriots,1,Nissan,outdoors,grass,81,60,17,4,Mostly Cloudy
23,A.Hooper,New England Patriots,1,1,8,0,0,0,0.0,8,8.0,0.0,0,0.0,0,0.0,100.0,0,0,0,0,8,0,0,0,0,0,0,0,0.0,39.0,1103,Tennessee Titans,0,Nissan,outdoors,grass,81,60,17,4,Mostly Cloudy
24,K.Boutte,New England Patriots,6,2,18,0,1,16,8.0,2,1.0,18.7,0,0.0,0,0.0,2.8,0,0,0,0,11,0,0,0,0,0,0,0,0.0,96.0,1103,Tennessee Titans,0,Nissan,outdoors,grass,81,60,17,4,Mostly Cloudy
25,D.Douglas,New England Patriots,9,7,35,0,0,0,0,0,0,7.0,0,0.0,0,0.0,82.9,0,0,0,0,21,0,3,16,2.3,19,2.7,0,0.0,71.0,1103,Tennessee Titans,0,Nissan,outdoors,grass,81,60,17,4,Mostly Cloudy
26,K.Bourne,New England Patriots,6,4,41,0,1,29,7.3,12,3.0,11.0,0,0.0,0,0.0,86.1,0,0,0,0,14,0,0,0,0,0,0,0,0.0,78.0,1103,Tennessee Titans,0,Nissan,outdoors,grass,81,60,17,4,Mostly Cloudy
27,H.Henry,New England Patriots,8,7,56,0,3,25,3.6,31,4.4,6.3,0,0.0,0,0.0,95.8,0,0,0,0,13,0,0,0,0,0,0,0,0.0,87.0,1103,Tennessee Titans,0,Nissan,outdoors,grass,81,60,17,4,Mostly Cloudy
28,R.Stevenson,New England Patriots,5,5,38,1,0,0,0,0,0,-1.2,0,0.0,0,0.0,137.9,0,16,1,5,12,0,2,-6,-1.2,44,8.8,0,0.0,74.0,1103,Tennessee Titans,0,Nissan,outdoors,grass,81,60,17,4,Mostly Cloudy
29,K.Hodge,Atlanta Falcons,2,1,9,0,0,0,0.0,9,9.0,0.0,0,0.0,0,0.0,62.5,0,0,0,0,9,0,0,0,0,0,0,0,0.0,81.0,1103,Dallas Cowboys,1,Mercedes-Benz,indoors,turf,66,76,6,0,Overcast
30,K.Pitts,Atlanta Falcons,1,1,11,0,0,2,2.0,9,9.0,2.0,0,0.0,0,0.0,112.5,0,0,0,0,11,0,0,0,0,0,0,0,0.0,54.0,1103,Dallas Cowboys,1,Mercedes-Benz,indoors,turf,66,76,6,0,Overcast
31,D.Mooney,Atlanta Falcons,9,5,88,1,4,50,10.0,38,7.6,12.0,0,0.0,0,0.0,126.2,0,0,0,0,36,0,0,0,0,0,0,0,0.0,100.0,1103,Dallas Cowboys,1,Mercedes-Benz,indoors,turf,66,76,6,0,Overcast
32,R.McCloud,Atlanta Falcons,3,3,28,1,0,0,0,0,0,4.3,0,0.0,0,0.0,145.1,0,7,0,7,11,0,2,13,4.3,15,5.0,0,0.0,91.0,1103,Dallas Cowboys,1,Mercedes-Benz,indoors,turf,66,76,6,0,Overcast
33,T.Allgeier,Atlanta Falcons,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,18,1,6,0,0,0,0,0,0,0,0,0.0,25.0,1103,Dallas Cowboys,1,Mercedes-Benz,indoors,turf,66,76,6,0,Overcast
34,B.Robinson,Atlanta Falcons,7,7,59,0,0,0,0,0,0,-1.6,0,0.0,0,0.0,101.8,0,86,0,16,29,0,4,-11,-1.6,70,10.0,0,0.0,74.0,1103,Dallas Cowboys,1,Mercedes-Benz,indoors,turf,66,76,6,0,Overcast
35,R.Flournoy,Dallas Cowboys,2,1,13,0,1,-2,-2.0,15,15.0,2.0,0,0.0,0,0.0,70.8,0,0,0,0,13,0,0,0,0,0,0,0,0.0,22.0,1103,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,66,76,6,0,Overcast
36,J.Tolbert,Dallas Cowboys,6,3,19,1,2,16,5.3,3,1.0,12.8,0,0.0,0,0.0,96.5,0,0,0,0,12,0,0,0,0,0,0,0,0.0,95.0,1103,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,66,76,6,0,Overcast
37,J.Brooks,Dallas Cowboys,5,2,26,0,1,25,12.5,1,0.5,11.4,0,0.0,0,0.0,57.1,0,0,0,0,16,0,0,0,0,0,0,0,0.0,73.0,1103,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,66,76,6,0,Overcast
38,K.Turpin,Dallas Cowboys,4,3,36,0,0,0,0,0,0,10.5,0,0.0,0,0.0,102.1,0,0,0,0,22,0,1,27,9.0,9,3.0,0,0.0,22.0,1103,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,66,76,6,0,Overcast
39,J.Ferguson,Dallas Cowboys,10,7,71,0,3,23,3.3,48,6.9,2.9,0,0.0,0,0.0,90.0,0,0,0,0,27,0,0,0,0,0,0,0,0.0,82.0,1103,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,66,76,6,0,Overcast
40,H.Luepke,Dallas Cowboys,2,2,4,0,0,0,0,0,0,0.0,0,0.0,0,0.0,79.2,0,5,0,5,7,0,0,0,0.0,4,2.0,0,0.0,22.0,1103,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,66,76,6,0,Overcast
41,C.Lamb,Dallas Cowboys,12,8,47,0,0,0,0,0,0,7.2,0,0.0,0,0.0,74.0,0,15,0,18,10,0,2,32,4.0,15,1.9,0,0.0,83.0,1103,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,66,76,6,0,Overcast
42,R.Dowdle,Dallas Cowboys,6,5,32,1,0,0,0,0,0,-0.8,0,0.0,0,0.0,128.5,0,75,0,15,13,0,3,-3,-0.6,35,7.0,0,0.0,71.0,1103,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,66,76,6,0,Overcast
43,C.Manhertz,New York Giants,1,1,2,1,1,2,2.0,0,0.0,2.0,0,0.0,0,0.0,118.7,0,0,0,0,2,0,0,0,0,0,0,0,0.0,25.0,1103,Washington Commanders,1,MetLife,outdoors,turf,52,31,6,0,Clear
44,W.Robinson,New York Giants,4,3,10,0,0,0,0,0,0,2.5,0,0.0,0,0.0,77.1,0,0,0,0,10,0,1,7,2.3,3,1.0,0,0.0,72.0,1103,Washington Commanders,1,MetLife,outdoors,turf,52,31,6,0,Clear
45,T.Johnson,New York Giants,6,3,51,1,2,36,12.0,15,5.0,13.5,0,0.0,0,0.0,118.7,0,0,0,0,35,0,0,0,0,0,0,0,0.0,85.0,1103,Washington Commanders,1,MetLife,outdoors,turf,52,31,6,0,Clear
46,M.Nabers,New York Giants,11,9,59,0,0,0,0,0,0,5.4,0,0.0,0,0.0,89.0,0,0,0,0,16,0,4,47,5.2,12,1.3,0,0.0,95.0,1103,Washington Commanders,1,MetLife,outdoors,turf,52,31,6,0,Clear
47,D.Slayton,New York Giants,3,3,49,0,0,0,0,0,0,13.3,0,0.0,0,0.0,118.7,0,11,0,11,23,0,2,40,13.3,9,3.0,0,0.0,92.0,1103,Washington Commanders,1,MetLife,outdoors,turf,52,31,6,0,Clear
48,D.Singletary,New York Giants,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,33,0,15,0,0,0,0,0,0,0,0,0.0,28.0,1103,Washington Commanders,1,MetLife,outdoors,turf,52,31,6,0,Clear
49,T.Tracy,New York Giants,1,1,3,0,0,0,0,0,0,1.0,0,0.0,0,0.0,79.2,0,66,0,10,3,0,0,1,1.0,2,2.0,0,0.0,72.0,1103,Washington Commanders,1,MetLife,outdoors,turf,52,31,6,0,Clear
50,Z.Ertz,Washington Commanders,1,1,5,0,0,3,3.0,2,2.0,3.0,0,0.0,0,0.0,87.5,0,0,0,0,5,0,0,0,0,0,0,0,0.0,48.0,1103,New York Giants,0,MetLife,outdoors,turf,52,31,6,0,Clear
51,B.Sinnott,Washington Commanders,1,1,12,0,1,4,4.0,8,8.0,4.0,0,0.0,0,0.0,116.7,0,0,0,0,12,0,0,0,0,0,0,0,0.0,39.0,1103,New York Giants,0,MetLife,outdoors,turf,52,31,6,0,Clear
52,T.McLaurin,Washington Commanders,3,2,19,2,0,0,0,0,0,11.7,0,0.0,0,0.0,123.6,0,0,0,0,18,0,2,19,9.5,0,0.0,0,0.0,74.0,1103,New York Giants,0,MetLife,outdoors,turf,52,31,6,0,Clear
53,D.Brown,Washington Commanders,1,1,24,0,1,0,0.0,24,24.0,0.0,0,0.0,0,0.0,118.7,0,0,0,0,24,0,0,0,0,0,0,0,0.0,42.0,1103,New York Giants,0,MetLife,outdoors,turf,52,31,6,0,Clear
54,O.Zaccheaus,Washington Commanders,2,2,48,0,1,27,13.5,21,10.5,13.5,0,0.0,0,0.0,118.7,0,0,0,0,42,0,0,0,0,0,0,0,0.0,39.0,1103,New York Giants,0,MetLife,outdoors,turf,52,31,6,0,Clear
55,N.Brown,Washington Commanders,6,5,60,0,2,52,10.4,8,1.6,9.5,0,0.0,0,0.0,108.3,0,0,0,0,31,0,0,0,0,0,0,0,0.0,50.0,1103,New York Giants,0,MetLife,outdoors,turf,52,31,6,0,Clear
56,J.McNichols,Washington Commanders,1,0,0,0,0,0,0,0,0,-2.0,0,0.0,0,0.0,39.6,0,20,0,8,0,0,0,0,0,0,0,0,0.0,39.0,1103,New York Giants,0,MetLife,outdoors,turf,52,31,6,0,Clear
57,A.Ekeler,Washington Commanders,4,3,41,0,0,0,0,0,0,-0.8,0,0.0,0,0.0,107.3,0,42,1,20,28,0,1,-3,-1.0,44,14.7,0,0.0,47.0,1103,New York Giants,0,MetLife,outdoors,turf,52,31,6,0,Clear
58,M.Sanders,Carolina Panthers,2,2,-5,0,0,0,0,0,0,-6.5,0,0.0,0,0.0,79.2,0,-5,0,-2,2,0,0,-13,-6.5,8,4.0,0,0.0,23.0,1103,New Orleans Saints,1,Bank of America,outdoors,grass,64,42,7,0,Mostly Cloudy
59,J.Mingo,Carolina Panthers,1,0,0,0,0,0,0,0,0,15.0,0,0.0,0,0.0,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.0,1103,New Orleans Saints,1,Bank of America,outdoors,grass,64,42,7,0,Mostly Cloudy
60,D.Moore,Carolina Panthers,4,2,20,0,1,16,8.0,4,2.0,14.8,0,0.0,0,0.0,64.6,0,0,0,0,11,0,0,0,0,0,0,0,0.0,87.0,1103,New Orleans Saints,1,Bank of America,outdoors,grass,64,42,7,0,Mostly Cloudy
61,J.Coker,Carolina Panthers,3,2,36,0,2,12,6.0,24,12.0,18.7,0,0.0,0,0.0,107.6,0,0,0,0,18,0,0,0,0,0,0,0,0.0,45.0,1103,New Orleans Saints,1,Bank of America,outdoors,grass,64,42,7,0,Mostly Cloudy
62,J.Sanders,Carolina Panthers,5,4,87,0,3,26,6.5,61,15.3,8.6,0,0.0,0,0.0,118.7,0,0,0,0,46,0,0,0,0,0,0,0,0.0,85.0,1103,New Orleans Saints,1,Bank of America,outdoors,grass,64,42,7,0,Mostly Cloudy
63,X.Legette,Carolina Panthers,6,4,33,1,0,0,0,0,0,8.5,0,0.0,0,0.0,80.6,0,6,0,6,26,0,2,29,7.3,4,1.0,0,0.0,83.0,1103,New Orleans Saints,1,Bank of America,outdoors,grass,64,42,7,0,Mostly Cloudy
64,C.Hubbard,Carolina Panthers,3,2,0,0,0,0,0,0,0,-1.7,0,0.0,0,0.0,70.1,0,72,2,16,5,0,0,-5,-2.5,5,2.5,0,0.0,79.0,1103,New Orleans Saints,1,Bank of America,outdoors,grass,64,42,7,0,Mostly Cloudy
65,M.Tipton,New Orleans Saints,3,0,0,0,0,0,0,0,0,15.3,0,0.0,0,0.0,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,76.0,1103,Carolina Panthers,0,Bank of America,outdoors,grass,64,42,7,0,Mostly Cloudy
66,M.Valdes-Scantling,New Orleans Saints,1,1,5,0,0,4,4.0,1,1.0,4.0,0,0.0,0,0.0,87.5,0,0,0,0,5,0,0,0,0,0,0,0,0.0,41.0,1103,Carolina Panthers,0,Bank of America,outdoors,grass,64,42,7,0,Mostly Cloudy
67,F.Moreau,New Orleans Saints,2,1,17,1,1,17,17.0,0,0.0,14.0,0,0.0,0,0.0,118.7,0,0,0,0,17,0,0,0,0,0,0,0,0.0,80.0,1103,Carolina Panthers,0,Bank of America,outdoors,grass,64,42,7,0,Mostly Cloudy
68,C.Wilson,New Orleans Saints,3,2,34,0,1,20,10.0,14,7.0,16.3,0,0.0,0,0.0,104.9,0,0,0,0,18,0,0,0,0,0,0,0,0.0,47.0,1103,Carolina Panthers,0,Bank of America,outdoors,grass,64,42,7,0,Mostly Cloudy
69,J.Johnson,New Orleans Saints,2,2,41,0,2,27,13.5,14,7.0,13.5,0,0.0,0,0.0,118.7,0,0,0,0,25,0,0,0,0,0,0,0,0.0,65.0,1103,Carolina Panthers,0,Bank of America,outdoors,grass,64,42,7,0,Mostly Cloudy
70,A.Kamara,New Orleans Saints,9,6,60,0,0,0,0,0,0,1.2,0,0.0,0,0.0,85.4,0,155,0,20,20,0,3,-1,-0.2,61,10.2,0,0.0,77.0,1103,Carolina Panthers,0,Bank of America,outdoors,grass,64,42,7,0,Mostly Cloudy
71,T.Hill,New Orleans Saints,5,4,41,0,0,0,0,0,0,1.6,0,0.0,0,0.0,100.8,0,19,1,7,15,0,3,4,1.0,37,9.3,0,0.0,44.0,1103,Carolina Panthers,0,Bank of America,outdoors,grass,64,42,7,0,Mostly Cloudy
72,G.Calcaterra,Philadelphia Eagles,5,5,30,0,2,8,1.6,22,4.4,1.6,0,0.0,0,0.0,91.7,0,0,0,0,10,0,0,0,0,0,0,0,0.0,92.0,1103,Jacksonville Jaguars,1,Lincoln Financial Field,outdoors,grass,58,34,6,0,Partly Cloudy
73,A.Brown,Philadelphia Eagles,4,2,36,0,1,28,14.0,8,4.0,16.0,0,0.0,0,0.0,81.2,0,0,0,0,20,0,0,0,0,0,0,0,0.0,47.0,1103,Jacksonville Jaguars,1,Lincoln Financial Field,outdoors,grass,58,34,6,0,Partly Cloudy
74,J.Dotson,Philadelphia Eagles,1,1,36,0,0,0,0,0,0,36.0,0,0.0,0,0.0,118.7,0,0,0,0,36,0,1,36,36.0,0,0.0,0,0.0,53.0,1103,Jacksonville Jaguars,1,Lincoln Financial Field,outdoors,grass,58,34,6,0,Partly Cloudy
75,D.Smith,Philadelphia Eagles,6,4,87,1,4,74,18.5,13,3.3,15.8,0,0.0,0,0.0,149.3,0,0,0,0,46,0,0,0,0,0,0,0,0.0,96.0,1103,Jacksonville Jaguars,1,Lincoln Financial Field,outdoors,grass,58,34,6,0,Partly Cloudy
76,K.Gainwell,Philadelphia Eagles,1,1,1,0,0,0,0,0,0,1.0,0,0.0,0,0.0,79.2,0,9,0,3,1,0,0,1,1.0,0,0.0,0,0.0,28.0,1103,Jacksonville Jaguars,1,Lincoln Financial Field,outdoors,grass,58,34,6,0,Partly Cloudy
77,S.Barkley,Philadelphia Eagles,4,3,40,1,0,0,0,0,0,7.3,0,0.0,0,0.0,145.8,0,159,1,21,20,1,3,25,8.3,15,5.0,0,0.0,72.0,1103,Jacksonville Jaguars,1,Lincoln Financial Field,outdoors,grass,58,34,6,0,Partly Cloudy
78,L.Farrell,Jacksonville Jaguars,1,1,5,0,0,-3,-3.0,8,8.0,-3.0,0,0.0,0,0.0,87.5,0,0,0,0,5,0,0,0,0,0,0,0,0.0,26.0,1103,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,58,34,6,0,Partly Cloudy
79,T.Jones,Jacksonville Jaguars,2,1,10,0,1,10,10.0,0,0.0,8.5,0,0.0,0,0.0,64.6,0,0,0,0,10,0,0,0,0,0,0,0,0.0,26.0,1103,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,58,34,6,0,Partly Cloudy
80,B.Thomas,Jacksonville Jaguars,4,2,22,0,0,0,0,0,0,2.8,0,0.0,0,0.0,66.7,0,0,0,0,16,0,1,14,7.0,8,4.0,0,0.0,91.0,1103,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,58,34,6,0,Partly Cloudy
81,A.Trammell,Jacksonville Jaguars,3,2,40,0,2,31,15.5,9,4.5,14.7,0,0.0,0,0.0,109.7,0,0,0,0,22,1,0,0,0,0,0,0,0.0,61.0,1103,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,58,34,6,0,Partly Cloudy
82,P.Washington,Jacksonville Jaguars,6,3,41,0,3,40,13.3,1,0.3,18.0,0,0.0,0,0.0,72.2,0,0,0,0,18,0,0,0,0,0,0,0,0.0,85.0,1103,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,58,34,6,0,Partly Cloudy
83,E.Engram,Jacksonville Jaguars,10,5,45,0,2,29,5.8,16,3.2,6.8,0,0.0,0,0.0,62.5,0,0,0,0,24,0,0,0,0,0,0,0,0.0,80.0,1103,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,58,34,6,0,Partly Cloudy
84,D.Johnson,Jacksonville Jaguars,1,0,0,0,0,0,0,0,0,16.0,0,0.0,0,0.0,0.0,0,6,0,6,0,0,0,0,0,0,0,0,0.0,24.0,1103,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,58,34,6,0,Partly Cloudy
85,T.Bigsby,Jacksonville Jaguars,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,22,0,10,0,0,0,0,0,0,0,0,0.0,52.0,1103,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,58,34,6,0,Partly Cloudy
86,T.Etienne,Jacksonville Jaguars,3,2,6,0,0,0,0,0,0,3.0,0,0.0,0,0.0,30.6,0,24,0,16,3,0,0,0,0.0,6,3.0,0,0.0,31.0,1103,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,58,34,6,0,Partly Cloudy
87,T.Lawrence,Jacksonville Jaguars,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,8,2,4,0,0,0,0,0,0,0,0,0.0,100.0,1103,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,58,34,6,0,Partly Cloudy
