,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,Rec_1D,Rec_YBC,Rec_YBC/R,Rec_YAC,Rec_YAC/R,ADOT,Rec_BrkTkl,Rec_Rec/Br,Drop,Drop%,Rat,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Rec_Lng,FL,1D,YBC,YBC/R,YAC,YAC/R,BrkTkl,Rec/Br,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0,G.Calcaterra,Philadelphia Eagles,1,1,11,0,1,5,5.0,6,6.0,5.0,0,0.0,0,0.0,112.5,0,0,0,0,11,0,0,0,0,0,0,0,0.0,47.0,906,Green Bay Packers,1,Corinthians,indoors,turf,63,86,7,0,Mostly Cloudy
1,D.Goedert,Philadelphia Eagles,5,4,31,0,1,0,0.0,31,7.8,-0.8,0,0.0,0,0.0,92.5,0,0,0,0,21,0,0,0,0,0,0,0,0.0,82.0,906,Green Bay Packers,1,Corinthians,indoors,turf,63,86,7,0,Mostly Cloudy
2,D.Smith,Philadelphia Eagles,8,7,84,0,5,33,4.7,51,7.3,8.0,0,0.0,0,0.0,70.8,0,0,0,0,25,0,0,0,0,0,0,0,0.0,100.0,906,Green Bay Packers,1,Corinthians,indoors,turf,63,86,7,0,Mostly Cloudy
3,A.Brown,Philadelphia Eagles,10,5,119,1,5,54,10.8,65,13.0,10.8,0,0.0,0,0.0,87.1,0,0,0,0,67,0,0,0,0,0,0,0,0.0,95.0,906,Green Bay Packers,1,Corinthians,indoors,turf,63,86,7,0,Mostly Cloudy
4,K.Gainwell,Philadelphia Eagles,1,1,10,0,0,0,0,0,0,-4.0,0,0.0,0,0.0,108.3,0,2,0,2,10,0,1,-4,-4.0,14,14.0,0,0.0,20.0,906,Green Bay Packers,1,Corinthians,indoors,turf,63,86,7,0,Mostly Cloudy
5,S.Barkley,Philadelphia Eagles,2,2,23,1,0,0,0,0,0,10.0,0,0.0,0,0.0,154.2,0,109,2,34,18,0,1,20,10.0,3,1.5,0,0.0,80.0,906,Green Bay Packers,1,Corinthians,indoors,turf,63,86,7,0,Mostly Cloudy
6,C.Watson,Green Bay Packers,5,3,13,1,1,10,3.3,3,1.0,10.6,0,0.0,0,0.0,104.2,0,0,0,0,6,0,0,0,0,0,0,0,0.0,63.0,906,Philadelphia Eagles,0,Corinthians,indoors,turf,63,86,7,0,Mostly Cloudy
7,T.Kraft,Green Bay Packers,3,2,37,0,1,7,3.5,30,15.0,3.7,0,0.0,0,0.0,109.0,0,0,0,0,29,0,0,0,0,0,0,0,0.0,96.0,906,Philadelphia Eagles,0,Corinthians,indoors,turf,63,86,7,0,Mostly Cloudy
8,R.Doubs,Green Bay Packers,7,4,50,0,2,36,9.0,14,3.5,8.6,0,0.0,0,0.0,79.5,0,0,0,0,19,0,0,0,0,0,0,0,0.0,87.0,906,Philadelphia Eagles,0,Corinthians,indoors,turf,63,86,7,0,Mostly Cloudy
9,J.Reed,Green Bay Packers,6,4,138,1,0,0,0,0,0,17.3,0,0.0,0,0.0,149.3,0,33,1,33,70,0,3,83,20.8,55,13.8,0,0.0,72.0,906,Philadelphia Eagles,0,Corinthians,indoors,turf,63,86,7,0,Mostly Cloudy
10,E.Wilson,Green Bay Packers,3,2,2,0,0,0,0,0,0,-2.7,0,0.0,0,0.0,70.1,0,46,0,18,2,0,1,-5,-2.5,7,3.5,0,0.0,24.0,906,Philadelphia Eagles,0,Corinthians,indoors,turf,63,86,7,0,Mostly Cloudy
11,J.Jacobs,Green Bay Packers,3,2,20,0,0,0,0,0,0,-3.7,0,0.0,0,0.0,85.4,0,84,0,32,11,0,1,-9,-4.5,29,14.5,0,0.0,73.0,906,Philadelphia Eagles,0,Corinthians,indoors,turf,63,86,7,0,Mostly Cloudy
