Unnamed: 0,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,Rec_1D,Rec_YBC,Rec_YBC/R,Rec_YAC,Rec_YAC/R,ADOT,Rec_BrkTkl,Rec_Rec/Br,Drop,Drop%,Rat,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Rec_Lng,FL,1D,YBC,YBC/R,YAC,YAC/R,BrkTkl,Rec/Br,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0.0,E.All,Cincinnati Bengals,4,4,22,0,2.0,6.0,1.5,16.0,4.0,1.5,0.0,0.0,0,0.0,89.6,0,0,0,0,8,0,0,0,0.0,0,0.0,0,0.0,34.0,923,Washington Commanders,1,Paycor,outdoors,turf,70,71,0,67,Rain
1.0,T.Higgins,Cincinnati Bengals,6,3,39,0,2.0,31.0,10.3,8.0,2.7,10.5,0.0,0.0,0,0.0,70.8,0,0,0,0,16,0,0,0,0.0,0,0.0,0,0.0,90.0,923,Washington Commanders,1,Paycor,outdoors,turf,70,71,0,67,Rain
2.0,M.Gesicki,Cincinnati Bengals,5,4,47,0,4.0,30.0,7.5,17.0,4.3,10.0,0.0,0.0,0,0.0,105.8,0,0,0,0,17,0,0,0,0.0,0,0.0,0,0.0,50.0,923,Washington Commanders,1,Paycor,outdoors,turf,70,71,0,67,Rain
3.0,A.Iosivas,Cincinnati Bengals,7,5,52,1,4.0,44.0,8.8,8.0,1.6,9.1,0.0,0.0,0,0.0,132.1,0,0,0,0,16,0,0,0,0.0,0,0.0,0,0.0,77.0,923,Washington Commanders,1,Paycor,outdoors,turf,70,71,0,67,Rain
4.0,J.Chase,Cincinnati Bengals,7,6,118,2,4.0,86.0,14.3,32.0,5.3,13.3,0.0,0.0,0,0.0,158.3,0,0,0,0,41,0,0,0,0.0,0,0.0,0,0.0,98.0,923,Washington Commanders,1,Paycor,outdoors,turf,70,71,0,67,Rain
5.0,Z.Moss,Cincinnati Bengals,6,5,39,0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0,0.0,93.7,0,58,1,15,13,0,2,10,2.0,29,5.8,0,0.0,76.0,923,Washington Commanders,1,Paycor,outdoors,turf,70,71,0,67,Rain
6.0,C.Brown,Cincinnati Bengals,3,2,7,0,0.0,0.0,0.0,0.0,0.0,-2.3,0.0,0.0,0,0.0,70.1,0,62,0,16,8,0,0,-3,-1.5,10,5.0,0,0.0,24.0,923,Washington Commanders,1,Paycor,outdoors,turf,70,71,0,67,Rain
7.0,D.Brown,Washington Commanders,2,2,16,0,0.0,-3.0,-1.5,19.0,9.5,-1.5,0.0,0.0,0,0.0,100.0,0,0,0,0,8,0,0,0,0.0,0,0.0,0,0.0,22.0,923,Cincinnati Bengals,0,Paycor,outdoors,turf,70,71,0,67,Rain
8.0,N.Brown,Washington Commanders,3,3,29,0,2.0,19.0,6.3,10.0,3.3,6.3,0.0,0.0,0,0.0,106.9,0,0,0,0,16,0,0,0,0.0,0,0.0,0,0.0,58.0,923,Cincinnati Bengals,0,Paycor,outdoors,turf,70,71,0,67,Rain
9.0,Z.Ertz,Washington Commanders,5,5,38,0,2.0,33.0,6.6,5.0,1.0,6.6,0.0,0.0,0,0.0,98.3,0,0,0,0,12,0,0,0,0.0,0,0.0,0,0.0,64.0,923,Cincinnati Bengals,0,Paycor,outdoors,turf,70,71,0,67,Rain
