Unnamed: 0,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,Rec_1D,Rec_YBC,Rec_YBC/R,Rec_YAC,Rec_YAC/R,ADOT,Rec_BrkTkl,Rec_Rec/Br,Drop,Drop%,Rat,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Rec_Lng,FL,1D,YBC,YBC/R,YAC,YAC/R,BrkTkl,Rec/Br,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0.0,D.Njoku,Cleveland Browns,5,1,9,0,0.0,3.0,3.0,6.0,6.0,3.6,0.0,0.0,0,0.0,39.6,0,0,0,0,9,0,0,0,0.0,0,0.0,0,0.0,98.0,1121,Pittsburgh Steelers,1,Huntington Bank Field,outdoors,grass,36,91,14,85,Snow
1.0,E.Moore,Cleveland Browns,5,3,21,0,0.0,20.0,6.7,1.0,0.3,9.4,0.0,0.0,0,0.0,30.0,0,0,0,0,9,0,0,0,0.0,0,0.0,0,0.0,69.0,1121,Pittsburgh Steelers,1,Huntington Bank Field,outdoors,grass,36,91,14,85,Snow
2.0,C.Tillman,Cleveland Browns,4,2,28,0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0,0.0,72.9,0,0,0,0,24,1,0,18,9.0,10,5.0,0,0.0,53.0,1121,Pittsburgh Steelers,1,Huntington Bank Field,outdoors,grass,36,91,14,85,Snow
3.0,J.Akins,Cleveland Browns,4,3,38,0,2.0,31.0,10.3,7.0,2.3,9.8,0.0,0.0,0,0.0,104.2,0,0,0,0,18,0,0,0,0.0,0,0.0,0,0.0,41.0,1121,Pittsburgh Steelers,1,Huntington Bank Field,outdoors,grass,36,91,14,85,Snow
4.0,J.Jeudy,Cleveland Browns,6,6,85,0,5.0,71.0,11.8,14.0,2.3,11.8,0.0,0.0,0,0.0,118.7,0,0,0,0,26,0,0,0,0.0,0,0.0,0,0.0,83.0,1121,Pittsburgh Steelers,1,Huntington Bank Field,outdoors,grass,36,91,14,85,Snow
5.0,J.Ford,Cleveland Browns,1,1,8,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,100.0,0,19,0,9,8,0,0,2,2.0,6,6.0,0,0.0,34.0,1121,Pittsburgh Steelers,1,Huntington Bank Field,outdoors,grass,36,91,14,85,Snow
6.0,N.Chubb,Cleveland Browns,1,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,79.2,0,59,2,7,1,0,0,1,1.0,0,0.0,0,0.0,66.0,1121,Pittsburgh Steelers,1,Huntington Bank Field,outdoors,grass,36,91,14,85,Snow
7.0,D.Washington,Pittsburgh Steelers,3,3,14,0,0.0,0.0,0.0,14.0,4.7,0.0,0.0,0.0,0,0.0,86.1,0,0,0,0,6,0,0,0,0.0,0,0.0,0,0.0,55.0,1121,Cleveland Browns,0,Huntington Bank Field,outdoors,grass,36,91,14,85,Snow
8.0,V.Jefferson,Pittsburgh Steelers,2,2,39,0,1.0,38.0,19.0,1.0,0.5,19.0,0.0,0.0,0,0.0,118.7,0,0,0,0,35,0,0,0,0.0,0,0.0,0,0.0,26.0,1121,Cleveland Browns,0,Huntington Bank Field,outdoors,grass,36,91,14,85,Snow
9.0,G.Pickens,Pittsburgh Steelers,7,4,48,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0,0.0,78.3,0,0,0,0,31,0,2,48,12.0,0,0.0,0,0.0,90.0,1121,Cleveland Browns,0,Huntington Bank Field,outdoors,grass,36,91,14,85,Snow
