Unnamed: 0,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,Rec_1D,Rec_YBC,Rec_YBC/R,Rec_YAC,Rec_YAC/R,ADOT,Rec_BrkTkl,Rec_Rec/Br,Drop,Drop%,Rat,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Rec_Lng,FL,1D,YBC,YBC/R,YAC,YAC/R,BrkTkl,Rec/Br,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0.0,J.Ruckert,New York Jets,2,2,15,0,2.0,4.0,2.0,11.0,5.5,2.0,0.0,0.0,0,0.0,97.9,0,0,0,0,11,0,0,0,0.0,0,0.0,0,0.0,45.0,919,New England Patriots,1,MetLife,outdoors,turf,79,45,3,0,Clear
1.0,X.Gipson,New York Jets,2,2,16,0,1.0,2.0,1.0,14.0,7.0,1.0,0.0,0.0,0,0.0,100.0,0,0,0,0,11,0,0,0,0.0,0,0.0,0,0.0,21.0,919,New England Patriots,1,MetLife,outdoors,turf,79,45,3,0,Clear
2.0,G.Wilson,New York Jets,9,5,33,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,100.7,0,0,0,0,9,0,3,18,3.6,15,3.0,0,0.0,88.0,919,New England Patriots,1,MetLife,outdoors,turf,79,45,3,0,Clear
3.0,M.Williams,New York Jets,4,3,34,0,2.0,26.0,8.7,8.0,2.7,6.5,0.0,0.0,0,0.0,100.0,0,0,0,0,18,0,0,0,0.0,0,0.0,0,0.0,45.0,919,New England Patriots,1,MetLife,outdoors,turf,79,45,3,0,Clear
4.0,A.Lazard,New York Jets,3,3,48,1,3.0,9.0,3.0,39.0,13.0,3.0,0.0,0.0,0,0.0,158.3,0,0,0,0,27,0,0,0,0.0,0,0.0,0,0.0,84.0,919,New England Patriots,1,MetLife,outdoors,turf,79,45,3,0,Clear
5.0,T.Conklin,New York Jets,6,5,93,0,4.0,58.0,11.6,35.0,7.0,9.7,0.0,0.0,0,0.0,118.7,0,0,0,0,22,0,0,0,0.0,0,0.0,0,0.0,92.0,919,New England Patriots,1,MetLife,outdoors,turf,79,45,3,0,Clear
6.0,B.Hall,New York Jets,5,4,29,0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0,0.0,90.8,0,54,1,10,14,0,1,12,3.0,17,4.3,0,0.0,71.0,919,New England Patriots,1,MetLife,outdoors,turf,79,45,3,0,Clear
7.0,B.Allen,New York Jets,3,3,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,84.7,0,55,0,11,7,0,0,0,0.0,13,4.3,0,0.0,32.0,919,New England Patriots,1,MetLife,outdoors,turf,79,45,3,0,Clear
8.0,T.Thornton,New England Patriots,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,39.6,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,33.0,919,New York Jets,0,MetLife,outdoors,turf,79,45,3,0,Clear
9.0,K.Boutte,New England Patriots,2,1,2,0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0,0.0,56.2,0,0,0,0,2,0,0,0,0.0,0,0.0,0,0.0,35.0,919,New York Jets,0,MetLife,outdoors,turf,79,45,3,0,Clear
10.0,H.Henry,New England Patriots,3,2,9,0,1.0,8.0,4.0,1.0,0.5,1.7,0.0,0.0,0,0.0,70.1,0,0,0,0,9,0,0,0,0.0,0,0.0,0,0.0,63.0,919,New York Jets,0,MetLife,outdoors,turf,79,45,3,0,Clear
11.0,J.Polk,New England Patriots,2,2,13,0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0,0.0,93.7,0,0,0,0,7,0,0,13,6.5,0,0.0,0,0.0,50.0,919,New York Jets,0,MetLife,outdoors,turf,79,45,3,0,Clear
12.0,A.Hooper,New England Patriots,4,1,19,0,1.0,-3.0,-3.0,22.0,22.0,-0.8,0.0,0.0,0,0.0,46.9,0,0,0,0,19,0,0,0,0.0,0,0.0,0,0.0,58.0,919,New York Jets,0,MetLife,outdoors,turf,79,45,3,0,Clear
13.0,D.Douglas,New England Patriots,9,7,69,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0.0,98.6,0,9,0,9,22,0,3,45,6.4,24,3.4,0,0.0,83.0,919,New York Jets,0,MetLife,outdoors,turf,79,45,3,0,Clear
14.0,R.Stevenson,New England Patriots,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,23,0,13,0,1,0,0,0.0,0,0.0,0,0.0,46.0,919,New York Jets,0,MetLife,outdoors,turf,79,45,3,0,Clear
