Unnamed: 0,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,Rec_1D,Rec_YBC,Rec_YBC/R,Rec_YAC,Rec_YAC/R,ADOT,Rec_BrkTkl,Rec_Rec/Br,Drop,Drop%,Rat,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Rec_Lng,FL,1D,YBC,YBC/R,YAC,YAC/R,BrkTkl,Rec/Br,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0.0,J.Johnson,New Orleans Saints,6,3,18,0,1.0,3.0,1.0,15.0,5.0,5.0,0.0,0.0,1,16.7,56.2,0,0,0,0,12,0,0,0,0.0,0,0.0,0,0.0,73.0,1017,Denver Broncos,1,Caesars Superdome,indoors,turf,68,50,5,0,Clear
1.0,B.Means,New Orleans Saints,5,3,37,0,2.0,17.0,5.7,20.0,6.7,12.0,0.0,0.0,1,20.0,82.9,0,0,0,0,14,0,0,0,0.0,0,0.0,0,0.0,89.0,1017,Denver Broncos,1,Caesars Superdome,indoors,turf,68,50,5,0,Clear
2.0,F.Moreau,New Orleans Saints,2,2,38,0,1.0,21.0,10.5,17.0,8.5,10.5,1.0,2.0,0,0.0,118.7,0,0,0,0,32,0,0,0,0.0,0,0.0,0,0.0,60.0,1017,Denver Broncos,1,Caesars Superdome,indoors,turf,68,50,5,0,Clear
3.0,M.Tipton,New Orleans Saints,9,6,45,0,0.0,33.0,5.5,12.0,2.0,13.6,0.0,0.0,1,11.1,78.5,0,0,0,0,9,0,0,0,0.0,0,0.0,0,0.0,83.0,1017,Denver Broncos,1,Caesars Superdome,indoors,turf,68,50,5,0,Clear
4.0,C.Wilson,New Orleans Saints,7,6,57,1,3.0,39.0,6.5,18.0,3.0,6.1,0.0,0.0,1,14.3,140.2,0,0,0,0,17,0,0,0,0.0,0,0.0,0,0.0,69.0,1017,Denver Broncos,1,Caesars Superdome,indoors,turf,68,50,5,0,Clear
5.0,A.Kamara,New Orleans Saints,7,6,14,0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0,0.0,79.2,0,10,0,6,6,0,0,-1,-0.2,15,2.5,0,0.0,57.0,1017,Denver Broncos,1,Caesars Superdome,indoors,turf,68,50,5,0,Clear
6.0,K.Miller,New Orleans Saints,3,2,1,0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,1,33.3,70.1,0,36,0,16,6,0,0,-3,-1.5,4,2.0,0,0.0,29.0,1017,Denver Broncos,1,Caesars Superdome,indoors,turf,68,50,5,0,Clear
7.0,A.Trautman,Denver Broncos,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,39.6,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,62.0,1017,New Orleans Saints,0,Caesars Superdome,indoors,turf,68,50,5,0,Clear
8.0,L.Humphrey,Denver Broncos,3,2,12,0,1.0,8.0,4.0,4.0,2.0,9.0,0.0,0.0,0,0.0,74.3,0,0,0,0,9,0,0,0,0.0,0,0.0,0,0.0,51.0,1017,New Orleans Saints,0,Caesars Superdome,indoors,turf,68,50,5,0,Clear
9.0,D.Vele,Denver Broncos,3,1,20,0,1.0,7.0,7.0,13.0,13.0,12.7,0.0,0.0,1,33.3,57.6,0,0,0,0,20,0,0,0,0.0,0,0.0,0,0.0,43.0,1017,New Orleans Saints,0,Caesars Superdome,indoors,turf,68,50,5,0,Clear
10.0,L.Krull,Denver Broncos,4,3,41,0,2.0,27.0,9.0,14.0,4.7,13.0,0.0,0.0,0,0.0,107.3,0,0,0,0,23,0,0,0,0.0,0,0.0,0,0.0,45.0,1017,New Orleans Saints,0,Caesars Superdome,indoors,turf,68,50,5,0,Clear
11.0,T.Franklin,Denver Broncos,6,5,50,0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,0,0.0,101.4,0,0,0,0,30,0,2,29,5.8,21,4.2,0,0.0,51.0,1017,New Orleans Saints,0,Caesars Superdome,indoors,turf,68,50,5,0,Clear
