Unnamed: 0,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,Rec_1D,Rec_YBC,Rec_YBC/R,Rec_YAC,Rec_YAC/R,ADOT,Rec_BrkTkl,Rec_Rec/Br,Drop,Drop%,Rat,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Rec_Lng,FL,1D,YBC,YBC/R,YAC,YAC/R,BrkTkl,Rec/Br,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0.0,R.Bateman,Baltimore Ravens,3,1,14,1,1.0,14.0,14.0,0.0,0.0,7.7,0.0,0.0,0,0.0,49.3,0,0,0,0,14,0,0,0,0.0,0,0.0,0,0.0,81.0,1221,Pittsburgh Steelers,1,M&amp;T Bank,outdoors,grass,36,39,19,1,Snow
1.0,I.Likely,Baltimore Ravens,3,3,29,1,2.0,23.0,7.7,6.0,2.0,7.7,0.0,0.0,0,0.0,146.5,0,0,0,0,19,0,0,0,0.0,0,0.0,0,0.0,66.0,1221,Pittsburgh Steelers,1,M&amp;T Bank,outdoors,grass,36,39,19,1,Snow
2.0,M.Andrews,Baltimore Ravens,6,4,37,1,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0,0.0,122.9,0,1,0,1,16,0,3,29,7.3,8,2.0,0,0.0,76.0,1221,Pittsburgh Steelers,1,M&amp;T Bank,outdoors,grass,36,39,19,1,Snow
3.0,Z.Flowers,Baltimore Ravens,8,5,100,0,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,0,0.0,106.2,0,3,0,3,49,0,5,75,15.0,25,5.0,0,0.0,87.0,1221,Pittsburgh Steelers,1,M&amp;T Bank,outdoors,grass,36,39,19,1,Snow
4.0,D.Henry,Baltimore Ravens,2,2,27,0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0,0.0,118.7,0,162,0,44,16,0,1,-4,-2.0,31,15.5,0,0.0,74.0,1221,Pittsburgh Steelers,1,M&amp;T Bank,outdoors,grass,36,39,19,1,Snow
5.0,M.Pruitt,Pittsburgh Steelers,2,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,56.2,0,0,0,0,1,0,0,0,0.0,0,0.0,0,0.0,23.0,1221,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,36,39,19,1,Snow
6.0,P.Freiermuth,Pittsburgh Steelers,3,3,16,0,1.0,16.0,5.3,0.0,0.0,5.3,0.0,0.0,0,0.0,88.9,0,0,0,0,7,0,0,0,0.0,0,0.0,0,0.0,68.0,1221,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,36,39,19,1,Snow
7.0,M.Williams,Pittsburgh Steelers,3,3,24,0,2.0,14.0,4.7,10.0,3.3,4.7,0.0,0.0,0,0.0,100.0,0,0,0,0,13,0,0,0,0.0,0,0.0,0,0.0,37.0,1221,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,36,39,19,1,Snow
8.0,V.Jefferson,Pittsburgh Steelers,3,2,27,0,1.0,24.0,12.0,3.0,1.5,10.3,0.0,0.0,0,0.0,95.1,0,0,0,0,21,0,0,0,0.0,0,0.0,0,0.0,78.0,1221,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,36,39,19,1,Snow
9.0,C.Austin,Pittsburgh Steelers,5,4,65,0,2.0,61.0,15.3,4.0,1.0,20.2,0.0,0.0,0,0.0,118.7,0,0,0,0,44,0,0,0,0.0,0,0.0,0,0.0,80.0,1221,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,36,39,19,1,Snow
