Unnamed: 0,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Rat,Rush_Yds,Rush_TD,Rush_Lng,Rec_Lng,FL,Rec_1D,Rec_YBC,Rec_YBC/R,Rec_YAC,Rec_YAC/R,Rec_BrkTkl,Rec_Rec/Br,Rush_Att,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
12.0,M.Andrews,Baltimore Ravens,4,4,41,2,0,0,0.0,0,0.0,8.0,0,0.0,0,0.0,149.0,0,0,0,20,0,3.0,32.0,8.0,9.0,2.3,0.0,0.0,0,54.0,1021,Tampa Bay Buccaneers,0,Raymond James,outdoors,grass,81,73,9,0,Clear
13.0,R.Bateman,Baltimore Ravens,4,4,121,1,0,0,0.0,0,0.0,23.0,0,0.0,0,0.0,158.3,0,0,0,59,0,3.0,92.0,23.0,29.0,7.3,0.0,0.0,0,76.0,1021,Tampa Bay Buccaneers,0,Raymond James,outdoors,grass,81,73,9,0,Clear
14.0,J.Hill,Baltimore Ravens,3,3,44,1,1,-17,-5.7,61,20.3,-5.7,0,0.0,0,0.0,158.3,4,0,3,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46.0,1021,Tampa Bay Buccaneers,0,Raymond James,outdoors,grass,81,73,9,0,Clear
15.0,Z.Flowers,Baltimore Ravens,1,1,11,0,1,-2,-2.0,13,13.0,-2.0,0,0.0,0,0.0,112.5,19,0,19,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,71.0,1021,Tampa Bay Buccaneers,0,Raymond James,outdoors,grass,81,73,9,0,Clear
16.0,D.Henry,Baltimore Ravens,1,1,13,1,1,4,4.0,9,9.0,4.0,0,0.0,0,0.0,158.3,169,0,81,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,58.0,1021,Tampa Bay Buccaneers,0,Raymond James,outdoors,grass,81,73,9,0,Clear
17.0,E.Higgins,Arizona Cardinals,1,1,1,0,0,0,0.0,0,0.0,-2.0,0,0.0,0,0.0,79.2,0,0,0,1,0,0.0,-2.0,-2.0,3.0,3.0,0.0,0.0,0,37.0,1021,Los Angeles Chargers,1,State Farm,indoors,grass,84,17,0,0,Clear
18.0,T.Reiman,Arizona Cardinals,1,1,1,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,79.2,0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,53.0,1021,Los Angeles Chargers,1,State Farm,indoors,grass,84,17,0,0,Clear
19.0,G.Dortch,Arizona Cardinals,2,1,5,1,1,5,5.0,0,0.0,4.5,0,0.0,0,0.0,95.8,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30.0,1021,Los Angeles Chargers,1,State Farm,indoors,grass,84,17,0,0,Clear
20.0,M.Wilson,Arizona Cardinals,3,1,15,0,0,0,0.0,0,0.0,12.0,0,0.0,0,0.0,50.7,0,0,0,15,0,1.0,12.0,12.0,3.0,3.0,0.0,0.0,0,77.0,1021,Los Angeles Chargers,1,State Farm,indoors,grass,84,17,0,0,Clear
21.0,M.Harrison,Arizona Cardinals,6,3,21,0,0,0,0.0,0,0.0,9.5,0,0.0,0,0.0,58.3,0,0,0,10,0,2.0,21.0,7.0,0.0,0.0,0.0,0.0,0,84.0,1021,Los Angeles Chargers,1,State Farm,indoors,grass,84,17,0,0,Clear
22.0,T.McBride,Arizona Cardinals,7,5,51,0,0,0,0.0,0,0.0,5.1,0,0.0,0,0.0,92.0,0,0,0,14,0,4.0,30.0,6.0,21.0,4.2,0.0,0.0,0,95.0,1021,Los Angeles Chargers,1,State Farm,indoors,grass,84,17,0,0,Clear
23.0,J.Conner,Arizona Cardinals,4,2,51,0,2,-8,-4.0,59,29.5,-3.0,0,0.0,0,0.0,56.2,101,0,14,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,84.0,1021,Los Angeles Chargers,1,State Farm,indoors,grass,84,17,0,0,Clear
24.0,J.Reagor,Los Angeles Chargers,1,1,41,0,0,37,37.0,4,4.0,37.0,0,0.0,0,0.0,118.7,-1,0,0,41,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.0,1021,Arizona Cardinals,0,State Farm,indoors,grass,84,17,0,0,Clear
25.0,E.Tomlinson,Los Angeles Chargers,1,1,7,0,0,0,0.0,0,0.0,-3.0,0,0.0,0,0.0,95.8,0,0,0,7,0,0.0,-3.0,-3.0,10.0,10.0,0.0,0.0,0,33.0,1021,Arizona Cardinals,0,State Farm,indoors,grass,84,17,0,0,Clear
26.0,S.Fehoko,Los Angeles Chargers,6,3,45,0,0,0,0.0,0,0.0,13.7,0,0.0,0,0.0,75.0,0,0,0,25,0,3.0,39.0,13.0,6.0,2.0,0.0,0.0,0,92.0,1021,Arizona Cardinals,0,State Farm,indoors,grass,84,17,0,0,Clear
27.0,L.McConkey,Los Angeles Chargers,7,5,46,0,0,0,0.0,0,0.0,5.0,0,0.0,0,0.0,89.0,0,0,0,21,0,2.0,25.0,5.0,21.0,4.2,0.0,0.0,0,86.0,1021,Arizona Cardinals,0,State Farm,indoors,grass,84,17,0,0,Clear
28.0,J.Palmer,Los Angeles Chargers,5,4,63,0,0,0,0.0,0,0.0,13.0,0,0.0,0,0.0,118.7,0,0,0,24,0,3.0,57.0,14.3,6.0,1.5,0.0,0.0,0,59.0,1021,Arizona Cardinals,0,State Farm,indoors,grass,84,17,0,0,Clear
29.0,W.Dissly,Los Angeles Chargers,11,8,81,0,0,0,0.0,0,0.0,5.5,0,0.0,0,0.0,93.4,0,0,0,18,0,4.0,36.0,4.5,45.0,5.6,0.0,0.0,0,73.0,1021,Arizona Cardinals,0,State Farm,indoors,grass,84,17,0,0,Clear
30.0,K.Vidal,Los Angeles Chargers,1,1,9,0,0,3,3.0,6,6.0,3.0,0,0.0,0,0.0,104.2,10,0,7,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27.0,1021,Arizona Cardinals,0,State Farm,indoors,grass,84,17,0,0,Clear
31.0,J.Dobbins,Los Angeles Chargers,3,3,26,0,1,8,2.7,18,6.0,2.7,0,0.0,0,0.0,102.8,40,0,11,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,68.0,1021,Arizona Cardinals,0,State Farm,indoors,grass,84,17,0,0,Clear
0.0,P.Ricard,Baltimore Ravens,1,0,0,0,0,0,0.0,0,0.0,7.0,0,0.0,1,100.0,39.6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,36.0,1021,Tampa Bay Buccaneers,0,Raymond James,outdoors,grass,81,73,9,0,Clear
0.0,Z.Jones,Arizona Cardinals,1,0,0,0,0,0,0.0,0,0.0,11.0,0,0.0,0,0.0,39.6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.0,1021,Los Angeles Chargers,1,State Farm,indoors,grass,84,17,0,0,Clear
0.0,E.Demercado,Arizona Cardinals,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,14,0,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.0,1021,Los Angeles Chargers,1,State Farm,indoors,grass,84,17,0,0,Clear
0.0,S.Smartt,Los Angeles Chargers,2,1,31,0,1,22,22.0,9,9.0,20.5,0,0.0,1,50.0,95.8,0,0,0,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.0,1021,Arizona Cardinals,0,State Farm,indoors,grass,84,17,0,0,Clear
0.0,H.Haskins,Los Angeles Chargers,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.0,1021,Arizona Cardinals,0,State Farm,indoors,grass,84,17,0,0,Clear
0.0,B.Mayfield,Tampa Bay Buccaneers,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1021,Baltimore Ravens,1,Raymond James,outdoors,grass,81,73,9,0,Clear
0.0,C.Tune,Arizona Cardinals,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1021,Los Angeles Chargers,1,State Farm,indoors,grass,84,17,0,0,Clear
0.0,L.Jackson,Baltimore Ravens,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1021,Tampa Bay Buccaneers,0,Raymond James,outdoors,grass,81,73,9,0,Clear
0.0,K.Murray,Arizona Cardinals,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1021,Los Angeles Chargers,1,State Farm,indoors,grass,84,17,0,0,Clear
0.0,J.Herbert,Los Angeles Chargers,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1021,Arizona Cardinals,0,State Farm,indoors,grass,84,17,0,0,Clear
