Unnamed: 0,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,Rec_1D,Rec_YBC,Rec_YBC/R,Rec_YAC,Rec_YAC/R,ADOT,Rec_BrkTkl,Rec_Rec/Br,Drop,Drop%,Rat,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Rec_Lng,FL,1D,YBC,YBC/R,YAC,YAC/R,BrkTkl,Rec/Br,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0.0,J.Watson,Kansas City Chiefs,1,1,25,0,1.0,15.0,15.0,10.0,10.0,15.0,0.0,0.0,0,0.0,118.7,0,0,0,0,25,0,0,0,0.0,0,0.0,0,0.0,52.0,905,Baltimore Ravens,1,GEHA Field at Arrowhead,outdoors,grass,84,49,6,21,Partly Cloudy
1.0,T.Kelce,Kansas City Chiefs,4,3,34,0,2.0,24.0,8.0,10.0,3.3,6.8,0.0,0.0,0,0.0,100.0,0,0,0,0,23,0,0,0,0.0,0,0.0,0,0.0,89.0,905,Baltimore Ravens,1,GEHA Field at Arrowhead,outdoors,grass,84,49,6,21,Partly Cloudy
2.0,N.Gray,Kansas City Chiefs,3,3,37,0,2.0,21.0,7.0,16.0,5.3,7.0,0.0,0.0,0,0.0,118.1,0,0,0,0,13,0,0,0,0.0,0,0.0,0,0.0,54.0,905,Baltimore Ravens,1,GEHA Field at Arrowhead,outdoors,grass,84,49,6,21,Partly Cloudy
3.0,R.Rice,Kansas City Chiefs,9,7,103,0,5.0,30.0,4.3,73.0,10.4,5.3,0.0,0.0,0,0.0,74.8,0,0,0,0,33,0,0,0,0.0,0,0.0,0,0.0,78.0,905,Baltimore Ravens,1,GEHA Field at Arrowhead,outdoors,grass,84,49,6,21,Partly Cloudy
4.0,X.Worthy,Kansas City Chiefs,3,2,47,1,0.0,0.0,0.0,0.0,0.0,12.3,0.0,0.0,0,0.0,149.3,0,21,1,21,35,0,2,24,12.0,23,11.5,0,0.0,63.0,905,Baltimore Ravens,1,GEHA Field at Arrowhead,outdoors,grass,84,49,6,21,Partly Cloudy
5.0,I.Pacheco,Kansas City Chiefs,3,2,33,0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0,0.0,103.5,0,45,1,5,23,0,2,-7,-3.5,40,20.0,0,0.0,80.0,905,Baltimore Ravens,1,GEHA Field at Arrowhead,outdoors,grass,84,49,6,21,Partly Cloudy
6.0,P.Mahomes,Kansas City Chiefs,1,1,2,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,0.0,79.2,0,3,0,4,2,0,0,-1,-1.0,3,3.0,0,0.0,100.0,905,Baltimore Ravens,1,GEHA Field at Arrowhead,outdoors,grass,84,49,6,21,Partly Cloudy
7.0,N.Agholor,Baltimore Ravens,1,1,6,0,0.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0,0.0,91.7,0,0,0,0,6,0,0,0,0.0,0,0.0,0,0.0,38.0,905,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,84,49,6,21,Partly Cloudy
8.0,M.Andrews,Baltimore Ravens,2,2,14,0,1.0,11.0,5.5,3.0,1.5,5.5,0.0,0.0,0,0.0,95.8,0,0,0,0,11,0,0,0,0.0,0,0.0,0,0.0,74.0,905,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,84,49,6,21,Partly Cloudy
9.0,R.Bateman,Baltimore Ravens,5,2,53,0,2.0,48.0,24.0,5.0,2.5,24.0,0.0,0.0,0,0.0,79.6,0,0,0,0,38,0,0,0,0.0,0,0.0,0,0.0,84.0,905,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,84,49,6,21,Partly Cloudy
