,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Rat,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Rec_Lng,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
43,L.Schoonmaker,Dallas Cowboys,2,2,16,0,1,7,3.5,9,4.5,3.5,0,0,0,0.0,100.0,0,0,0,0,10,0,46.0,100005,Washington Commanders,1,AT&amp;T,indoors,turf,44,49,14,0,Clear
45,J.Mingo,Dallas Cowboys,2,2,24,0,2,24,12.0,0,0.0,12.0,0,0,0,0.0,116.7,0,0,0,0,14,0,35.0,100005,Washington Commanders,1,AT&amp;T,indoors,turf,44,49,14,0,Clear
47,J.Tolbert,Dallas Cowboys,6,4,98,0,3,40,10.0,58,14.5,8.0,0,0,0,0.0,109.7,0,0,0,0,32,0,72.0,100005,Washington Commanders,1,AT&amp;T,indoors,turf,44,49,14,0,Clear
49,K.Turpin,Dallas Cowboys,5,3,53,0,2,18,6.0,35,11.7,17.2,0,0,0,0.0,96.2,1,5,0,5,33,0,50.0,100005,Washington Commanders,1,AT&amp;T,indoors,turf,44,49,14,0,Clear
51,H.Luepke,Dallas Cowboys,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,15,0,10,0,0,28.0,100005,Washington Commanders,1,AT&amp;T,indoors,turf,44,49,14,0,Clear
53,D.Vaughn,Dallas Cowboys,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,6,37,0,12,0,0,19.0,100005,Washington Commanders,1,AT&amp;T,indoors,turf,44,49,14,0,Clear
55,R.Dowdle,Dallas Cowboys,3,2,12,0,1,-12,-6.0,24,12.0,-3.3,0,0,0,0.0,74.3,22,72,1,10,12,0,67.0,100005,Washington Commanders,1,AT&amp;T,indoors,turf,44,49,14,0,Clear
57,J.Bates,Washington Commanders,1,0,0,0,0,0,0,0,0,32.0,0,0,0,0.0,39.6,0,0,0,0,0,0,26.0,100005,Dallas Cowboys,0,AT&amp;T,indoors,turf,44,49,14,0,Clear
59,Z.Ertz,Washington Commanders,5,5,44,1,3,32,6.4,12,2.4,6.4,0,0,0,0.0,142.9,0,0,0,0,11,0,91.0,100005,Dallas Cowboys,0,AT&amp;T,indoors,turf,44,49,14,0,Clear
61,O.Zaccheaus,Washington Commanders,5,2,51,0,2,43,21.5,8,4.0,22.6,0,0,0,0.0,77.9,0,0,0,0,29,0,69.0,100005,Dallas Cowboys,0,AT&amp;T,indoors,turf,44,49,14,0,Clear
63,T.McLaurin,Washington Commanders,12,8,62,1,4,49,6.1,13,1.6,9.6,0,0,0,0.0,106.9,0,0,0,0,13,0,91.0,100005,Dallas Cowboys,0,AT&amp;T,indoors,turf,44,49,14,0,Clear
65,B.Robinson,Washington Commanders,1,1,6,0,0,-5,-5.0,11,11.0,-5.0,0,0,0,0.0,91.7,5,10,0,6,6,0,40.0,100005,Dallas Cowboys,0,AT&amp;T,indoors,turf,44,49,14,0,Clear
67,A.Ekeler,Washington Commanders,2,2,20,0,1,-1,-0.5,21,10.5,-0.5,0,0,0,0.0,108.3,3,12,0,7,14,0,60.0,100005,Dallas Cowboys,0,AT&amp;T,indoors,turf,44,49,14,0,Clear
69,D.Brown,Washington Commanders,4,3,16,0,1,-10,-3.3,26,8.7,5.0,0,0,0,0.0,81.2,1,8,0,8,11,0,43.0,100005,Dallas Cowboys,0,AT&amp;T,indoors,turf,44,49,14,0,Clear
71,T.Franklin,Denver Broncos,2,2,12,0,1,-7,-3.5,19,9.5,-3.5,0,0,0,0.0,91.7,0,0,0,0,7,0,35.0,100005,Kansas City Chiefs,1,Empower Field at Mile High,outdoors,grass,30,54,6,3,Partly Cloudy
73,N.Adkins,Denver Broncos,3,3,25,0,1,8,2.7,17,5.7,2.7,0,0,0,0.0,101.4,0,0,0,0,12,0,59.0,100005,Kansas City Chiefs,1,Empower Field at Mile High,outdoors,grass,30,54,6,3,Partly Cloudy
75,L.Humphrey,Denver Broncos,2,2,26,0,2,21,10.5,5,2.5,10.5,0,0,0,0.0,118.7,0,0,0,0,17,0,32.0,100005,Kansas City Chiefs,1,Empower Field at Mile High,outdoors,grass,30,54,6,3,Partly Cloudy
77,D.Vele,Denver Broncos,4,4,50,1,3,47,11.8,3,0.8,11.8,0,0,0,0.0,158.3,0,0,0,0,32,0,51.0,100005,Kansas City Chiefs,1,Empower Field at Mile High,outdoors,grass,30,54,6,3,Partly Cloudy
79,M.Mims,Denver Broncos,5,5,51,2,2,-18,-3.6,69,13.8,-3.6,0,0,0,0.0,148.7,0,0,0,0,32,0,31.0,100005,Kansas City Chiefs,1,Empower Field at Mile High,outdoors,grass,30,54,6,3,Partly Cloudy
81,C.Sutton,Denver Broncos,7,5,98,1,4,90,18.0,8,1.6,16.6,0,0,0,0.0,153.3,0,0,0,0,47,0,65.0,100005,Kansas City Chiefs,1,Empower Field at Mile High,outdoors,grass,30,54,6,3,Partly Cloudy
83,M.Burton,Denver Broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,3,0,3,0,0,32.0,100005,Kansas City Chiefs,1,Empower Field at Mile High,outdoors,grass,30,54,6,3,Partly Cloudy
85,J.Williams,Denver Broncos,4,3,50,0,2,1,0.3,49,16.3,2.0,0,0,0,0.0,116.7,5,28,0,10,25,0,31.0,100005,Kansas City Chiefs,1,Empower Field at Mile High,outdoors,grass,30,54,6,3,Partly Cloudy
87,A.Estime,Denver Broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,12,34,1,6,0,0,24.0,100005,Kansas City Chiefs,1,Empower Field at Mile High,outdoors,grass,30,54,6,3,Partly Cloudy
89,J.McLaughlin,Denver Broncos,2,2,9,0,0,-11,-5.5,20,10.0,-5.5,0,0,0,0.0,85.4,16,39,0,9,6,0,41.0,100005,Kansas City Chiefs,1,Empower Field at Mile High,outdoors,grass,30,54,6,3,Partly Cloudy
91,B.Nix,Denver Broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,7,47,0,27,0,0,88.0,100005,Kansas City Chiefs,1,Empower Field at Mile High,outdoors,grass,30,54,6,3,Partly Cloudy
93,N.Gray,Kansas City Chiefs,1,1,1,0,0,0,0.0,1,1.0,0.0,0,0,0,0.0,79.2,1,-4,0,-4,1,0,12.0,100005,Denver Broncos,0,Empower Field at Mile High,outdoors,grass,30,54,6,3,Partly Cloudy
95,J.Smith-Schuster,Kansas City Chiefs,2,1,4,0,0,4,4.0,0,0.0,6.5,0,0,0,0.0,56.2,0,0,0,0,4,0,94.0,100005,Denver Broncos,0,Empower Field at Mile High,outdoors,grass,30,54,6,3,Partly Cloudy
97,J.Watson,Kansas City Chiefs,3,1,5,0,0,5,5.0,0,0.0,13.7,0,0,0,0.0,42.4,0,0,0,0,5,0,97.0,100005,Denver Broncos,0,Empower Field at Mile High,outdoors,grass,30,54,6,3,Partly Cloudy
99,P.Hendershot,Kansas City Chiefs,2,2,25,0,1,8,4.0,17,8.5,4.0,0,0,0,0.0,118.7,0,0,0,0,15,0,82.0,100005,Denver Broncos,0,Empower Field at Mile High,outdoors,grass,30,54,6,3,Partly Cloudy
101,N.Remigio,Kansas City Chiefs,6,2,48,0,2,34,17.0,14,7.0,10.7,0,0,0,0.0,63.2,0,0,0,0,25,0,91.0,100005,Denver Broncos,0,Empower Field at Mile High,outdoors,grass,30,54,6,3,Partly Cloudy
103,S.Perine,Kansas City Chiefs,1,1,13,0,1,0,0.0,13,13.0,0.0,0,0,0,0.0,118.7,1,1,0,1,13,0,38.0,100005,Denver Broncos,0,Empower Field at Mile High,outdoors,grass,30,54,6,3,Partly Cloudy
105,C.Steele,Kansas City Chiefs,2,2,2,0,0,-6,-3.0,8,4.0,-3.0,0,0,0,0.0,79.2,8,25,0,5,1,0,68.0,100005,Denver Broncos,0,Empower Field at Mile High,outdoors,grass,30,54,6,3,Partly Cloudy
107,J.Ruckert,New York Jets,2,1,5,0,0,2,2.0,3,3.0,3.0,0,0,0,0.0,56.2,0,0,0,0,5,0,48.0,100005,Miami Dolphins,1,MetLife,outdoors,turf,31,36,17,0,Clear
109,T.Conklin,New York Jets,3,2,16,1,2,7,3.5,9,4.5,7.7,0,0,0,0.0,119.4,0,0,0,0,11,0,22.0,100005,Miami Dolphins,1,MetLife,outdoors,turf,31,36,17,0,Clear
111,K.Yeboah,New York Jets,2,2,20,0,1,13,6.5,7,3.5,6.5,0,0,0,0.0,108.3,0,0,0,0,13,0,39.0,100005,Miami Dolphins,1,MetLife,outdoors,turf,31,36,17,0,Clear
113,G.Wilson,New York Jets,5,4,51,0,3,10,2.5,41,10.3,3.0,0,0,0,0.0,109.2,1,0,0,0,20,0,98.0,100005,Miami Dolphins,1,MetLife,outdoors,turf,31,36,17,0,Clear
115,D.Adams,New York Jets,12,6,88,1,4,58,9.7,30,5.0,8.8,0,0,0,0.0,67.4,0,0,0,0,30,0,92.0,100005,Miami Dolphins,1,MetLife,outdoors,turf,31,36,17,0,Clear
117,X.Gipson,New York Jets,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,5,0,5,0,0,6.0,100005,Miami Dolphins,1,MetLife,outdoors,turf,31,36,17,0,Clear
119,B.Allen,New York Jets,3,2,8,0,0,1,0.5,7,3.5,1.3,0,0,0,0.0,70.1,4,15,0,8,5,0,22.0,100005,Miami Dolphins,1,MetLife,outdoors,turf,31,36,17,0,Clear
121,I.Davis,New York Jets,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4,41,0,20,0,0,12.0,100005,Miami Dolphins,1,MetLife,outdoors,turf,31,36,17,0,Clear
123,B.Hall,New York Jets,5,3,15,1,1,-12,-4.0,27,9.0,-3.4,0,0,0,0.0,104.2,12,57,0,17,6,0,70.0,100005,Miami Dolphins,1,MetLife,outdoors,turf,31,36,17,0,Clear
125,A.Lazard,New York Jets,3,3,71,1,3,46,15.3,25,8.3,15.3,0,0,0,0.0,158.3,0,0,0,0,43,0,89.0,100005,Miami Dolphins,1,MetLife,outdoors,turf,31,36,17,0,Clear
127,J.Wright,Miami Dolphins,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,6,-4,0,8,0,0,13.0,100005,New York Jets,0,MetLife,outdoors,turf,31,36,17,0,Clear
129,J.Wilson,Miami Dolphins,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,-4,0,-2,0,0,19.0,100005,New York Jets,0,MetLife,outdoors,turf,31,36,17,0,Clear
131,D.Smythe,Miami Dolphins,1,0,0,0,0,0,0,0,0,4.0,0,0,0,0.0,39.6,0,0,0,0,0,0,26.0,100005,New York Jets,0,MetLife,outdoors,turf,31,36,17,0,Clear
133,J.Hill,Miami Dolphins,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,39.6,0,0,0,0,0,0,61.0,100005,New York Jets,0,MetLife,outdoors,turf,31,36,17,0,Clear
135,T.Hill,Miami Dolphins,3,2,20,0,1,22,11.0,-2,-1.0,12.3,0,0,0,0.0,85.4,0,0,0,0,13,0,39.0,100005,New York Jets,0,MetLife,outdoors,turf,31,36,17,0,Clear
137,A.Ingold,Miami Dolphins,2,2,21,0,0,-6,-3.0,27,13.5,-3.0,0,0,0,0.0,110.4,0,0,0,0,12,0,24.0,100005,New York Jets,0,MetLife,outdoors,turf,31,36,17,0,Clear
139,R.Cracraft,Miami Dolphins,4,4,38,0,3,31,7.8,7,1.8,7.8,0,0,0,0.0,106.2,0,0,0,0,15,0,36.0,100005,New York Jets,0,MetLife,outdoors,turf,31,36,17,0,Clear
141,M.Washington,Miami Dolphins,5,4,48,0,4,25,6.3,23,5.8,5.6,0,0,0,0.0,106.7,0,0,0,0,20,0,61.0,100005,New York Jets,0,MetLife,outdoors,turf,31,36,17,0,Clear
143,J.Smith,Miami Dolphins,12,9,56,1,4,26,2.9,30,3.3,5.0,0,0,0,0.0,111.8,0,0,0,0,15,1,60.0,100005,New York Jets,0,MetLife,outdoors,turf,31,36,17,0,Clear
145,J.Waddle,Miami Dolphins,9,4,44,0,2,40,10.0,4,1.0,11.1,0,0,0,0.0,19.9,1,6,0,6,23,0,90.0,100005,New York Jets,0,MetLife,outdoors,turf,31,36,17,0,Clear
147,D.Achane,Miami Dolphins,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,11,121,1,61,0,0,70.0,100005,New York Jets,0,MetLife,outdoors,turf,31,36,17,0,Clear
149,S.Shepard,Tampa Bay Buccaneers,2,1,11,0,1,11,11.0,0,0.0,7.5,0,0,0,0.0,66.7,0,0,0,0,11,0,63.0,100005,New Orleans Saints,1,Raymond James,outdoors,grass,68,42,6,0,Partly Cloudy
151,P.Durham,Tampa Bay Buccaneers,2,2,16,1,1,15,7.5,1,0.5,7.5,0,0,0,0.0,139.6,0,0,0,0,10,0,81.0,100005,New Orleans Saints,1,Raymond James,outdoors,grass,68,42,6,0,Partly Cloudy
153,D.Culp,Tampa Bay Buccaneers,2,2,36,0,2,23,11.5,13,6.5,11.5,0,0,0,0.0,118.7,0,0,0,0,20,0,24.0,100005,New Orleans Saints,1,Raymond James,outdoors,grass,68,42,6,0,Partly Cloudy
155,M.Evans,Tampa Bay Buccaneers,14,9,89,0,4,79,8.8,10,1.1,10.3,0,0,0,0.0,52.4,0,0,0,0,14,0,88.0,100005,New Orleans Saints,1,Raymond James,outdoors,grass,68,42,6,0,Partly Cloudy
157,J.McMillan,Tampa Bay Buccaneers,6,5,74,1,3,67,13.4,7,1.4,12.0,0,0,0,0.0,157.6,1,6,0,6,33,0,88.0,100005,New Orleans Saints,1,Raymond James,outdoors,grass,68,42,6,0,Partly Cloudy
159,S.Tucker,Tampa Bay Buccaneers,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,16,0,14,0,0,7.0,100005,New Orleans Saints,1,Raymond James,outdoors,grass,68,42,6,0,Partly Cloudy
161,B.Irving,Tampa Bay Buccaneers,5,2,-5,0,0,-14,-7.0,9,4.5,-4.8,0,0,0,0.0,47.9,19,89,1,25,2,0,72.0,100005,New Orleans Saints,1,Raymond James,outdoors,grass,68,42,6,0,Partly Cloudy
163,D.Holker,New Orleans Saints,3,2,11,0,0,9,4.5,2,1.0,12.3,0,0,0,0.0,72.9,0,0,0,0,6,0,21.0,100005,Tampa Bay Buccaneers,0,Raymond James,outdoors,grass,68,42,6,0,Partly Cloudy
165,K.Austin,New Orleans Saints,1,1,13,0,1,4,4.0,9,9.0,4.0,0,0,0,0.0,118.7,0,0,0,0,13,0,55.0,100005,Tampa Bay Buccaneers,0,Raymond James,outdoors,grass,68,42,6,0,Partly Cloudy
167,D.Pettis,New Orleans Saints,6,2,16,1,2,16,8.0,0,0.0,11.5,0,0,0,0.0,81.9,0,0,0,0,11,0,30.0,100005,Tampa Bay Buccaneers,0,Raymond James,outdoors,grass,68,42,6,0,Partly Cloudy
169,C.Wilson,New Orleans Saints,5,3,22,0,1,-1,-0.3,23,7.7,4.6,0,0,0,0.0,70.4,0,0,0,0,11,0,45.0,100005,Tampa Bay Buccaneers,0,Raymond James,outdoors,grass,68,42,6,0,Partly Cloudy
171,F.Moreau,New Orleans Saints,4,4,31,0,2,13,3.3,18,4.5,3.3,0,0,0,0.0,99.0,0,0,0,0,11,0,79.0,100005,Tampa Bay Buccaneers,0,Raymond James,outdoors,grass,68,42,6,0,Partly Cloudy
173,M.Valdes-Scantling,New Orleans Saints,8,3,33,0,2,13,4.3,20,6.7,15.4,0,0,0,0.0,50.5,0,0,0,0,20,0,70.0,100005,Tampa Bay Buccaneers,0,Raymond James,outdoors,grass,68,42,6,0,Partly Cloudy
175,J.Johnson,New Orleans Saints,7,6,80,0,4,42,7.0,38,6.3,8.1,0,0,0,0.0,114.3,0,0,0,0,26,0,79.0,100005,Tampa Bay Buccaneers,0,Raymond James,outdoors,grass,68,42,6,0,Partly Cloudy
177,J.Mims,New Orleans Saints,3,3,13,0,1,-4,-1.3,17,5.7,-1.3,0,0,0,0.0,84.7,2,12,0,6,8,0,36.0,100005,Tampa Bay Buccaneers,0,Raymond James,outdoors,grass,68,42,6,0,Partly Cloudy
179,J.Williams,New Orleans Saints,1,1,7,0,0,3,3.0,4,4.0,3.0,0,0,0,0.0,95.8,8,15,0,6,7,0,36.0,100005,Tampa Bay Buccaneers,0,Raymond James,outdoors,grass,68,42,6,0,Partly Cloudy
181,C.Edwards-Helaire,New Orleans Saints,1,1,14,0,1,0,0.0,14,14.0,0.0,0,0,0,0.0,118.7,8,26,0,12,14,0,27.0,100005,Tampa Bay Buccaneers,0,Raymond James,outdoors,grass,68,42,6,0,Partly Cloudy
183,E.Jenkins,Philadelphia Eagles,1,1,7,1,1,4,4.0,3,3.0,4.0,0,0,0,0.0,135.4,0,0,0,0,7,0,75.0,100005,New York Giants,1,Lincoln Financial Field,outdoors,grass,29,39,17,1,Clear
185,G.Calcaterra,Philadelphia Eagles,4,2,10,0,0,6,3.0,4,2.0,3.8,0,0,0,0.0,56.2,0,0,0,0,7,0,34.0,100005,New York Giants,1,Lincoln Financial Field,outdoors,grass,29,39,17,1,Clear
187,J.Wilson,Philadelphia Eagles,5,3,24,0,1,15,5.0,9,3.0,4.0,0,0,0,0.0,72.1,0,0,0,0,9,0,96.0,100005,New York Giants,1,Lincoln Financial Field,outdoors,grass,29,39,17,1,Clear
189,D.Goedert,Philadelphia Eagles,6,4,55,0,4,29,7.3,26,6.5,7.3,0,0,0,0.0,95.8,0,0,0,0,17,0,19.0,100005,New York Giants,1,Lincoln Financial Field,outdoors,grass,29,39,17,1,Clear
191,J.Dotson,Philadelphia Eagles,11,7,94,0,6,74,10.6,20,2.9,10.6,0,0,0,0.0,90.7,0,0,0,0,19,0,94.0,100005,New York Giants,1,Lincoln Financial Field,outdoors,grass,29,39,17,1,Clear
193,A.Smith,Philadelphia Eagles,6,4,35,1,1,19,4.8,16,4.0,2.2,0,0,0,0.0,121.5,1,4,0,4,15,0,69.0,100005,New York Giants,1,Lincoln Financial Field,outdoors,grass,29,39,17,1,Clear
195,K.Gainwell,Philadelphia Eagles,4,2,9,0,0,-1,-0.5,10,5.0,4.0,0,0,0,0.0,56.2,11,14,0,5,6,0,49.0,100005,New York Giants,1,Lincoln Financial Field,outdoors,grass,29,39,17,1,Clear
197,W.Shipley,Philadelphia Eagles,4,4,35,0,2,7,1.8,28,7.0,1.8,0,0,0,0.0,103.1,10,32,0,7,13,0,53.0,100005,New York Giants,1,Lincoln Financial Field,outdoors,grass,29,39,17,1,Clear
199,D.Slayton,New York Giants,1,0,0,0,0,0,0,0,0,9.0,0,0,0,0.0,39.6,0,0,0,0,0,0,91.0,100005,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,29,39,17,1,Clear
201,J.Hyatt,New York Giants,1,0,0,0,0,0,0,0,0,29.0,0,0,0,0.0,0.0,0,0,0,0,0,0,34.0,100005,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,29,39,17,1,Clear
203,D.Bellinger,New York Giants,2,2,9,0,0,1,0.5,8,4.0,0.5,0,0,0,0.0,85.4,0,0,0,0,5,0,58.0,100005,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,29,39,17,1,Clear
205,C.Manhertz,New York Giants,1,1,16,0,1,2,2.0,14,14.0,2.0,0,0,0,0.0,118.7,0,0,0,0,16,0,49.0,100005,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,29,39,17,1,Clear
207,W.Robinson,New York Giants,11,10,43,0,1,9,0.9,34,3.4,1.1,0,0,0,0.0,83.0,0,0,0,0,9,0,74.0,100005,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,29,39,17,1,Clear
209,M.Nabers,New York Giants,8,5,64,1,2,31,6.2,33,6.6,7.1,0,0,0,0.0,127.1,0,0,0,0,45,0,70.0,100005,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,29,39,17,1,Clear
211,E.Gray,New York Giants,1,1,4,0,0,0,0.0,4,4.0,0.0,0,0,0,0.0,83.3,1,6,0,6,4,0,11.0,100005,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,29,39,17,1,Clear
213,D.Singletary,New York Giants,1,1,-5,0,0,-5,-5.0,0,0.0,-5.0,0,0,0,0.0,79.2,7,22,0,5,-5,0,30.0,100005,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,29,39,17,1,Clear
215,T.Tracy,New York Giants,2,2,7,0,0,-1,-0.5,8,4.0,-0.5,0,0,0,0.0,81.2,14,59,0,16,5,0,60.0,100005,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,29,39,17,1,Clear
217,C.Ridley,Tennessee Titans,5,3,76,0,2,47,15.7,29,9.7,19.8,0,0,0,0.0,104.2,2,-3,0,7,39,0,53.0,100005,Houston Texans,1,Nissan,outdoors,grass,36,84,9,40,Overcast
219,B.Oliver,Tennessee Titans,3,1,15,0,1,13,13.0,2,2.0,8.3,0,0,0,0.0,50.7,0,0,0,0,15,0,32.0,100005,Houston Texans,1,Nissan,outdoors,grass,36,84,9,40,Overcast
221,N.Vannett,Tennessee Titans,2,2,26,0,2,-2,-1.0,28,14.0,-1.0,0,0,0,0.0,118.7,0,0,0,0,17,0,37.0,100005,Houston Texans,1,Nissan,outdoors,grass,36,84,9,40,Overcast
223,J.Whyle,Tennessee Titans,7,5,29,0,1,16,3.2,13,2.6,4.9,0,0,0,0.0,78.9,0,0,0,0,9,0,60.0,100005,Houston Texans,1,Nissan,outdoors,grass,36,84,9,40,Overcast
225,T.Martin,Tennessee Titans,2,1,49,1,1,44,44.0,5,5.0,31.5,0,0,0,0.0,135.4,0,0,0,0,49,0,6.0,100005,Houston Texans,1,Nissan,outdoors,grass,36,84,9,40,Overcast
227,N.Westbrook-Ikhine,Tennessee Titans,7,4,50,0,2,34,8.5,16,4.0,10.0,0,0,0,0.0,79.5,0,0,0,0,19,0,97.0,100005,Houston Texans,1,Nissan,outdoors,grass,36,84,9,40,Overcast
229,J.Chestnut,Tennessee Titans,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,11,0,8,0,0,24.0,100005,Houston Texans,1,Nissan,outdoors,grass,36,84,9,40,Overcast
231,T.Pollard,Tennessee Titans,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,22,62,0,11,0,0,73.0,100005,Houston Texans,1,Nissan,outdoors,grass,36,84,9,40,Overcast
