Unnamed: 0,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,Rec_1D,Rec_YBC,Rec_YBC/R,Rec_YAC,Rec_YAC/R,ADOT,Rec_BrkTkl,Rec_Rec/Br,Drop,Drop%,Rat,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Rec_Lng,FL,1D,YBC,YBC/R,YAC,YAC/R,BrkTkl,Rec/Br,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0.0,S.LaPorta,Detroit Lions,6,3,6,2,2.0,5.0,1.7,1.0,0.3,5.3,0.0,0.0,0,0.0,95.8,0,0,0,0,3,0,0,0,0.0,0,0.0,0,0.0,94.0,1128,Chicago Bears,1,Ford Field,indoors,turf,39,61,9,4,Overcast
1.0,B.Wright,Detroit Lions,1,1,13,0,1.0,3.0,3.0,10.0,10.0,3.0,0.0,0.0,0,0.0,118.7,0,0,0,0,13,0,0,0,0.0,0,0.0,0,0.0,43.0,1128,Chicago Bears,1,Ford Field,indoors,turf,39,61,9,4,Overcast
2.0,T.Patrick,Detroit Lions,3,2,48,0,2.0,24.0,12.0,24.0,12.0,12.0,0.0,0.0,0,0.0,109.7,0,0,0,0,30,0,0,0,0.0,0,0.0,0,0.0,70.0,1128,Chicago Bears,1,Ford Field,indoors,turf,39,61,9,4,Overcast
3.0,A.St.,Detroit Lions,7,5,73,0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0,0.0,105.1,0,0,0,0,29,0,2,58,11.6,15,3.0,0,0.0,94.0,1128,Chicago Bears,1,Ford Field,indoors,turf,39,61,9,4,Overcast
4.0,J.Williams,Detroit Lions,7,5,28,0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0,0.0,78.3,0,18,0,15,8,0,2,5,1.0,23,4.6,0,0.0,79.0,1128,Chicago Bears,1,Ford Field,indoors,turf,39,61,9,4,Overcast
5.0,J.Gibbs,Detroit Lions,4,2,17,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0.0,61.5,0,87,0,28,13,1,0,-4,-2.0,21,10.5,0,0.0,46.0,1128,Chicago Bears,1,Ford Field,indoors,turf,39,61,9,4,Overcast
6.0,D.Montgomery,Detroit Lions,3,3,36,0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0,0.0,116.7,0,88,0,13,19,0,3,-9,-3.0,45,15.0,0,0.0,54.0,1128,Chicago Bears,1,Ford Field,indoors,turf,39,61,9,4,Overcast
7.0,J.Goff,Detroit Lions,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1,0,1,0,0,0,0,0.0,0,0.0,0,0.0,100.0,1128,Chicago Bears,1,Ford Field,indoors,turf,39,61,9,4,Overcast
8.0,R.Odunze,Chicago Bears,6,2,25,0,0.0,0.0,0.0,0.0,0.0,21.3,0.0,0.0,0,0.0,47.2,0,0,0,0,19,0,2,23,11.5,2,1.0,0,0.0,78.0,1128,Detroit Lions,0,Ford Field,indoors,turf,39,61,9,4,Overcast
9.0,C.Kmet,Chicago Bears,3,3,26,0,2.0,23.0,7.7,3.0,1.0,7.7,0.0,0.0,0,0.0,102.8,0,0,0,0,14,0,0,0,0.0,0,0.0,0,0.0,99.0,1128,Detroit Lions,0,Ford Field,indoors,turf,39,61,9,4,Overcast
10.0,K.Allen,Chicago Bears,8,5,73,2,3.0,58.0,11.6,15.0,3.0,14.1,0.0,0.0,0,0.0,131.8,0,0,0,0,31,0,0,0,0.0,0,0.0,0,0.0,96.0,1128,Detroit Lions,0,Ford Field,indoors,turf,39,61,9,4,Overcast
11.0,D.Moore,Chicago Bears,16,8,97,1,0.0,0.0,0.0,0.0,0.0,10.9,0.0,0.0,0,0.0,89.8,0,0,0,0,31,0,3,57,7.1,40,5.0,0,0.0,97.0,1128,Detroit Lions,0,Ford Field,indoors,turf,39,61,9,4,Overcast
12.0,D.Swift,Chicago Bears,3,2,35,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0.0,106.2,0,39,0,12,29,0,1,-6,-3.0,41,20.5,0,0.0,69.0,1128,Detroit Lions,0,Ford Field,indoors,turf,39,61,9,4,Overcast
13.0,J.Brooks,Dallas Cowboys,1,1,0,0,0.0,-2.0,-2.0,2.0,2.0,-2.0,0.0,0.0,0,0.0,79.2,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,30.0,1128,New York Giants,1,AT&amp;T,indoors,turf,48,38,16,2,Clear
14.0,J.Mingo,Dallas Cowboys,4,1,2,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0,0.0,39.6,0,0,0,0,2,0,0,-1,-1.0,3,3.0,0,0.0,34.0,1128,New York Giants,1,AT&amp;T,indoors,turf,48,38,16,2,Clear
15.0,B.Cooks,Dallas Cowboys,7,3,16,1,0.0,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0,0.0,89.9,0,0,0,0,11,0,3,13,4.3,3,1.0,0,0.0,39.0,1128,New York Giants,1,AT&amp;T,indoors,turf,48,38,16,2,Clear
16.0,L.Schoonmaker,Dallas Cowboys,6,5,33,0,2.0,25.0,5.0,8.0,1.6,4.7,0.0,0.0,0,0.0,89.6,0,0,0,0,10,0,0,0,0.0,0,0.0,0,0.0,66.0,1128,New York Giants,1,AT&amp;T,indoors,turf,48,38,16,2,Clear
17.0,C.Lamb,Dallas Cowboys,6,2,39,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0.0,56.9,0,0,0,0,22,0,2,20,10.0,19,9.5,0,0.0,67.0,1128,New York Giants,1,AT&amp;T,indoors,turf,48,38,16,2,Clear
18.0,J.Tolbert,Dallas Cowboys,4,2,41,0,1.0,39.0,19.5,2.0,1.0,10.0,0.0,0.0,0,0.0,86.5,0,0,0,0,36,0,0,0,0.0,0,0.0,0,0.0,72.0,1128,New York Giants,1,AT&amp;T,indoors,turf,48,38,16,2,Clear
19.0,H.Luepke,Dallas Cowboys,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4,0,2,0,0,0,0,0.0,0,0.0,0,0.0,42.0,1128,New York Giants,1,AT&amp;T,indoors,turf,48,38,16,2,Clear
20.0,R.Dowdle,Dallas Cowboys,3,3,11,0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0,0.0,81.9,0,112,1,22,6,0,0,-9,-3.0,20,6.7,0,0.0,70.0,1128,New York Giants,1,AT&amp;T,indoors,turf,48,38,16,2,Clear
21.0,W.Robinson,New York Giants,2,2,6,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,79.2,0,0,0,0,8,0,0,2,1.0,4,2.0,0,0.0,76.0,1128,Dallas Cowboys,0,AT&amp;T,indoors,turf,48,38,16,2,Clear
