,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Rat,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Rec_Lng,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
1,D.Allen,Los Angeles Rams,2,1,13,1,1,5,5.0,8,8.0,5.0,0,0,0,0.0,110.4,0,0,0,0,13,0,36.0,1000013,Minnesota Vikings,1,State Farm,indoors,grass,59,19,7,0,Clear
3,C.Parkinson,Los Angeles Rams,2,2,13,0,0,6,3.0,7,3.5,3.0,0,0,0,0.0,93.7,0,0,0,0,7,0,62.0,1000013,Minnesota Vikings,1,State Farm,indoors,grass,59,19,7,0,Clear
5,H.Long,Los Angeles Rams,2,1,13,0,1,13,13.0,0,0.0,24.5,0,0,0,0.0,70.8,0,0,0,0,13,0,42.0,1000013,Minnesota Vikings,1,State Farm,indoors,grass,59,19,7,0,Clear
7,D.Robinson,Los Angeles Rams,2,1,23,0,1,18,18.0,5,5.0,19.0,0,0,0,0.0,91.7,0,0,0,0,23,0,72.0,1000013,Minnesota Vikings,1,State Farm,indoors,grass,59,19,7,0,Clear
9,C.Kupp,Los Angeles Rams,1,1,29,0,1,29,29.0,0,0.0,29.0,0,0,0,0.0,118.7,0,0,0,0,29,0,55.0,1000013,Minnesota Vikings,1,State Farm,indoors,grass,59,19,7,0,Clear
11,T.Higbee,Los Angeles Rams,5,5,58,0,2,30,6.0,28,5.6,6.0,0,0,0,0.0,115.0,0,0,0,0,23,0,23.0,1000013,Minnesota Vikings,1,State Farm,indoors,grass,59,19,7,0,Clear
13,P.Nacua,Los Angeles Rams,9,5,44,0,3,14,2.8,30,6.0,4.1,0,0,0,0.0,68.7,1,7,0,7,27,0,85.0,1000013,Minnesota Vikings,1,State Farm,indoors,grass,59,19,7,0,Clear
15,K.Williams,Los Angeles Rams,3,3,16,1,1,2,0.7,14,4.7,0.7,0,0,0,0.0,128.5,16,76,0,17,6,0,87.0,1000013,Minnesota Vikings,1,State Farm,indoors,grass,59,19,7,0,Clear
17,J.Oliver,Minnesota Vikings,1,1,5,0,0,-2,-2.0,7,7.0,-2.0,0,0,0,0.0,87.5,0,0,0,0,5,0,26.0,1000013,Los Angeles Rams,0,State Farm,indoors,grass,59,19,7,0,Clear
19,T.Sherfield,Minnesota Vikings,3,2,8,0,0,6,3.0,2,1.0,7.3,0,0,0,0.0,70.1,0,0,0,0,7,0,18.0,1000013,Los Angeles Rams,0,State Farm,indoors,grass,59,19,7,0,Clear
21,C.Ham,Minnesota Vikings,1,1,8,0,0,5,5.0,3,3.0,5.0,0,0,0,0.0,100.0,0,0,0,0,8,0,22.0,1000013,Los Angeles Rams,0,State Farm,indoors,grass,59,19,7,0,Clear
23,J.Mundt,Minnesota Vikings,3,2,28,0,2,9,4.5,19,9.5,3.7,0,0,0,0.0,96.5,0,0,0,0,22,0,22.0,1000013,Los Angeles Rams,0,State Farm,indoors,grass,59,19,7,0,Clear
25,J.Addison,Minnesota Vikings,8,3,29,0,2,29,9.7,0,0.0,19.3,0,0,0,0.0,8.9,0,0,0,0,15,0,92.0,1000013,Los Angeles Rams,0,State Farm,indoors,grass,59,19,7,0,Clear
27,J.Nailor,Minnesota Vikings,5,3,33,0,2,25,8.3,8,2.7,14.0,0,0,0,0.0,79.6,0,0,0,0,14,0,72.0,1000013,Los Angeles Rams,0,State Farm,indoors,grass,59,19,7,0,Clear
29,J.Jefferson,Minnesota Vikings,8,5,58,0,2,47,9.4,11,2.2,18.0,0,0,0,0.0,84.4,0,0,0,0,22,0,92.0,1000013,Los Angeles Rams,0,State Farm,indoors,grass,59,19,7,0,Clear
31,T.Hockenson,Minnesota Vikings,5,5,64,1,3,33,6.6,31,6.2,6.6,0,0,0,0.0,158.3,0,0,0,0,26,0,59.0,1000013,Los Angeles Rams,0,State Farm,indoors,grass,59,19,7,0,Clear
33,A.Jones,Minnesota Vikings,6,3,12,0,0,-6,-2.0,18,6.0,-4.0,0,0,0,0.0,56.2,13,48,0,13,8,0,72.0,1000013,Los Angeles Rams,0,State Farm,indoors,grass,59,19,7,0,Clear
34,R.Rivers,Los Angeles Rams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000013,Minnesota Vikings,1,State Farm,indoors,grass,59,19,7,0,Clear
35,M.Stafford,Los Angeles Rams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000013,Minnesota Vikings,1,State Farm,indoors,grass,59,19,7,0,Clear
36,S.Darnold,Minnesota Vikings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1000013,Los Angeles Rams,0,State Farm,indoors,grass,59,19,7,0,Clear
37,C.Akers,Minnesota Vikings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000013,Los Angeles Rams,0,State Farm,indoors,grass,59,19,7,0,Clear
