Unnamed: 0,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,Rec_1D,Rec_YBC,Rec_YBC/R,Rec_YAC,Rec_YAC/R,ADOT,Rec_BrkTkl,Rec_Rec/Br,Drop,Drop%,Rat,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Rec_Lng,FL,1D,YBC,YBC/R,YAC,YAC/R,BrkTkl,Rec/Br,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0.0,M.Pruitt,Pittsburgh Steelers,1,1,10,0,0.0,7.0,7.0,3.0,3.0,7.0,0.0,0.0,0,0.0,108.3,0,0,0,0,10,0,0,0,0.0,0,0.0,0,0.0,23.0,1028,New York Giants,1,Acrisure,outdoors,grass,65,51,7,0,Clear
1.0,P.Freiermuth,Pittsburgh Steelers,2,2,19,0,1.0,9.0,4.5,10.0,5.0,4.5,0.0,0.0,0,0.0,106.2,0,0,0,0,11,0,0,0,0.0,0,0.0,0,0.0,65.0,1028,New York Giants,1,Acrisure,outdoors,grass,65,51,7,0,Clear
2.0,D.Washington,Pittsburgh Steelers,1,1,29,0,1.0,16.0,16.0,13.0,13.0,16.0,0.0,0.0,0,0.0,118.7,0,0,0,0,29,0,0,0,0.0,0,0.0,0,0.0,45.0,1028,New York Giants,1,Acrisure,outdoors,grass,65,51,7,0,Clear
3.0,C.Austin,Pittsburgh Steelers,4,3,54,1,3.0,37.0,12.3,17.0,5.7,11.0,0.0,0.0,0,0.0,156.2,0,0,0,0,29,0,0,0,0.0,0,0.0,0,0.0,58.0,1028,New York Giants,1,Acrisure,outdoors,grass,65,51,7,0,Clear
4.0,V.Jefferson,Pittsburgh Steelers,5,4,62,0,3.0,52.0,13.0,10.0,2.5,11.8,0.0,0.0,0,0.0,118.3,0,0,0,0,36,0,0,0,0.0,0,0.0,0,0.0,80.0,1028,New York Giants,1,Acrisure,outdoors,grass,65,51,7,0,Clear
5.0,G.Pickens,Pittsburgh Steelers,5,4,74,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0,0.0,118.7,0,0,0,0,43,0,3,46,11.5,28,7.0,0,0.0,80.0,1028,New York Giants,1,Acrisure,outdoors,grass,65,51,7,0,Clear
6.0,J.Warren,Pittsburgh Steelers,3,2,13,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0.0,75.7,0,46,0,18,9,0,0,6,3.0,7,3.5,0,0.0,39.0,1028,New York Giants,1,Acrisure,outdoors,grass,65,51,7,0,Clear
7.0,N.Harris,Pittsburgh Steelers,4,3,17,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,82.3,0,114,0,26,13,0,1,4,1.3,13,4.3,0,0.0,59.0,1028,New York Giants,1,Acrisure,outdoors,grass,65,51,7,0,Clear
8.0,W.Robinson,New York Giants,5,5,30,0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0,0.0,91.7,0,0,0,0,8,0,1,-1,-0.2,31,6.2,0,0.0,86.0,1028,Pittsburgh Steelers,0,Acrisure,outdoors,grass,65,51,7,0,Clear
9.0,T.Johnson,New York Giants,4,3,35,0,1.0,31.0,10.3,4.0,1.3,9.0,0.0,0.0,0,0.0,101.0,0,0,0,0,25,0,0,0,0.0,0,0.0,0,0.0,97.0,1028,Pittsburgh Steelers,0,Acrisure,outdoors,grass,65,51,7,0,Clear
10.0,M.Nabers,New York Giants,13,7,71,0,0.0,0.0,0.0,0.0,0.0,14.2,0.0,0.0,0,0.0,69.7,0,0,0,0,16,0,4,60,8.6,11,1.6,0,0.0,99.0,1028,Pittsburgh Steelers,0,Acrisure,outdoors,grass,65,51,7,0,Clear
11.0,D.Slayton,New York Giants,7,4,108,0,4.0,79.0,19.8,29.0,7.3,17.7,0.0,0.0,0,0.0,101.8,0,0,0,0,43,0,0,0,0.0,0,0.0,0,0.0,100.0,1028,Pittsburgh Steelers,0,Acrisure,outdoors,grass,65,51,7,0,Clear
12.0,D.Singletary,New York Giants,3,2,12,0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0,0.0,34.7,0,11,0,7,8,0,0,-2,-1.0,14,7.0,0,0.0,39.0,1028,Pittsburgh Steelers,0,Acrisure,outdoors,grass,65,51,7,0,Clear
13.0,T.Tracy,New York Giants,3,2,5,0,0.0,0.0,0.0,0.0,0.0,-4.3,0.0,0.0,0,0.0,70.1,0,145,1,45,5,0,0,-8,-4.0,13,6.5,0,0.0,57.0,1028,Pittsburgh Steelers,0,Acrisure,outdoors,grass,65,51,7,0,Clear
0.0,S.Miller,Pittsburgh Steelers,2,0,0,0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0,0.0,39.6,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,17.0,1028,New York Giants,1,Acrisure,outdoors,grass,65,51,7,0,Clear
0.0,C.Manhertz,New York Giants,1,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0.0,39.6,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,15.0,1028,Pittsburgh Steelers,0,Acrisure,outdoors,grass,65,51,7,0,Clear
0.0,E.Gray,New York Giants,1,1,3,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,0.0,79.2,0,0,0,0,3,0,0,-1,-1.0,4,4.0,0,0.0,4.0,1028,Pittsburgh Steelers,0,Acrisure,outdoors,grass,65,51,7,0,Clear
0.0,R.Wilson,Pittsburgh Steelers,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0.0,0.0,1028,New York Giants,1,Acrisure,outdoors,grass,65,51,7,0,Clear
0.0,D.Jones,New York Giants,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0.0,0.0,1028,Pittsburgh Steelers,0,Acrisure,outdoors,grass,65,51,7,0,Clear
