,Name,Team,Rush_Yds,Rush_TD,Tgt,Rec,Rec_Yds,Rec_TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Rat,Rush_Lng,Rec_Lng,FL,Rec_1D,Rec_YBC,Rec_YBC/R,Rec_YAC,Rec_YAC/R,Rec_BrkTkl,Rec_Rec/Br,Rush_Att,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0,J.Hill,Baltimore Ravens,-2,0,2,2,0,0,1,-16,-8.0,16,8.0,-8.0,0,0.0,0,0.0,79.2,0,6,0,0,0,0,0,0,0,0.0,0,35.0,1107,Cincinnati Bengals,1,M&amp;T Bank,outdoors,grass,71,67,5,7,Clear
1,C.Kolar,Baltimore Ravens,0,0,1,1,4,0,0,4,4.0,0,0.0,4.0,0,0.0,0,0.0,83.3,0,4,0,0,0,0,0,0,0,0.0,0,43.0,1107,Cincinnati Bengals,1,M&amp;T Bank,outdoors,grass,71,67,5,7,Clear
2,N.Agholor,Baltimore Ravens,0,0,2,1,6,1,0,0,0,0,0,6.0,0,0.0,0,0.0,95.8,0,6,0,1,6,6.0,0,0.0,0,0.0,0,49.0,1107,Cincinnati Bengals,1,M&amp;T Bank,outdoors,grass,71,67,5,7,Clear
3,Z.Flowers,Baltimore Ravens,0,0,6,4,34,0,2,5,1.3,29,7.3,5.7,0,0.0,0,0.0,81.2,0,19,0,0,0,0,0,0,0,0.0,0,83.0,1107,Cincinnati Bengals,1,M&amp;T Bank,outdoors,grass,71,67,5,7,Clear
4,R.Bateman,Baltimore Ravens,0,0,8,6,54,1,0,0,0,0,0,10.6,0,0.0,0,0.0,132.3,0,15,0,4,43,7.2,11,1.8,0,0.0,0,78.0,1107,Cincinnati Bengals,1,M&amp;T Bank,outdoors,grass,71,67,5,7,Clear
5,M.Andrews,Baltimore Ravens,0,0,7,6,68,1,0,0,0,0,0,9.9,0,0.0,0,0.0,146.7,0,18,0,4,42,7.0,26,4.3,0,0.0,0,87.0,1107,Cincinnati Bengals,1,M&amp;T Bank,outdoors,grass,71,67,5,7,Clear
6,D.Henry,Baltimore Ravens,68,1,1,1,3,0,0,-5,-5.0,8,8.0,-5.0,0,0.0,0,0.0,79.2,11,3,0,0,0,0,0,0,0,0.0,0,62.0,1107,Cincinnati Bengals,1,M&amp;T Bank,outdoors,grass,71,67,5,7,Clear
7,J.Burton,Cincinnati Bengals,0,0,5,1,11,0,0,0,0,0,0,16.4,0,0.0,0,0.0,39.6,0,11,0,1,9,9.0,2,2.0,0,0.0,0,48.0,1107,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,71,67,5,7,Clear
8,A.Iosivas,Cincinnati Bengals,0,0,4,2,29,0,0,0,0,0,0,14.8,0,0.0,0,0.0,74.0,0,19,0,2,24,12.0,5,2.5,0,0.0,0,84.0,1107,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,71,67,5,7,Clear
9,M.Gesicki,Cincinnati Bengals,0,0,9,4,30,0,0,0,0,0,0,9.8,0,0.0,0,0.0,53.0,0,13,0,1,25,6.3,5,1.3,0,0.0,0,71.0,1107,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,71,67,5,7,Clear
10,J.Chase,Cincinnati Bengals,0,0,17,11,264,3,11,161,14.6,103,9.4,14.1,0,0.0,0,0.0,147.7,0,70,0,0,0,0,0,0,0,0.0,0,94.0,1107,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,71,67,5,7,Clear
11,T.Hudson,Cincinnati Bengals,1,0,7,6,42,1,3,15,2.5,27,4.5,2.9,0,0.0,0,0.0,131.2,1,10,0,0,0,0,0,0,0,0.0,0,35.0,1107,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,71,67,5,7,Clear
12,C.Brown,Cincinnati Bengals,42,1,11,9,52,0,3,4,0.4,48,5.3,-0.3,0,0.0,0,0.0,86.4,7,17,1,0,0,0,0,0,0,0.0,0,87.0,1107,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,71,67,5,7,Clear
