Unnamed: 0,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Rat,Rush_Yds,Rush_TD,Rush_Lng,Rec_Lng,FL,Rec_1D,Rec_YBC,Rec_YBC/R,Rec_YAC,Rec_YAC/R,Rec_BrkTkl,Rec_Rec/Br,Rush_Att,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0.0,D.Robinson,Los Angeles Rams,5,1,23,0,0,0,0.0,0,0.0,-0.2,0,0.0,0,0.0,6.7,0,0,0,23,0,1.0,22.0,22.0,1.0,1.0,0.0,0.0,0,83.0,1111,Miami Dolphins,1,SoFi,indoors,turf,64,86,13,7,Clear
1.0,D.Allen,Los Angeles Rams,6,5,34,0,0,0,0.0,0,0.0,2.7,0,0.0,0,0.0,90.3,0,0,0,13,0,2.0,16.0,3.2,18.0,3.6,0.0,0.0,0,80.0,1111,Miami Dolphins,1,SoFi,indoors,turf,64,86,13,7,Clear
2.0,C.Kupp,Los Angeles Rams,7,7,80,0,4,68,9.7,12,1.7,9.7,0,0.0,0,0.0,114.3,0,0,0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,1111,Miami Dolphins,1,SoFi,indoors,turf,64,86,13,7,Clear
3.0,P.Nacua,Los Angeles Rams,14,9,98,0,5,65,7.2,33,3.7,8.5,0,0.0,0,0.0,84.8,0,0,0,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,79.0,1111,Miami Dolphins,1,SoFi,indoors,turf,64,86,13,7,Clear
4.0,K.Williams,Los Angeles Rams,6,5,20,0,2,-13,-2.6,33,6.6,-2.2,0,0.0,0,0.0,80.6,62,0,9,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,93.0,1111,Miami Dolphins,1,SoFi,indoors,turf,64,86,13,7,Clear
5.0,J.Waddle,Miami Dolphins,6,3,57,0,2,41,13.7,16,5.3,12.7,0,0.0,0,0.0,43.7,-1,0,-1,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,89.0,1111,Los Angeles Rams,0,SoFi,indoors,turf,64,86,13,7,Clear
6.0,J.Hill,Miami Dolphins,1,0,0,0,0,0,0.0,0,0.0,5.0,0,0.0,0,0.0,39.6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,55.0,1111,Los Angeles Rams,0,SoFi,indoors,turf,64,86,13,7,Clear
7.0,D.Smythe,Miami Dolphins,1,1,6,0,0,0,0.0,0,0.0,6.0,0,0.0,0,0.0,91.7,0,0,0,6,0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0,47.0,1111,Los Angeles Rams,0,SoFi,indoors,turf,64,86,13,7,Clear
8.0,O.Beckham,Miami Dolphins,2,2,17,0,0,0,0.0,0,0.0,7.5,0,0.0,0,0.0,102.1,0,0,0,11,0,1.0,15.0,7.5,2.0,1.0,0.0,0.0,0,32.0,1111,Los Angeles Rams,0,SoFi,indoors,turf,64,86,13,7,Clear
9.0,J.Smith,Miami Dolphins,4,3,45,0,2,9,3.0,36,12.0,3.5,0,0.0,0,0.0,111.5,0,0,0,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43.0,1111,Los Angeles Rams,0,SoFi,indoors,turf,64,86,13,7,Clear
