,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit,Correct,Actual Value
0,T.Hockenson o44.5 receiving yards,Rotowire Prizepicks,Minnesota Vikings,t.hockenson,Chicago Bears,1,0.5,0,0.6666666666666666,1,0.6,1,27,8,92,12,Mostly Cloudy,U.S. Bank,indoors,turf,100,1.5,3.0,1.5,Y,52.0
1,S.Darnold o239.5 passing yards,Rotowire Sleeper,Minnesota Vikings,s.darnold,Chicago Bears,1,0.6923076923076923,1,0.6666666666666666,1,0.8,1,31,9,86,0,Clear,U.S. Bank,indoors,turf,100,1.5,3.0,1.5,N,231.0
2,B.Robinson u75.5 rushing yards,Rotowire Prizepicks_duplicate,Atlanta Falcons,b.robinson,Las Vegas Raiders,0,0.4615384615384615,0,0.3333333333333333,0,0.2,0,56,5,26,1,Partly Cloudy,Allegiant,indoors,grass,100,1.5,3.0,1.5,N,125.0
3,T.Hockenson o39.5 receiving yards,Rotowire Prizepicks,Minnesota Vikings,t.hockenson,Chicago Bears,1,0.5,0,0.6666666666666666,1,0.6,1,30,10,88,16,Snow,U.S. Bank,indoors,turf,100,1.5,3.0,1.5,Y,52.0
4,K.Cousins u243.5 passing yards,Rotowire Prizepicks,Atlanta Falcons,k.cousins,Las Vegas Raiders,0,0.6666666666666666,1,0.3333333333333333,0,0.4,0,55,3,27,1,Partly Cloudy,Allegiant,indoors,grass,100,1.5,3.0,1.5,Y,112.0
5,K.Allen o47.5 receiving yards,Rotowire Sleeper,Chicago Bears,k.allen,Minnesota Vikings,0,0.1818181818181818,0,0.6666666666666666,1,0.4,0,28,10,95,19,Snow,U.S. Bank,indoors,turf,100,1.5,3.0,1.5,Y,82.0
6,D.Mooney o49.5 receiving yards,Rotowire Sleeper,Atlanta Falcons,d.mooney,Las Vegas Raiders,0,0.6153846153846154,1,0.3333333333333333,0,0.6,1,55,3,27,1,Partly Cloudy,Allegiant,indoors,grass,100,1.5,3.0,1.5,N,0.0
7,D.Swift o12.5 Rec Yds,gneiffer07,Chicago Bears,d.swift,Minnesota Vikings,0,0.6923076923076923,1,0.6666666666666666,1,0.6,1,29,10,96,19,Snow,U.S. Bank,indoors,turf,-109,1.09,2.0900000000000003,1.0000000000000002,N,10.0
8,B.Robinson o99.5 Rushing Yards,wheatonbrando_duplicate,Atlanta Falcons,b.robinson,Las Vegas Raiders,0,0.2307692307692307,0,0.3333333333333333,0,0.4,0,55,3,25,1,Partly Cloudy,Allegiant,indoors,grass,300,0.25,1.0,0.75,Y,125.0
9,B.Robinson o0.5 rush_td+rec_td,wheatonbrando_duplicate,Atlanta Falcons,b.robinson,Las Vegas Raiders,0,0.5384615384615384,1,0.6666666666666666,1,0.6,1,55,3,25,1,Partly Cloudy,Allegiant,indoors,grass,-120,1.0,1.8333333333333333,0.8333333333333335,N,0.0
10,R.Mccloud u40.5 receiving yards,Rotowire Prizepicks,Atlanta Falcons,r.mccloud,Las Vegas Raiders,0,0.4615384615384615,0,0.0,0,0.4,0,55,2,22,0,Partly Cloudy,Allegiant,indoors,grass,100,1.5,3.0,1.5,Y,14.0
11,A.Jones o80.5 rushing + receiving yards,Rotowire Prizepicks,Minnesota Vikings,a.jones,Chicago Bears,1,0.6923076923076923,1,0.6666666666666666,1,0.6,1,30,14,85,3,Mostly Cloudy,U.S. Bank,indoors,turf,100,1.5,3.0,1.5,Y,106.0
12,J.Addison o52.5 receiving yards,Jared Hochman,Minnesota Vikings,j.addison,Chicago Bears,1,0.5454545454545454,1,1.0,1,0.8,1,30,14,85,3,Mostly Cloudy,U.S. Bank,indoors,turf,100,0.75,1.5,0.75,Y,63.0
13,A.Jones o79.5 rushing + receiving yards,Rotowire Sleeper,Minnesota Vikings,a.jones,Chicago Bears,1,0.6923076923076923,1,0.6666666666666666,1,0.6,1,30,14,85,3,Mostly Cloudy,U.S. Bank,indoors,turf,100,1.5,3.0,1.5,Y,106.0
14,D.Swift u2.5 Recs,chrisgimino_,Chicago Bears,d.swift,Minnesota Vikings,0,0.6153846153846154,1,0.6666666666666666,1,0.8,1,29,13,87,1,Snow,U.S. Bank,indoors,turf,-129,1.0,1.7751937984496124,0.7751937984496124,Y,1.0
