,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit,Correct,Actual Value
0,D.Goedert o25.5 receiving yards,Rotowire Sleeper,Philadelphia Eagles,d.goedert,Washington Commanders,1.0,0.8,1,0.6666666666666666,1,0.8,1,45,5,58,30,Rain,Lincoln Financial Field,outdoors,grass,100.0,1.5,3.0,1.5,Y,61.0
1,A.Brown o78.5 receiving yards,Rotowire Sleeper,Philadelphia Eagles,a.brown,Washington Commanders,1.0,1.0,1,1.0,1,1.0,1,45,5,58,30,Rain,Lincoln Financial Field,outdoors,grass,100.0,1.5,3.0,1.5,N,65.0
2,J.Hurts o221.5 passing yards,Rotowire Prizepicks,Philadelphia Eagles,j.hurts,Washington Commanders,1.0,0.5,0,0.3333333333333333,0,0.4,0,45,5,58,30,Rain,Lincoln Financial Field,outdoors,grass,100.0,1.5,3.0,1.5,N,221.0
3,D.Smith o51.5 receiving yards,Rotowire Prizepicks,Philadelphia Eagles,d.smith,Washington Commanders,1.0,0.7142857142857143,1,0.3333333333333333,0,0.6,1,45,5,58,30,Rain,Lincoln Financial Field,outdoors,grass,100.0,1.5,3.0,1.5,N,29.0
4,D.Goedert o28.5 receiving yards,Rotowire Sleeper,Philadelphia Eagles,d.goedert,Washington Commanders,1.0,0.8,1,0.6666666666666666,1,0.8,1,45,5,70,20,Rain,Lincoln Financial Field,outdoors,grass,100.0,1.5,3.0,1.5,Y,61.0
5,D.Goedert o28.5 receiving yards,Rotowire Prizepicks,Philadelphia Eagles,d.goedert,Washington Commanders,1.0,0.8,1,0.6666666666666666,1,0.8,1,45,5,70,45,Rain,Lincoln Financial Field,outdoors,grass,100.0,1.5,3.0,1.5,Y,61.0
6,J.Hurts u29.5 Pass Att,Markus_Markets,Philadelphia Eagles,j.hurts,Washington Commanders,1.0,0.5,0,1.0,1,0.8,1,46,5,65,25,Rain,Lincoln Financial Field,outdoors,grass,-120.0,1.0,1.8333333333333333,0.8333333333333335,Y,28.0
7,J.Dotson o0.5 rush_td+rec_td,daletanhardt,Philadelphia Eagles,j.dotson,Washington Commanders,1.0,0.0,0,0.0,0,0.0,0,46,6,71,20,Rain,Lincoln Financial Field,outdoors,grass,950.0,0.4,4.2,3.8,N,0.0
8,O.Zaccheaus o0.5 rush_td+rec_td,daletanhardt,Washington Commanders,o.zaccheaus,Philadelphia Eagles,0.0,0.0,0,0.0,0,0.0,0,46,6,71,20,Rain,Lincoln Financial Field,outdoors,grass,750.0,0.6,5.1,4.5,N,0.0
9,A.Brown o0.5 rush_td+rec_td,daletanhardt,Philadelphia Eagles,a.brown,Washington Commanders,1.0,0.6,1,0.3333333333333333,0,0.6,1,46,6,71,20,Rain,Lincoln Financial Field,outdoors,grass,130.0,2.0,4.6,2.6,N,0.0
10,A.Brown o0.5 rush_td+rec_td,GDAWG5000,Philadelphia Eagles,a.brown,Washington Commanders,1.0,0.6,1,0.3333333333333333,0,0.6,1,46,5,63,7,Rain,Lincoln Financial Field,outdoors,grass,135.0,1.0,2.35,1.35,N,0.0
11,T.McLaurin o0.5 rush_td+rec_td,GDAWG5000,Washington Commanders,t.mclaurin,Philadelphia Eagles,0.0,0.3333333333333333,0,0.0,0,0.2,0,46,5,63,7,Rain,Lincoln Financial Field,outdoors,grass,180.0,1.0,2.8,1.7999999999999998,N,0.0
12,S.Barkley o94.5 Rush Yds,LinesAtLunch,Philadelphia Eagles,s.barkley,Washington Commanders,1.0,0.625,1,0.6666666666666666,1,0.4,0,46,5,63,7,Rain,Lincoln Financial Field,outdoors,grass,-135.0,1.35,2.35,1.0,Y,146.0
13,J.Hurts u10.5 Rush Att,MoneylineHacks,Philadelphia Eagles,j.hurts,Washington Commanders,1.0,0.625,1,1.0,1,0.8,1,46,5,63,7,Rain,Lincoln Financial Field,outdoors,grass,-145.0,1.0,1.6896551724137931,0.6896551724137931,Y,10.0
14,S.Barkley o18.5 Longest Rush,RoyalsProps,Philadelphia Eagles,s.barkley,Washington Commanders,1.0,0.625,1,0.6666666666666666,1,0.6,1,46,5,63,7,Rain,Lincoln Financial Field,outdoors,grass,-110.0,1.1,2.1,1.0,Y,39.0
15,S.Barkley o94.5 Rush Yds,Mjaybrxd,Philadelphia Eagles,s.barkley,Washington Commanders,1.0,0.625,1,0.6666666666666666,1,0.4,0,46,5,63,7,Rain,Lincoln Financial Field,outdoors,grass,-110.0,1.0,1.9090909090909087,0.9090909090909092,Y,146.0
16,D.Smith o53.5 Rec Yds,RoyalsProps,Philadelphia Eagles,d.smith,Washington Commanders,1.0,0.7142857142857143,1,0.3333333333333333,0,0.6,1,46,5,63,7,Rain,Lincoln Financial Field,outdoors,grass,-120.0,1.2,2.2,1.0000000000000002,N,29.0
17,A.Brown o78.5 receiving yards,Jared Hochman,Philadelphia Eagles,a.brown,Washington Commanders,1.0,1.0,1,1.0,1,1.0,1,46,5,63,7,Rain,Lincoln Financial Field,outdoors,grass,100.0,0.75,1.5,0.75,N,65.0
18,J.Daniels o41.5 Rush Yds,RoyalsProps,Washington Commanders,j.daniels,Philadelphia Eagles,0.0,0.625,1,0.3333333333333333,0,0.6,1,46,5,63,7,Rain,Lincoln Financial Field,outdoors,grass,-125.0,1.25,2.25,1.0,N,18.0
19,Z.Ertz o3.5 Recs,Proptology,Washington Commanders,z.ertz,Philadelphia Eagles,0.0,0.6666666666666666,1,1.0,1,0.8,1,46,5,63,7,Rain,Lincoln Financial Field,outdoors,grass,-122.0,2.44,4.44,2.0000000000000004,Y,6.0
20,D.Smith o0.5 rush_td+rec_td,sirlockselot_,Philadelphia Eagles,d.smith,Washington Commanders,1.0,0.4285714285714285,0,0.3333333333333333,0,0.4,0,46,5,63,7,Rain,Lincoln Financial Field,outdoors,grass,200.0,1.5,4.5,3.0,N,0.0
21,S.Barkley o12.5 Rec Yds,charliedisturco,Philadelphia Eagles,s.barkley,Washington Commanders,1.0,0.375,0,0.0,0,0.2,0,48,5,68,8,Rain,Lincoln Financial Field,outdoors,grass,-110.0,1.1,2.1,1.0,Y,52.0
22,J.Daniels o0.5 Int,moneybadger24_,Washington Commanders,j.daniels,Philadelphia Eagles,0.0,0.25,0,0.0,0,0.4,0,48,5,68,8,Rain,Lincoln Financial Field,outdoors,grass,100.0,1.0,2.0,1.0,Y,1.0
23,A.Brown o79.5 Receiving Yards,JBBets1,Philadelphia Eagles,a.brown,Washington Commanders,1.0,1.0,1,1.0,1,1.0,1,48,5,68,8,Rain,Lincoln Financial Field,outdoors,grass,-110.0,1.0,1.9090909090909087,0.9090909090909092,N,65.0
24,J.Daniels o0.5 rush_td+rec_td,shadybiev,Washington Commanders,j.daniels,Philadelphia Eagles,0.0,0.0,0,0.0,0,0.0,0,48,5,68,8,Rain,Lincoln Financial Field,outdoors,grass,210.0,1.5,4.65,3.1500000000000004,N,0.0
25,A.Ekeler o21.5 rushing yards,Rotowire Prizepicks,Washington Commanders,a.ekeler,Philadelphia Eagles,0.0,0.625,1,0.6666666666666666,1,0.6,1,48,5,68,8,Rain,Lincoln Financial Field,outdoors,grass,100.0,1.5,3.0,1.5,N,7.0
26,J.Dotson o7.5 Rec Yds,charliedisturco,Philadelphia Eagles,j.dotson,Washington Commanders,1.0,0.6666666666666666,1,0.6666666666666666,1,0.8,1,48,5,68,8,Rain,Lincoln Financial Field,outdoors,grass,-115.0,1.15,2.1499999999999995,0.9999999999999996,Y,8.0
27,L.McCaffrey o6.5 Rec Yds,charliedisturco,Washington Commanders,l.mccaffrey,Philadelphia Eagles,0.0,0.8571428571428571,1,0.6666666666666666,1,0.8,1,48,5,68,8,Rain,Lincoln Financial Field,outdoors,grass,-110.0,1.1,2.1,1.0,N,0.0
28,L.McCaffrey o0.5 rush_td+rec_td,charliedisturco,Washington Commanders,l.mccaffrey,Philadelphia Eagles,0.0,0.0,0,0.0,0,0.0,0,48,5,68,8,Rain,Lincoln Financial Field,outdoors,grass,800.0,0.15,1.35,1.2,N,0.0
29,J.Dotson o0.5 rush_td+rec_td,charliedisturco,Philadelphia Eagles,j.dotson,Washington Commanders,1.0,0.0,0,0.0,0,0.0,0,48,5,68,8,Rain,Lincoln Financial Field,outdoors,grass,1000.0,0.15,1.65,1.5,N,0.0
30,J.Dotson o24.5 Receiving Yards,charliedisturco,Philadelphia Eagles,j.dotson,Washington Commanders,1.0,0.1666666666666666,0,0.3333333333333333,0,0.2,0,48,5,68,8,Rain,Lincoln Financial Field,outdoors,grass,330.0,0.25,1.075,0.825,N,8.0
31,L.McCaffrey o24.5 Rec Yds,charliedisturco,Washington Commanders,l.mccaffrey,Philadelphia Eagles,0.0,0.1428571428571428,0,0.0,0,0.0,0,48,5,68,8,Rain,Lincoln Financial Field,outdoors,grass,370.0,0.25,1.175,0.925,N,0.0
32,A.Ekeler o24.5 Rush Yds,TopShelfAction,Washington Commanders,a.ekeler,Philadelphia Eagles,0.0,0.625,1,0.6666666666666666,1,0.6,1,48,5,68,8,Rain,Lincoln Financial Field,outdoors,grass,114.0,1.0,2.14,1.1399999999999997,N,7.0
